beach,species,survey_week,beach_section_initials,species_2,total,mean_wrack
SOUTH,WEGU,2013-12-09,WAL,Gull,4,1.153846154
NORTH,CAGU,2014-02-10,MIN,Gull,23,2.166666667
NORTH,HEEG,2014-02-10,MIN,Gull,1,2.166666667
NORTH,HERG,2014-02-10,MIN,NA,1,2.166666667
NORTH,WEGU,2014-02-10,MIN,Gull,1,2.166666667
PURISIMA,SAND,2014-02-10,PNO,SAND,1200,2
PURISIMA,SNPL,2014-02-10,PNO,SNPL,29,2
PURISIMA,WEGU,2014-02-10,PNO,Gull,5,2
NORTH,SAND,2014-02-10,SAN,SAND,1,1.775
NORTH,SNPL,2014-02-10,SAN,SNPL,103,1.775
NORTH,WEGU,2014-02-10,SAN,Gull,8,1.775
NORTH,CAGU,2014-02-10,SHN,Gull,1,1.576923077
NORTH,SAND,2014-02-10,SHN,SAND,1,1.576923077
NORTH,SNPL,2014-02-10,SHN,SNPL,8,1.576923077
NORTH,WEGU,2014-02-10,SHN,Gull,1,1.576923077
SOUTH,CAGU,2014-02-10,SNO,Gull,12,2.4
SOUTH,SAND,2014-02-10,SNO,SAND,630,2.4
SOUTH,SNPL,2014-02-10,SNO,SNPL,102,2.4
SOUTH,WEGU,2014-02-10,SNO,Gull,12,2.4
SOUTH,SAND,2014-02-10,SSO,SAND,212,2.083333333
SOUTH,SNPL,2014-02-10,SSO,SNPL,108,2.083333333
NORTH,SAND,2016-02-15,MIN,SAND,111,0
NORTH,SNPL,2016-02-15,MIN,SNPL,10,0
PURISIMA,SAND,2016-02-15,PNO,SAND,15,0.333333333
NORTH,SAND,2016-02-15,SAN,SAND,315,0.05
NORTH,SNPL,2016-02-15,SAN,SNPL,23,0.05
NORTH,WEGU,2016-02-15,SAN,Gull,2,0.05
NORTH,SAND,2016-02-15,SHN,SAND,174,0.192307692
NORTH,SAND,2016-02-15,SHS,SAND,85,0
SOUTH,CAGU,2016-02-15,SNO,Gull,1,0.3
SOUTH,SAND,2016-02-15,SNO,SAND,198,0.3
SOUTH,SNPL,2016-02-15,SNO,SNPL,20,0.3
SOUTH,WEGU,2016-02-15,SNO,Gull,1,0.3
SOUTH,SAND,2016-02-15,SSO,SAND,161,0.333333333
SOUTH,SNPL,2016-02-15,SSO,SNPL,45,0.333333333
SOUTH,CAGU,2016-02-15,WAL,Gull,1,0.576923077
SOUTH,SAND,2016-02-15,WAL,SAND,87,0.576923077
SOUTH,SNPL,2016-02-15,WAL,SNPL,36,0.576923077
SOUTH,WEGU,2016-02-15,WAL,Gull,3,0.576923077
SOUTH,SAND,2015-02-16,SNO,SAND,82,0.866666667
SOUTH,SNPL,2015-02-16,SNO,SNPL,33,0.866666667
SOUTH,SAND,2015-02-16,SSO,SAND,860,1.111111111
SOUTH,SNPL,2015-02-16,SSO,SNPL,79,1.111111111
SOUTH,CAGU,2015-02-16,WAL,Gull,55,1
SOUTH,HERG,2015-02-16,WAL,NA,2,1
SOUTH,SAND,2015-02-16,WAL,SAND,405,1
SOUTH,SNPL,2015-02-16,WAL,SNPL,23,1
SOUTH,WEGU,2015-02-16,WAL,Gull,10,1
NORTH,SAND,2018-02-19,MIN,SAND,2,0.75
NORTH,SNPL,2018-02-19,MIN,SNPL,8,0.75
PURISIMA,SAND,2018-02-19,PNO,SAND,21,0.5
PURISIMA,SNPL,2018-02-19,PNO,SNPL,3,0.5
NORTH,SAND,2018-02-19,SAN,SAND,178,0.4
NORTH,SNPL,2018-02-19,SAN,SNPL,19,0.4
NORTH,SAND,2018-02-19,SHN,SAND,51,1.615384615
NORTH,SNPL,2018-02-19,SHN,SNPL,13,1.615384615
NORTH,SAND,2018-02-19,SHS,SAND,50,0.8
NORTH,SNPL,2018-02-19,SHS,SNPL,9,0.8
SOUTH,SAND,2018-02-19,SNO,SAND,161,0.933333333
SOUTH,SNPL,2018-02-19,SNO,SNPL,24,0.933333333
SOUTH,SAND,2018-02-19,SSO,SAND,153,0.583333333
SOUTH,SNPL,2018-02-19,SSO,SNPL,23,0.583333333
SOUTH,SAND,2018-02-19,WAL,SAND,72,1.038461538
SOUTH,SNPL,2018-02-19,WAL,SNPL,37,1.038461538
NORTH,SNPL,2017-02-20,SAN,SNPL,15,0.75
NORTH,WEGU,2017-02-20,SAN,Gull,1,0.75
SOUTH,SNPL,2017-02-20,SNO,SNPL,49,0.5
SOUTH,SAND,2017-02-20,SSO,SAND,161,0.611111111
SOUTH,SNPL,2017-02-20,SSO,SNPL,29,0.611111111
SOUTH,WEGU,2017-02-20,SSO,Gull,1,0.611111111
SOUTH,SNPL,2017-02-20,WAL,SNPL,5,0.681818182
SOUTH,SAND,2016-02-29,SNO,SAND,330,0.4
SOUTH,SNPL,2016-02-29,SNO,SNPL,21,0.4
SOUTH,GWGU,2016-02-29,SSO,NA,1,0.527777778
SOUTH,SAND,2016-02-29,SSO,SAND,490,0.527777778
SOUTH,SNPL,2016-02-29,SSO,SNPL,35,0.527777778
SOUTH,SAND,2016-02-29,WAL,SAND,725,0.538461538
SOUTH,SNPL,2016-02-29,WAL,SNPL,41,0.538461538
NORTH,SNPL,2014-03-10,MIN,SNPL,3,1.166666667
PURISIMA,SAND,2014-03-10,PNO,SAND,70,2.166666667
PURISIMA,SNPL,2014-03-10,PNO,SNPL,7,2.166666667
NORTH,SAND,2014-03-10,SAN,SAND,20,1.684210526
NORTH,SNPL,2014-03-10,SAN,SNPL,46,1.684210526
NORTH,SNPL,2014-03-10,SHN,SNPL,34,1.576923077
NORTH,SNPL,2014-03-10,SHS,SNPL,4,1.2
SOUTH,SAND,2014-03-10,SNO,SAND,1,1.333333333
SOUTH,SNPL,2014-03-10,SNO,SNPL,107,1.333333333
SOUTH,CAGU,2014-03-10,SSO,Gull,2,2.25
SOUTH,SNPL,2014-03-10,SSO,SNPL,36,2.25
SOUTH,WEGU,2014-03-10,SSO,Gull,2,2.25
SOUTH,gull,2014-03-10,WAL,Gull,3,2.038461538
SOUTH,SNPL,2014-03-10,WAL,SNPL,1,2.038461538
SOUTH,WEGU,2014-03-10,WAL,Gull,102,2.038461538
NORTH,SNPL,2013-03-11,SAN,SNPL,70,1.315789474
NORTH,CAGU,2013-03-11,SHN,Gull,1,1.423076923
NORTH,SAND,2013-03-11,SHN,SAND,501,1.423076923
NORTH,SNPL,2013-03-11,SHN,SNPL,28,1.423076923
NORTH,SNPL,2013-03-11,SHS,SNPL,2,1
SOUTH,SAND,2013-03-11,SNO,SAND,933,0.966666667
SOUTH,SNPL,2013-03-11,SNO,SNPL,54,0.966666667
SOUTH,SAND,2013-03-11,SSO,SAND,1038,1.083333333
SOUTH,SNPL,2013-03-11,SSO,SNPL,37,1.083333333
SOUTH,SAND,2013-03-11,WAL,SAND,377,1.038461538
SOUTH,SNPL,2013-03-11,WAL,SNPL,18,1.038461538
NORTH,SNPL,2012-03-12,MIN,SNPL,14,1.5
PURISIMA,gull,2012-03-12,PNO,Gull,1,0
NORTH,CAGU,2012-03-12,SAN,Gull,1,1.275
NORTH,SAND,2012-03-12,SAN,SAND,66,1.275
NORTH,SNPL,2012-03-12,SAN,SNPL,25,1.275
NORTH,SNPL,2012-03-12,SHN,SNPL,9,1.923076923
NORTH,SAND,2012-03-12,SHS,SAND,1065,1.7
SOUTH,SAND,2012-03-12,SNO,SAND,826,1.866666667
SOUTH,SNPL,2012-03-12,SNO,SNPL,141,1.866666667
SOUTH,WEGU,2012-03-12,SNO,Gull,1,1.866666667
SOUTH,SAND,2012-03-12,SSO,SAND,2316,1.735294118
SOUTH,SNPL,2012-03-12,SSO,SNPL,35,1.735294118
SOUTH,SAND,2012-03-12,WAL,SAND,7,1.461538462
SOUTH,SNPL,2012-03-12,WAL,SNPL,11,1.461538462
NORTH,SNPL,2018-03-12,MIN,SNPL,2,1
PURISIMA,SNPL,2018-03-12,PNO,SNPL,2,0.833333333
NORTH,SAND,2018-03-12,SAN,SAND,82,0.75
NORTH,SNPL,2018-03-12,SAN,SNPL,61,0.75
NORTH,SAND,2018-03-12,SHN,SAND,41,1.038461538
NORTH,SNPL,2018-03-12,SHN,SNPL,32,1.038461538
NORTH,SAND,2018-03-12,SHS,SAND,75,0.7
NORTH,SNPL,2018-03-12,SHS,SNPL,8,0.7
NORTH,SAND,2017-03-13,MIN,SAND,51,0.916666667
NORTH,SNPL,2017-03-13,MIN,SNPL,11,0.916666667
NORTH,SAND,2017-03-13,SAN,SAND,35,0.525
NORTH,SNPL,2017-03-13,SAN,SNPL,33,0.525
NORTH,SAND,2017-03-13,SHN,SAND,206,0.576923077
NORTH,SAND,2017-03-13,SHS,SAND,230,0.2
NORTH,SNPL,2017-03-13,SHS,SNPL,4,0.2
SOUTH,SAND,2016-03-14,SNO,SAND,15,0.166666667
SOUTH,SNPL,2016-03-14,SNO,SNPL,11,0.166666667
SOUTH,CAGU,2016-03-14,SSO,Gull,1,0.527777778
SOUTH,SAND,2016-03-14,SSO,SAND,2803,0.527777778
SOUTH,SNPL,2016-03-14,SSO,SNPL,45,0.527777778
SOUTH,CAGU,2016-03-14,WAL,Gull,40,0.769230769
SOUTH,SAND,2016-03-14,WAL,SAND,362,0.769230769
SOUTH,SNPL,2016-03-14,WAL,SNPL,38,0.769230769
SOUTH,WEGU,2016-03-14,WAL,Gull,10,0.769230769
PURISIMA,SAND,2015-03-16,PNO,SAND,28,1
PURISIMA,SNPL,2015-03-16,PNO,SNPL,8,1
NORTH,SAND,2015-03-16,SAN,SAND,215,0.8
NORTH,SNPL,2015-03-16,SAN,SNPL,58,0.8
NORTH,SAND,2015-03-16,SHN,SAND,790,1.230769231
NORTH,SNPL,2015-03-16,SHN,SNPL,2,1.230769231
NORTH,SAND,2015-03-16,SHS,SAND,80,0.9
NORTH,SNPL,2015-03-16,SHS,SNPL,6,0.9
SOUTH,CAGU,2015-03-16,SNO,Gull,1,1.533333333
SOUTH,RBGU,2015-03-16,SNO,NA,1,1.533333333
SOUTH,SAND,2015-03-16,SNO,SAND,1452,1.533333333
SOUTH,SNPL,2015-03-16,SNO,SNPL,46,1.533333333
SOUTH,SAND,2015-03-16,SSO,SAND,530,1.944444444
SOUTH,SNPL,2015-03-16,SSO,SNPL,83,1.944444444
SOUTH,CAGU,2015-03-16,WAL,Gull,20,1.692307692
SOUTH,SNPL,2015-03-16,WAL,SNPL,30,1.692307692
SOUTH,WEGU,2015-03-16,WAL,Gull,20,1.692307692
NORTH,SNPL,2014-03-17,MIN,SNPL,1,0.916666667
PURISIMA,SNPL,2014-03-17,PNO,SNPL,12,2
NORTH,SNPL,2014-03-17,SAN,SNPL,32,1.2
NORTH,SNPL,2014-03-17,SHN,SNPL,16,1.384615385
NORTH,SNPL,2014-03-17,SHS,SNPL,7,1.1
SOUTH,CAGU,2014-03-17,SNO,Gull,19,1.066666667
SOUTH,SAND,2014-03-17,SNO,SAND,126,1.066666667
SOUTH,SNPL,2014-03-17,SNO,SNPL,89,1.066666667
SOUTH,WEGU,2014-03-17,SNO,Gull,17,1.066666667
SOUTH,CAGU,2014-03-17,SSO,Gull,6,1.027777778
SOUTH,gull,2014-03-17,SSO,Gull,3,1.027777778
SOUTH,HERG,2014-03-17,SSO,NA,1,1.027777778
SOUTH,SAND,2014-03-17,SSO,SAND,150,1.027777778
SOUTH,SNPL,2014-03-17,SSO,SNPL,47,1.027777778
SOUTH,WEGU,2014-03-17,SSO,Gull,2,1.027777778
SOUTH,BOGU,2014-03-17,WAL,NA,1,0.884615385
SOUTH,CAGU,2014-03-17,WAL,Gull,300,0.884615385
SOUTH,gull,2014-03-17,WAL,Gull,5,0.884615385
SOUTH,GWGU,2014-03-17,WAL,NA,2,0.884615385
SOUTH,HERG,2014-03-17,WAL,NA,1,0.884615385
SOUTH,SAND,2014-03-17,WAL,SAND,316,0.884615385
SOUTH,SNPL,2014-03-17,WAL,SNPL,6,0.884615385
SOUTH,WEGU,2014-03-17,WAL,Gull,50,0.884615385
NORTH,CAGU,2013-03-18,MIN,Gull,1,1
NORTH,SNPL,2013-03-18,MIN,SNPL,2,1
NORTH,SAND,2013-03-18,SAN,SAND,1000,0.857142857
NORTH,SNPL,2013-03-18,SAN,SNPL,7,0.857142857
NORTH,SAND,2013-03-18,SHN,SAND,25,0.884615385
NORTH,SNPL,2013-03-18,SHN,SNPL,34,0.884615385
NORTH,SNPL,2013-03-18,SHS,SNPL,2,0.5
NORTH,WEGU,2013-03-18,SHS,Gull,2,0.5
SOUTH,SAND,2013-03-18,SNO,SAND,1470,1.1
SOUTH,SNPL,2013-03-18,SNO,SNPL,62,1.1
SOUTH,WEGU,2013-03-18,SNO,Gull,1,1.1
SOUTH,SAND,2013-03-18,SSO,SAND,2400,1.111111111
SOUTH,SNPL,2013-03-18,SSO,SNPL,37,1.111111111
SOUTH,CAGU,2013-03-18,WAL,Gull,140,0.846153846
SOUTH,SAND,2013-03-18,WAL,SAND,130,0.846153846
SOUTH,SNPL,2013-03-18,WAL,SNPL,29,0.846153846
SOUTH,WEGU,2013-03-18,WAL,Gull,14,0.846153846
NORTH,gull,2012-03-19,MIN,Gull,1,1.5
NORTH,SNPL,2012-03-19,MIN,SNPL,19,1.5
NORTH,SAND,2012-03-19,SAN,SAND,1500,1.05
NORTH,SNPL,2012-03-19,SAN,SNPL,67,1.05
NORTH,gull,2012-03-19,SHN,Gull,2,1.961538462
NORTH,SAND,2012-03-19,SHN,SAND,400,1.961538462
NORTH,SNPL,2012-03-19,SHN,SNPL,7,1.961538462
NORTH,gull,2012-03-19,SHS,Gull,1,1.65
NORTH,SAND,2012-03-19,SHS,SAND,150,1.65
NORTH,SNPL,2012-03-19,SHS,SNPL,8,1.65
SOUTH,SAND,2012-03-19,SNO,SAND,3000,1.722222222
SOUTH,SNPL,2012-03-19,SNO,SNPL,74,1.722222222
SOUTH,CAGU,2012-03-19,SSO,Gull,1,2.352941176
SOUTH,SNPL,2012-03-19,SSO,SNPL,41,2.352941176
SOUTH,SNPL,2012-03-19,WAL,SNPL,13,2.75
SOUTH,SAND,2018-03-19,SNO,SAND,482,1.3
SOUTH,SNPL,2018-03-19,SNO,SNPL,43,1.3
SOUTH,SAND,2018-03-19,SSO,SAND,120,1.25
SOUTH,SNPL,2018-03-19,SSO,SNPL,24,1.25
SOUTH,SAND,2018-03-19,WAL,SAND,19,0.846153846
SOUTH,SNPL,2018-03-19,WAL,SNPL,32,0.846153846
SOUTH,SAND,2017-03-20,WAL,SAND,5,1
SOUTH,SNPL,2017-03-20,WAL,SNPL,24,1
NORTH,SNPL,2016-03-21,MIN,SNPL,3,0.833333333
NORTH,WEGU,2016-03-21,MIN,Gull,2,0.833333333
PURISIMA,SNPL,2016-03-21,PNO,SNPL,1,0.5
NORTH,SAND,2016-03-21,SAN,SAND,1,0.5
NORTH,SNPL,2016-03-21,SAN,SNPL,30,0.5
NORTH,SAND,2016-03-21,SHS,SAND,20,0.45
NORTH,SNPL,2016-03-21,SHS,SNPL,8,0.45
NORTH,SNPL,2015-03-23,MIN,SNPL,2,1
PURISIMA,SAND,2015-03-23,PNO,SAND,370,0.333333333
PURISIMA,SNPL,2015-03-23,PNO,SNPL,9,0.333333333
NORTH,SAND,2015-03-23,SAN,SAND,320,0.35
NORTH,SNPL,2015-03-23,SAN,SNPL,68,0.35
NORTH,SAND,2015-03-23,SHN,SAND,17,0.807692308
NORTH,SNPL,2015-03-23,SHN,SNPL,8,0.807692308
NORTH,SNPL,2015-03-23,SHS,SNPL,5,0.5
SOUTH,SAND,2015-03-23,SNO,SAND,397,1.166666667
SOUTH,SNPL,2015-03-23,SNO,SNPL,54,1.166666667
SOUTH,SAND,2015-03-23,SSO,SAND,30,1.5
SOUTH,SNPL,2015-03-23,SSO,SNPL,66,1.5
SOUTH,CAGU,2015-03-23,WAL,Gull,10,0.923076923
SOUTH,gull,2015-03-23,WAL,Gull,15,0.923076923
SOUTH,HERG,2015-03-23,WAL,NA,5,0.923076923
SOUTH,RBGU,2015-03-23,WAL,NA,10,0.923076923
SOUTH,SAND,2015-03-23,WAL,SAND,250,0.923076923
SOUTH,SNPL,2015-03-23,WAL,SNPL,37,0.923076923
NORTH,SNPL,2014-03-24,MIN,SNPL,2,1.666666667
PURISIMA,SAND,2014-03-24,PNO,SAND,500,2.333333333
PURISIMA,SNPL,2014-03-24,PNO,SNPL,9,2.333333333
NORTH,CAGU,2014-03-24,SAN,Gull,1,1.625
NORTH,SAND,2014-03-24,SAN,SAND,59,1.625
NORTH,SNPL,2014-03-24,SAN,SNPL,42,1.625
NORTH,WEGU,2014-03-24,SAN,Gull,1,1.625
NORTH,SNPL,2014-03-24,SHN,SNPL,9,1.923076923
NORTH,SNPL,2014-03-24,SHS,SNPL,2,1.25
SOUTH,SAND,2014-03-24,SNO,SAND,1,1.166666667
SOUTH,SNPL,2014-03-24,SNO,SNPL,67,1.166666667
SOUTH,SNPL,2014-03-24,SSO,SNPL,17,1.416666667
SOUTH,CAGU,2014-03-24,WAL,Gull,35,1.692307692
SOUTH,RBGU,2014-03-24,WAL,NA,2,1.692307692
SOUTH,SAND,2014-03-24,WAL,SAND,6,1.692307692
SOUTH,SNPL,2014-03-24,WAL,SNPL,7,1.692307692
SOUTH,WEGU,2014-03-24,WAL,Gull,45,1.692307692
NORTH,SNPL,2013-03-25,MIN,SNPL,2,0.166666667
PURISIMA,SNPL,2013-03-25,PNO,SNPL,1,1.666666667
NORTH,SNPL,2013-03-25,SAN,SNPL,15,1
NORTH,SNPL,2013-03-25,SHN,SNPL,15,0.653846154
NORTH,SNPL,2013-03-25,SHS,SNPL,10,0.25
SOUTH,SNPL,2013-03-25,SNO,SNPL,50,1.666666667
SOUTH,SAND,2013-03-25,SSO,SAND,401,1.055555556
SOUTH,SNPL,2013-03-25,SSO,SNPL,31,1.055555556
SOUTH,CAGU,2013-03-25,WAL,Gull,2,1.384615385
SOUTH,SAND,2013-03-25,WAL,SAND,5,1.384615385
SOUTH,SNPL,2013-03-25,WAL,SNPL,16,1.384615385
NORTH,gull,2012-03-26,MIN,Gull,2,1.5
NORTH,SAND,2012-03-26,MIN,SAND,2500,1.5
NORTH,SNPL,2012-03-26,MIN,SNPL,18,1.5
PURISIMA,WEGU,2012-03-26,PNO,Gull,2,1.833333333
NORTH,SNPL,2012-03-26,SAN,SNPL,55,1.325
NORTH,SAND,2012-03-26,SHN,SAND,3110,1.730769231
NORTH,SNPL,2012-03-26,SHN,SNPL,15,1.730769231
NORTH,CAGU,2012-03-26,SHS,Gull,1,1.6
NORTH,SAND,2012-03-26,SHS,SAND,300,1.6
NORTH,SNPL,2012-03-26,SHS,SNPL,14,1.6
SOUTH,SAND,2012-03-26,SNO,SAND,1950,1.5
SOUTH,SNPL,2012-03-26,SNO,SNPL,81,1.5
SOUTH,WEGU,2012-03-26,SNO,Gull,1,1.5
SOUTH,SAND,2012-03-26,SSO,SAND,1,1.527777778
SOUTH,SNPL,2012-03-26,SSO,SNPL,44,1.527777778
SOUTH,WEGU,2012-03-26,SSO,Gull,7,1.527777778
SOUTH,SAND,2012-03-26,WAL,SAND,500,1.125
SOUTH,SNPL,2012-03-26,WAL,SNPL,28,1.125
NORTH,SAND,2018-03-26,MIN,SAND,4,0.75
NORTH,SNPL,2018-03-26,MIN,SNPL,2,0.75
NORTH,CAGU,2018-03-26,SAN,Gull,1,0.4
NORTH,SAND,2018-03-26,SAN,SAND,185,0.4
NORTH,SNPL,2018-03-26,SAN,SNPL,60,0.4
NORTH,SAND,2018-03-26,SHN,SAND,225,0.884615385
NORTH,SNPL,2018-03-26,SHN,SNPL,25,0.884615385
NORTH,SAND,2018-03-26,SHS,SAND,175,0.5
NORTH,SNPL,2018-03-26,SHS,SNPL,15,0.5
SOUTH,SNPL,2017-03-27,SNO,SNPL,32,0.333333333
SOUTH,SNPL,2017-03-27,SSO,SNPL,57,1.138888889
SOUTH,SAND,2016-03-28,SNO,SAND,270,0.566666667
SOUTH,SNPL,2016-03-28,SNO,SNPL,28,0.566666667
SOUTH,SAND,2016-03-28,SSO,SAND,155,0.916666667
SOUTH,SNPL,2016-03-28,SSO,SNPL,28,0.916666667
SOUTH,SAND,2016-03-28,WAL,SAND,40,0.461538462
SOUTH,SNPL,2016-03-28,WAL,SNPL,53,0.461538462
SOUTH,WEGU,2016-03-28,WAL,Gull,3,0.461538462
NORTH,SNPL,2014-03-03,MIN,SNPL,2,1.5
NORTH,WEGU,2014-03-03,MIN,Gull,2,1.5
PURISIMA,CAGU,2014-03-03,PNO,Gull,2,1
PURISIMA,SNPL,2014-03-03,PNO,SNPL,14,1
PURISIMA,WEGU,2014-03-03,PNO,Gull,1,1
NORTH,CAGU,2014-03-03,SAN,Gull,1,1.275
NORTH,SAND,2014-03-03,SAN,SAND,1,1.275
NORTH,SNPL,2014-03-03,SAN,SNPL,34,1.275
NORTH,WEGU,2014-03-03,SAN,Gull,4,1.275
NORTH,SAND,2014-03-03,SHN,SAND,123,3.230769231
NORTH,SNPL,2014-03-03,SHN,SNPL,8,3.230769231
NORTH,WEGU,2014-03-03,SHN,Gull,13,3.230769231
NORTH,SNPL,2014-03-03,SHS,SNPL,4,3.65
SOUTH,SAND,2014-03-03,SNO,SAND,60,1.8
SOUTH,SNPL,2014-03-03,SNO,SNPL,94,1.8
SOUTH,GWGU,2014-03-03,SSO,NA,1,2.027777778
SOUTH,SNPL,2014-03-03,SSO,SNPL,32,2.027777778
SOUTH,WEGU,2014-03-03,SSO,Gull,2,2.027777778
SOUTH,CAGU,2014-03-03,WAL,Gull,150,2
SOUTH,MEGU,2014-03-03,WAL,NA,11,2
SOUTH,SAND,2014-03-03,WAL,SAND,140,2
SOUTH,WEGU,2014-03-03,WAL,Gull,50,2
PURISIMA,CAGU,2015-03-30,PNO,Gull,2,1.166666667
PURISIMA,gull,2015-03-30,PNO,Gull,1,1.166666667
PURISIMA,SNPL,2015-03-30,PNO,SNPL,5,1.166666667
NORTH,CAGU,2015-03-30,SAN,Gull,1,0.7
NORTH,SAND,2015-03-30,SAN,SAND,1000,0.7
NORTH,SNPL,2015-03-30,SAN,SNPL,60,0.7
NORTH,WEGU,2015-03-30,SAN,Gull,2,0.7
NORTH,SNPL,2015-03-30,SHN,SNPL,4,0.615384615
NORTH,SAND,2015-03-30,SHS,SAND,45,0.65
NORTH,SNPL,2015-03-30,SHS,SNPL,3,0.65
SOUTH,SAND,2015-03-30,SNO,SAND,35,1.533333333
SOUTH,SNPL,2015-03-30,SNO,SNPL,33,1.533333333
SOUTH,SAND,2015-03-30,SSO,SAND,1,1.555555556
SOUTH,SNPL,2015-03-30,SSO,SNPL,43,1.555555556
SOUTH,CAGU,2015-03-30,WAL,Gull,30,1
SOUTH,SAND,2015-03-30,WAL,SAND,11,1
SOUTH,SNPL,2015-03-30,WAL,SNPL,43,1
SOUTH,WEGU,2015-03-30,WAL,Gull,2,1
NORTH,SNPL,2014-03-31,MIN,SNPL,3,1
PURISIMA,SNPL,2014-03-31,PNO,SNPL,15,1.666666667
NORTH,SNPL,2014-03-31,SAN,SNPL,39,1.475
NORTH,SNPL,2014-03-31,SHN,SNPL,7,0.961538462
NORTH,SAND,2014-03-31,SHS,SAND,90,0.8
NORTH,SNPL,2014-03-31,SHS,SNPL,6,0.8
SOUTH,SNPL,2014-03-31,SNO,SNPL,94,1.3
SOUTH,SNPL,2014-03-31,SSO,SNPL,27,0.694444444
SOUTH,BOGU,2014-03-31,WAL,NA,1,1.153846154
SOUTH,CAGU,2014-03-31,WAL,Gull,10,1.153846154
SOUTH,SNPL,2014-03-31,WAL,SNPL,5,1.153846154
SOUTH,WEGU,2014-03-31,WAL,Gull,25,1.153846154
SOUTH,CAGU,2018-03-05,SNO,Gull,4,0.142857143
SOUTH,SAND,2018-03-05,SNO,SAND,75,0.142857143
SOUTH,SNPL,2018-03-05,SNO,SNPL,47,0.142857143
SOUTH,SAND,2018-03-05,SSO,SAND,205,0.222222222
SOUTH,SNPL,2018-03-05,SSO,SNPL,33,0.222222222
SOUTH,SAND,2018-03-05,WAL,SAND,125,0
SOUTH,SNPL,2018-03-05,WAL,SNPL,54,0
SOUTH,SAND,2017-03-06,SNO,SAND,250,0.8
SOUTH,SNPL,2017-03-06,SNO,SNPL,36,0.8
SOUTH,SAND,2017-03-06,SSO,SAND,1391,0.617647059
SOUTH,SNPL,2017-03-06,SSO,SNPL,63,0.617647059
SOUTH,SNPL,2017-03-06,WAL,SNPL,14,0.807692308
NORTH,SNPL,2016-03-07,MIN,SNPL,3,0.583333333
PURISIMA,SNPL,2016-03-07,PNO,SNPL,5,0.5
NORTH,SAND,2016-03-07,SHN,SAND,520,0.653846154
NORTH,SAND,2016-03-07,SHS,SAND,322,0.7
NORTH,SNPL,2016-03-07,SHS,SNPL,1,0.7
NORTH,SAND,2015-03-09,MIN,SAND,200,1
PURISIMA,SAND,2015-03-09,PNO,SAND,200,1
PURISIMA,SNPL,2015-03-09,PNO,SNPL,59,1
NORTH,SNPL,2015-03-09,SAN,SNPL,47,0.775
NORTH,SAND,2015-03-09,SHN,SAND,1576,0.961538462
NORTH,SNPL,2015-03-09,SHN,SNPL,2,0.961538462
NORTH,SAND,2015-03-09,SHS,SAND,410,0.8
NORTH,SNPL,2015-03-09,SHS,SNPL,5,0.8
SOUTH,SAND,2015-03-09,SNO,SAND,454,1.466666667
SOUTH,SNPL,2015-03-09,SNO,SNPL,38,1.466666667
SOUTH,SAND,2015-03-09,SSO,SAND,504,1.083333333
SOUTH,SNPL,2015-03-09,SSO,SNPL,67,1.083333333
SOUTH,CAGU,2015-03-09,WAL,Gull,40,1.769230769
SOUTH,SAND,2015-03-09,WAL,SAND,505,1.769230769
SOUTH,SNPL,2015-03-09,WAL,SNPL,51,1.769230769
SOUTH,WEGU,2015-03-09,WAL,Gull,40,1.769230769
NORTH,SNPL,2013-04-01,MIN,SNPL,2,1.833333333
PURISIMA,SAND,2013-04-01,PNO,SAND,2,1.666666667
NORTH,SAND,2013-04-01,SAN,SAND,1,1
NORTH,SNPL,2013-04-01,SAN,SNPL,54,1
NORTH,SNPL,2013-04-01,SHN,SNPL,24,2.115384615
NORTH,SNPL,2013-04-01,SHS,SNPL,9,1.45
SOUTH,SAND,2013-04-01,SNO,SAND,2007,1.266666667
SOUTH,SNPL,2013-04-01,SNO,SNPL,61,1.266666667
SOUTH,SNPL,2013-04-01,SSO,SNPL,32,1
SOUTH,CAGU,2013-04-01,WAL,Gull,90,1.115384615
SOUTH,gull,2013-04-01,WAL,Gull,100,1.115384615
SOUTH,HERG,2013-04-01,WAL,NA,1,1.115384615
SOUTH,SAND,2013-04-01,WAL,SAND,450,1.115384615
SOUTH,SNPL,2013-04-01,WAL,SNPL,18,1.115384615
NORTH,WEGU,2017-04-10,MIN,Gull,200,1.166666667
PURISIMA,SNPL,2017-04-10,PNO,SNPL,3,0
NORTH,SAND,2017-04-10,SAN,SAND,30,0.15
NORTH,SNPL,2017-04-10,SAN,SNPL,67,0.15
NORTH,SAND,2017-04-10,SHN,SAND,3,1.307692308
NORTH,SNPL,2017-04-10,SHN,SNPL,8,1.307692308
NORTH,SNPL,2017-04-10,SHS,SNPL,20,0.9
SOUTH,SAND,2016-04-11,SNO,SAND,359,0.9
SOUTH,SNPL,2016-04-11,SNO,SNPL,47,0.9
SOUTH,WEGU,2016-04-11,SNO,Gull,1,0.9
SOUTH,SAND,2016-04-11,SSO,SAND,50,0.444444444
SOUTH,SNPL,2016-04-11,SSO,SNPL,36,0.444444444
SOUTH,SAND,2016-04-11,WAL,SAND,45,0.653846154
SOUTH,SNPL,2016-04-11,WAL,SNPL,44,0.653846154
NORTH,SNPL,2015-04-13,MIN,SNPL,1,0.5
PURISIMA,SAND,2015-04-13,PNO,SAND,210,1.166666667
PURISIMA,SNPL,2015-04-13,PNO,SNPL,13,1.166666667
