survey_week,beach,species_type,total
2015-03-23,SOUTH,Shorebird,901
2015-03-23,SOUTH,Tern,1
2015-03-30,NORTH,Gull,3
2015-03-30,NORTH,Raptor,1
2015-03-30,NORTH,Shorebird,1154
2015-03-30,PURISIMA,Gull,3
2015-03-30,PURISIMA,Raptor,3
2015-03-30,PURISIMA,Shorebird,6
2015-03-30,SOUTH,Gull,32
2015-03-30,SOUTH,Raptor,1
2015-03-30,SOUTH,Shorebird,213
2015-04-06,NORTH,Shorebird,244
2015-04-06,PURISIMA,Raptor,1
2015-04-06,PURISIMA,Shorebird,14
2015-04-06,SOUTH,Shorebird,253
2015-04-13,NORTH,Gull,3
2015-04-13,NORTH,Shorebird,1771
2015-04-13,PURISIMA,Shorebird,250
2015-04-13,SOUTH,Shorebird,350
2015-04-20,NORTH,Shorebird,1737
2015-04-20,PURISIMA,Gull,1
2015-04-20,PURISIMA,Shorebird,525
2015-04-20,SOUTH,Shorebird,467
2015-04-27,NORTH,Gull,48
2015-04-27,NORTH,Raptor,1
2015-04-27,NORTH,Shorebird,1535
2015-04-27,PURISIMA,Gull,49
2015-04-27,PURISIMA,Shorebird,58
2015-04-27,SOUTH,Gull,17
2015-04-27,SOUTH,Raptor,3
2015-04-27,SOUTH,Shorebird,1692
2015-05-04,NORTH,Gull,56
2015-05-04,NORTH,Shorebird,708
2015-05-04,PURISIMA,Gull,3
2015-05-04,PURISIMA,Raptor,4
2015-05-04,PURISIMA,Shorebird,9
2015-05-11,NORTH,Gull,5
2015-05-11,NORTH,Shorebird,1930
2015-05-11,PURISIMA,Gull,5
2015-05-11,PURISIMA,Shorebird,175
2015-05-11,SOUTH,Gull,102
2015-05-11,SOUTH,Raptor,1
2015-05-11,SOUTH,Shorebird,1446
2015-05-11,SOUTH,Tern,5
2015-05-18,NORTH,Gull,7
2015-05-18,NORTH,Shorebird,169
2015-05-18,PURISIMA,Shorebird,14
2015-05-18,SOUTH,Shorebird,1071
2015-05-25,NORTH,Gull,104
2015-05-25,NORTH,Shorebird,115
2015-05-25,PURISIMA,Gull,5
2015-05-25,PURISIMA,Raptor,1
2015-05-25,PURISIMA,Shorebird,11
2015-05-25,SOUTH,Gull,245
2015-05-25,SOUTH,Shorebird,310
2015-06-01,NORTH,Gull,221
2015-06-01,NORTH,Raptor,1
2015-06-01,NORTH,Shorebird,137
2015-06-01,PURISIMA,Gull,5
2015-06-01,PURISIMA,Shorebird,18
2015-06-01,SOUTH,Gull,151
2015-06-01,SOUTH,Shorebird,215
2015-06-01,SOUTH,Tern,1
2015-06-08,NORTH,Gull,86
2015-06-08,NORTH,Shorebird,83
2015-06-08,PURISIMA,Gull,10
2015-06-08,PURISIMA,Shorebird,10
2015-06-08,SOUTH,Gull,86
2015-06-08,SOUTH,Raptor,1
2015-06-08,SOUTH,Shorebird,264
2015-06-08,SOUTH,Tern,7
2015-06-22,NORTH,Gull,1096
2015-06-22,NORTH,Raptor,2
2015-06-22,NORTH,Shorebird,63
2015-06-22,PURISIMA,Gull,27
2015-06-22,PURISIMA,Raptor,1
2015-06-22,PURISIMA,Shorebird,11
2015-06-29,SOUTH,Gull,61
2015-06-29,SOUTH,Shorebird,222
2015-06-29,SOUTH,Tern,5
2015-07-06,NORTH,Gull,2
2015-07-06,NORTH,Raptor,2
2015-07-06,NORTH,Shorebird,75
2015-07-06,PURISIMA,Gull,1
2015-07-06,PURISIMA,Shorebird,12
2015-07-13,SOUTH,Gull,146
2015-07-13,SOUTH,Shorebird,419
2015-07-13,SOUTH,Tern,13
2015-07-20,NORTH,Gull,35
2015-07-20,NORTH,Shorebird,471
2015-07-20,PURISIMA,Gull,4
2015-07-20,PURISIMA,Shorebird,168
2015-07-27,SOUTH,Gull,294
2015-07-27,SOUTH,Shorebird,294
2015-07-27,SOUTH,Tern,4
2015-08-03,NORTH,Gull,8
2015-08-03,NORTH,Shorebird,139
2015-08-03,PURISIMA,Shorebird,205
2015-08-10,SOUTH,Gull,311
2015-08-10,SOUTH,Raptor,1
2015-08-10,SOUTH,Shorebird,499
2015-08-10,SOUTH,Tern,260
2015-08-17,NORTH,Gull,602
2015-08-17,NORTH,Raptor,1
2015-08-17,NORTH,Shorebird,367
2015-08-17,NORTH,Tern,134
2015-08-17,PURISIMA,Shorebird,463
2015-08-24,SOUTH,Gull,113
2015-08-24,SOUTH,Shorebird,337
2015-08-24,SOUTH,Tern,1430
2015-08-31,NORTH,Gull,552
2015-08-31,NORTH,Raptor,1
2015-08-31,NORTH,Shorebird,806
2015-08-31,NORTH,Tern,158
2015-08-31,PURISIMA,Shorebird,141
2015-09-07,SOUTH,Gull,66
2015-09-07,SOUTH,Shorebird,1074
2015-09-07,SOUTH,Tern,15
2015-09-14,NORTH,Gull,146
2015-09-14,NORTH,Raptor,1
2015-09-14,NORTH,Shorebird,809
2015-09-14,NORTH,Tern,8
2015-09-14,PURISIMA,Shorebird,77
2015-09-21,SOUTH,Gull,2
2015-09-21,SOUTH,Shorebird,649
2015-10-19,NORTH,Gull,229
2015-10-19,NORTH,Shorebird,1702
2015-10-19,NORTH,Tern,59
2015-10-19,PURISIMA,Gull,4
2015-10-19,PURISIMA,Shorebird,136
2015-10-19,SOUTH,Shorebird,869
2015-11-16,NORTH,Gull,70
2015-11-16,NORTH,Raptor,4
2015-11-16,NORTH,Shorebird,613
2015-11-16,NORTH,Tern,4
2015-11-16,PURISIMA,Shorebird,72
2015-11-16,SOUTH,Gull,2
2015-11-16,SOUTH,Raptor,1
2015-11-16,SOUTH,Shorebird,305
2015-12-14,NORTH,Gull,21
2015-12-14,NORTH,Shorebird,234
2015-12-14,PURISIMA,Shorebird,17
2015-12-14,SOUTH,Gull,81
2015-12-14,SOUTH,Raptor,1
2015-12-14,SOUTH,Shorebird,275
2015-12-14,SOUTH,Tern,15
2016-01-18,NORTH,Gull,6
2016-01-18,NORTH,Raptor,1
2016-01-18,NORTH,Shorebird,377
2016-01-18,PURISIMA,Shorebird,71
2016-01-18,SOUTH,Gull,2
2016-01-18,SOUTH,Raptor,2
2016-01-18,SOUTH,Shorebird,701
2016-02-15,NORTH,Gull,2
2016-02-15,NORTH,Shorebird,718
2016-02-15,PURISIMA,Shorebird,15
2016-02-15,SOUTH,Gull,6
2016-02-15,SOUTH,Raptor,2
2016-02-15,SOUTH,Shorebird,566
2016-02-29,SOUTH,Gull,1
2016-02-29,SOUTH,Raptor,1
2016-02-29,SOUTH,Shorebird,1654
2016-03-07,NORTH,Raptor,2
2016-03-07,NORTH,Shorebird,905
2016-03-07,PURISIMA,Shorebird,5
2016-03-14,SOUTH,Gull,51
2016-03-14,SOUTH,Raptor,1
2016-03-14,SOUTH,Shorebird,3402
2016-03-21,NORTH,Gull,2
2016-03-21,NORTH,Shorebird,74
2016-03-21,PURISIMA,Shorebird,6
2016-03-28,SOUTH,Gull,3
2016-03-28,SOUTH,Shorebird,592
2016-04-04,NORTH,Shorebird,87
2016-04-04,PURISIMA,Shorebird,52
2016-04-11,SOUTH,Gull,1
2016-04-11,SOUTH,Raptor,4
2016-04-11,SOUTH,Shorebird,705
2016-04-18,NORTH,Gull,1
2016-04-18,NORTH,Shorebird,839
2016-04-18,PURISIMA,Raptor,3
2016-04-18,PURISIMA,Shorebird,32
2016-04-25,SOUTH,Gull,45
2016-04-25,SOUTH,Shorebird,769
2016-04-25,SOUTH,Tern,4
2016-05-02,NORTH,Gull,1
2016-05-02,NORTH,Shorebird,1142
2016-05-02,PURISIMA,Shorebird,21
2016-05-09,NORTH,Raptor,2
2016-05-09,NORTH,Shorebird,248
2016-05-09,PURISIMA,Shorebird,6
2016-05-09,SOUTH,Shorebird,1208
2016-05-16,NORTH,Shorebird,258
2016-05-16,PURISIMA,Gull,3
2016-05-16,PURISIMA,Shorebird,25
2016-05-16,SOUTH,Gull,2
2016-05-16,SOUTH,Raptor,1
2016-05-16,SOUTH,Shorebird,433
2016-05-30,NORTH,Shorebird,81
2016-05-30,PURISIMA,Shorebird,9
2016-05-30,SOUTH,Gull,1
2016-05-30,SOUTH,Shorebird,167
2016-06-20,NORTH,Gull,1
2016-06-20,NORTH,Shorebird,107
2016-06-20,PURISIMA,Gull,2
2016-06-20,PURISIMA,Shorebird,11
2016-06-27,SOUTH,Gull,327
2016-06-27,SOUTH,Shorebird,366
2016-07-04,NORTH,Gull,2
2016-07-04,NORTH,Raptor,1
2016-07-04,NORTH,Shorebird,124
2016-07-04,PURISIMA,Shorebird,20
2016-07-11,SOUTH,Gull,173
2016-07-11,SOUTH,Shorebird,455
2016-07-18,NORTH,Gull,2
2016-07-18,NORTH,Shorebird,88
2016-07-18,PURISIMA,Gull,1
2016-07-18,PURISIMA,Shorebird,28
2016-08-01,NORTH,Gull,1
2016-08-01,NORTH,Raptor,1
2016-08-01,NORTH,Shorebird,165
2016-08-01,PURISIMA,Shorebird,529
2016-08-01,SOUTH,Gull,653
2016-08-01,SOUTH,Shorebird,1172
2016-08-01,SOUTH,Tern,40
2016-08-08,SOUTH,Gull,593
2016-08-08,SOUTH,Shorebird,436
2016-08-08,SOUTH,Tern,87
2016-08-15,NORTH,Gull,468
2016-08-15,NORTH,Shorebird,363
2016-08-15,NORTH,Tern,390
2016-08-15,PURISIMA,Raptor,1
2016-08-15,PURISIMA,Shorebird,34
2016-08-22,SOUTH,Gull,299
2016-08-22,SOUTH,Shorebird,1902
2016-08-22,SOUTH,Tern,224
2016-08-29,NORTH,Gull,94
2016-08-29,NORTH,Raptor,2
2016-08-29,NORTH,Shorebird,575
2016-08-29,PURISIMA,Gull,13
2016-08-29,PURISIMA,Raptor,1
2016-08-29,PURISIMA,Shorebird,42
2016-09-05,SOUTH,Gull,22
2016-09-05,SOUTH,Raptor,1
2016-09-05,SOUTH,Shorebird,1177
2016-09-05,SOUTH,Tern,1
2016-09-12,NORTH,Gull,4
2016-09-12,NORTH,Raptor,1
2016-09-12,NORTH,Shorebird,86
2016-09-12,PURISIMA,Gull,1
2016-09-12,PURISIMA,Raptor,1
2016-09-12,PURISIMA,Shorebird,166
2016-10-17,NORTH,Gull,14
2016-10-17,NORTH,Raptor,1
2016-10-17,NORTH,Shorebird,1197
2016-10-17,PURISIMA,Shorebird,90
2016-10-17,SOUTH,Gull,6
2016-10-17,SOUTH,Raptor,1
2016-10-17,SOUTH,Shorebird,575
2016-11-28,NORTH,Gull,9
2016-11-28,NORTH,Shorebird,333
2016-11-28,PURISIMA,Shorebird,15
2016-11-28,SOUTH,Shorebird,452
2016-12-26,NORTH,Gull,9
2016-12-26,NORTH,Shorebird,393
2016-12-26,PURISIMA,Raptor,1
2016-12-26,PURISIMA,Shorebird,11
2016-12-26,SOUTH,Gull,4
2016-12-26,SOUTH,Shorebird,571
2017-01-23,NORTH,Shorebird,390
2017-01-23,PURISIMA,Shorebird,15
2017-01-23,SOUTH,Gull,115
2017-01-23,SOUTH,Raptor,1
2017-01-23,SOUTH,Shorebird,303
2017-01-23,SOUTH,Tern,3
2017-02-20,NORTH,Gull,1
2017-02-20,NORTH,Shorebird,15
2017-02-20,PURISIMA,Raptor,4
2017-02-20,SOUTH,Gull,1
2017-02-20,SOUTH,Raptor,2
2017-02-20,SOUTH,Shorebird,244
2017-03-06,SOUTH,Shorebird,1759
2017-03-13,NORTH,Raptor,1
2017-03-13,NORTH,Shorebird,570
2017-03-13,PURISIMA,Shorebird,5
2017-03-20,SOUTH,Shorebird,30
2017-03-27,SOUTH,Raptor,3
2017-03-27,SOUTH,Shorebird,94
2017-04-03,SOUTH,Shorebird,275
2017-04-10,NORTH,Gull,200
2017-04-10,NORTH,Shorebird,221
2017-04-10,PURISIMA,Raptor,2
2017-04-10,PURISIMA,Shorebird,8
2017-04-17,SOUTH,Gull,10
2017-04-17,SOUTH,Shorebird,503
2017-04-17,SOUTH,Tern,29
2017-05-01,SOUTH,Gull,215
2017-05-01,SOUTH,Shorebird,2085
2017-05-08,NORTH,Gull,37
2017-05-08,NORTH,Shorebird,131
2017-05-08,PURISIMA,Shorebird,8
2017-05-08,SOUTH,Gull,150
2017-05-08,SOUTH,Shorebird,3861
2017-05-08,SOUTH,Tern,4
2017-05-22,NORTH,Gull,330
2017-05-22,NORTH,Raptor,1
2017-05-22,NORTH,Shorebird,71
2017-05-22,PURISIMA,Shorebird,10
2017-05-22,SOUTH,Gull,201
2017-05-22,SOUTH,Shorebird,357
2017-06-05,NORTH,Gull,101
2017-06-05,NORTH,Shorebird,70
2017-06-05,PURISIMA,Shorebird,11
2017-06-05,SOUTH,Gull,147
2017-06-05,SOUTH,Shorebird,200
2017-06-05,SOUTH,Tern,1
2017-06-19,NORTH,Gull,65
2017-06-19,NORTH,Shorebird,57
2017-06-19,PURISIMA,Gull,1
2017-06-19,PURISIMA,Shorebird,11
2017-06-19,SOUTH,Gull,139
2017-06-19,SOUTH,Shorebird,318
2017-06-26,SOUTH,Gull,7
2017-06-26,SOUTH,Shorebird,79
2017-07-03,NORTH,Gull,3
2017-07-03,NORTH,Shorebird,67
2017-07-03,PURISIMA,Shorebird,7
2017-07-10,SOUTH,Gull,61
2017-07-10,SOUTH,Shorebird,273
2017-07-10,SOUTH,Tern,3
2017-07-17,NORTH,Gull,3
2017-07-17,NORTH,Shorebird,122
2017-07-17,PURISIMA,Shorebird,2
2017-07-24,SOUTH,Gull,78
2017-07-24,SOUTH,Raptor,1
2017-07-24,SOUTH,Shorebird,854
2017-07-24,SOUTH,Tern,43
2017-07-31,NORTH,Gull,2
2017-07-31,NORTH,Shorebird,118
2017-07-31,PURISIMA,Shorebird,15
2017-08-07,SOUTH,Gull,184
2017-08-07,SOUTH,Shorebird,706
2017-08-07,SOUTH,Tern,14
2017-08-14,NORTH,Gull,96
2017-08-14,NORTH,Shorebird,266
2017-08-14,NORTH,Tern,2
2017-08-14,PURISIMA,Shorebird,37
2017-08-21,SOUTH,Gull,178
2017-08-21,SOUTH,Raptor,2
2017-08-21,SOUTH,Shorebird,2406
2017-08-21,SOUTH,Tern,25
2017-08-28,NORTH,Gull,307
2017-08-28,NORTH,Raptor,2
2017-08-28,NORTH,Shorebird,627
2017-08-28,PURISIMA,Gull,17
2017-08-28,PURISIMA,Shorebird,432
2017-09-04,SOUTH,Gull,71
2017-09-04,SOUTH,Raptor,1
2017-09-04,SOUTH,Shorebird,591
2017-09-04,SOUTH,Tern,19
2017-09-11,NORTH,Gull,374
2017-09-11,NORTH,Shorebird,152
2017-09-11,PURISIMA,Raptor,1
2017-09-11,PURISIMA,Shorebird,10
2017-09-18,SOUTH,Gull,56
2017-09-18,SOUTH,Raptor,4
2017-09-18,SOUTH,Shorebird,721
2017-09-18,SOUTH,Tern,13
2017-09-25,NORTH,Gull,29
2017-09-25,NORTH,Shorebird,754
2017-09-25,PURISIMA,Shorebird,101
2017-10-09,NORTH,Gull,24
2017-10-09,NORTH,Raptor,2
2017-10-09,NORTH,Shorebird,933
2017-10-09,PURISIMA,Shorebird,10
2017-10-09,SOUTH,Gull,10
2017-10-09,SOUTH,Raptor,1
2017-10-09,SOUTH,Shorebird,541
2017-11-13,NORTH,Gull,84
2017-11-13,NORTH,Raptor,1
2017-11-13,NORTH,Shorebird,642
2017-11-13,NORTH,Tern,1
2017-11-13,PURISIMA,Gull,2
2017-11-13,PURISIMA,Raptor,1
2017-11-13,PURISIMA,Shorebird,10
2017-11-13,SOUTH,Gull,45
2017-11-13,SOUTH,Raptor,1
2017-11-13,SOUTH,Shorebird,445
2017-12-18,NORTH,Gull,12
2017-12-18,NORTH,Shorebird,386
2017-12-18,PURISIMA,Raptor,1
2017-12-18,PURISIMA,Shorebird,25
2017-12-18,SOUTH,Gull,90
2017-12-18,SOUTH,Raptor,1
2017-12-18,SOUTH,Shorebird,286
2018-01-22,NORTH,Gull,3
2018-01-22,NORTH,Shorebird,386
2018-01-22,PURISIMA,Raptor,1
2018-01-22,SOUTH,Gull,22
2018-01-22,SOUTH,Shorebird,430
2018-02-19,NORTH,Raptor,2
2018-02-19,NORTH,Shorebird,371
2018-02-19,PURISIMA,Shorebird,25
2018-02-19,SOUTH,Raptor,2
2018-02-19,SOUTH,Shorebird,485
2018-03-05,SOUTH,Gull,4
2018-03-05,SOUTH,Shorebird,554
2018-03-12,NORTH,Shorebird,318
2018-03-12,PURISIMA,Shorebird,5
2018-03-19,SOUTH,Raptor,1
2018-03-19,SOUTH,Shorebird,735
2018-03-26,NORTH,Gull,1
2018-03-26,NORTH,Shorebird,740
2018-03-26,PURISIMA,Shorebird,3
2018-04-02,SOUTH,Gull,1
2018-04-02,SOUTH,Shorebird,987
2018-04-16,SOUTH,Gull,3
2018-04-16,SOUTH,Shorebird,1863
2018-04-23,NORTH,Gull,5
2018-04-23,NORTH,Shorebird,282
2018-04-23,PURISIMA,Shorebird,16
2018-04-30,SOUTH,Gull,1
2018-04-30,SOUTH,Raptor,1
2018-04-30,SOUTH,Shorebird,1915
2018-05-07,NORTH,Gull,113
2018-05-07,NORTH,Shorebird,953
2018-05-07,PURISIMA,Shorebird,18
2018-05-07,SOUTH,Gull,3
2018-05-07,SOUTH,Shorebird,1054
2018-05-21,NORTH,Gull,3
2018-05-21,NORTH,Raptor,1
2018-05-21,NORTH,Shorebird,66
2018-05-21,PURISIMA,Shorebird,8
2018-05-21,SOUTH,Gull,100
2018-05-21,SOUTH,Shorebird,227
2018-06-04,NORTH,Gull,111
2018-06-04,NORTH,Shorebird,95
2018-06-04,PURISIMA,Gull,1
2018-06-04,PURISIMA,Shorebird,7
2018-06-04,SOUTH,Gull,92
2018-06-04,SOUTH,Shorebird,193
2018-06-04,SOUTH,Tern,2
2018-06-18,NORTH,Gull,58
2018-06-18,NORTH,Raptor,2
2018-06-18,NORTH,Shorebird,90
2018-06-18,PURISIMA,Gull,9
2018-06-18,PURISIMA,Shorebird,5
2018-06-18,SOUTH,Gull,83
2018-06-18,SOUTH,Raptor,2
2018-06-18,SOUTH,Shorebird,251
2018-06-18,SOUTH,Tern,9
2018-07-02,NORTH,Gull,117
2018-07-02,NORTH,Raptor,5
2018-07-02,NORTH,Shorebird,67
2018-07-02,PURISIMA,Gull,1
2018-07-02,PURISIMA,Raptor,1
2018-07-02,PURISIMA,Shorebird,1
2018-07-09,SOUTH,Gull,39
2018-07-09,SOUTH,Shorebird,368
2018-07-16,NORTH,Gull,196
2018-07-16,NORTH,Shorebird,147
2018-07-16,PURISIMA,Shorebird,6
2018-07-23,SOUTH,Gull,36
2018-07-23,SOUTH,Shorebird,503
2018-07-23,SOUTH,Tern,3
2018-07-30,NORTH,Gull,16
2018-07-30,NORTH,Raptor,2
2018-07-30,NORTH,Shorebird,86
2018-07-30,PURISIMA,Gull,43
2018-07-30,PURISIMA,Shorebird,73
2018-08-13,NORTH,Gull,94
2018-08-13,NORTH,Raptor,1
2018-08-13,NORTH,Shorebird,390
2018-08-13,NORTH,Tern,5
2018-08-13,PURISIMA,Gull,7
2018-08-13,PURISIMA,Shorebird,70
2018-08-13,SOUTH,Gull,26
2018-08-13,SOUTH,Raptor,3
2018-08-13,SOUTH,Shorebird,1195
2018-08-20,SOUTH,Gull,43
2018-08-20,SOUTH,Raptor,3
2018-08-20,SOUTH,Shorebird,1471
2018-08-20,SOUTH,Tern,20
2018-08-27,NORTH,Gull,101
2018-08-27,NORTH,Raptor,2
2018-08-27,NORTH,Shorebird,173
2018-08-27,NORTH,Tern,26
2018-08-27,PURISIMA,Gull,1
2018-08-27,PURISIMA,Shorebird,192
2018-09-03,SOUTH,Gull,108
2018-09-03,SOUTH,Raptor,3
2018-09-03,SOUTH,Shorebird,1036
2018-09-03,SOUTH,Tern,63
2018-09-10,NORTH,Gull,413
2018-09-10,NORTH,Raptor,3
2018-09-10,NORTH,Shorebird,398
2018-09-10,NORTH,Tern,70
2018-09-10,PURISIMA,Gull,3
2018-09-10,PURISIMA,Shorebird,22
2018-09-17,SOUTH,Gull,57
2018-09-17,SOUTH,Raptor,4
2018-09-17,SOUTH,Shorebird,660
2018-09-24,NORTH,Gull,118
2018-09-24,NORTH,Shorebird,1199
2018-09-24,NORTH,Tern,2
2018-09-24,PURISIMA,Gull,2
2018-09-24,PURISIMA,Shorebird,27
2018-10-15,NORTH,Gull,207
2018-10-15,NORTH,Raptor,1
2018-10-15,NORTH,Shorebird,716
2018-10-15,NORTH,Tern,10
2018-10-15,SOUTH,Gull,10
2018-10-15,SOUTH,Raptor,4
2018-10-15,SOUTH,Shorebird,424
2018-10-15,SOUTH,Tern,13
2018-11-12,NORTH,Gull,9
2018-11-12,NORTH,Shorebird,408
2018-11-12,PURISIMA,Shorebird,25
2018-11-12,SOUTH,Gull,3
2018-11-12,SOUTH,Shorebird,230
2018-12-10,NORTH,Gull,6
2018-12-10,NORTH,Raptor,6
2018-12-10,NORTH,Shorebird,526
2018-12-10,PURISIMA,Shorebird,20
2018-12-10,SOUTH,Gull,21
2018-12-10,SOUTH,Raptor,3
2018-12-10,SOUTH,Shorebird,302
2018-12-10,SOUTH,Tern,1
2019-01-28,NORTH,Gull,1
2019-01-28,NORTH,Shorebird,332
2019-01-28,PURISIMA,Shorebird,28
2019-01-28,SOUTH,Gull,5
2019-01-28,SOUTH,Raptor,1
2019-01-28,SOUTH,Shorebird,423
2019-02-18,SOUTH,Gull,5
2019-02-18,SOUTH,Raptor,1
2019-02-18,SOUTH,Shorebird,237
