survey_week,beach_section_initials,mean
4/25/2016,SSO,1.166666667
4/25/2016,WAL,0.961538462
5/2/2016,MIN,0.833333333
5/2/2016,PNO,0.5
5/2/2016,SAN,0.35
5/2/2016,SHN,1.346153846
5/2/2016,SHS,0.65
5/9/2016,MIN,0.583333333
5/9/2016,PNO,0.5
5/9/2016,SAN,0.575
5/9/2016,SHN,0.461538462
5/9/2016,SHS,0.2
5/9/2016,SNO,0.366666667
5/9/2016,SSO,0.25
5/9/2016,WAL,0.615384615
5/16/2016,MIN,0.583333333
5/16/2016,PNO,0.666666667
5/16/2016,SAN,0.4
5/16/2016,SHN,0.730769231
5/16/2016,SHS,0.5
5/16/2016,SNO,0.964285714
5/16/2016,SSO,0.75
5/16/2016,WAL,1.846153846
5/30/2016,MIN,0.583333333
5/30/2016,PNO,0.833333333
5/30/2016,SAN,0.5
5/30/2016,SHN,0.884615385
5/30/2016,SHS,0.2
5/30/2016,SNO,1.166666667
5/30/2016,SSO,1.25
5/30/2016,WAL,1.153846154
6/20/2016,MIN,1.25
6/20/2016,PNO,0.5
6/20/2016,SAN,0.6
6/20/2016,SHN,1.230769231
6/20/2016,SHS,0.6
6/27/2016,SNO,0.866666667
6/27/2016,SSO,0.25
6/27/2016,WAL,1.230769231
7/4/2016,MIN,0.583333333
7/4/2016,PNO,1.333333333
7/4/2016,SAN,1.125
7/4/2016,SHN,0.5
7/4/2016,SHS,0.35
7/11/2016,SNO,1.8
7/11/2016,SSO,1.194444444
7/11/2016,WAL,1.307692308
7/18/2016,MIN,0.583333333
7/18/2016,PNO,0.5
7/18/2016,SAN,0.75
7/18/2016,SHN,0.307692308
7/18/2016,SHS,0.25
8/1/2016,MIN,1.083333333
8/1/2016,PNO,0.833333333
8/1/2016,SAN,0.4
8/1/2016,SHN,1.230769231
8/1/2016,SHS,1.1
8/1/2016,SNO,1.7
8/1/2016,SSO,1.777777778
8/1/2016,WAL,1.653846154
8/8/2016,SNO,2.233333333
8/8/2016,SSO,0.694444444
8/8/2016,WAL,1.538461538
8/15/2016,MIN,0.75
8/15/2016,PNO,2.333333333
8/15/2016,SAN,1.225
8/15/2016,SHN,1.076923077
8/15/2016,SHS,0.5
8/22/2016,SNO,1.733333333
8/22/2016,SSO,1.277777778
8/22/2016,WAL,0.846153846
8/29/2016,MIN,0.75
8/29/2016,PNO,2
8/29/2016,SAN,1.368421053
8/29/2016,SHN,0.692307692
8/29/2016,SHS,0.55
9/5/2016,SNO,1.966666667
9/5/2016,SSO,0.75
9/5/2016,WAL,1.846153846
9/12/2016,MIN,1
9/12/2016,PNO,2.333333333
9/12/2016,SAN,1.125
9/12/2016,SHN,1.038461538
9/12/2016,SHS,0.85
10/17/2016,MIN,1.333333333
10/17/2016,PNO,0.833333333
10/17/2016,SAN,0.5
10/17/2016,SHN,1.076923077
10/17/2016,SHS,0.85
10/17/2016,SNO,1.333333333
10/17/2016,SSO,1.25
10/17/2016,WAL,2.576923077
11/28/2016,MIN,0.75
11/28/2016,PNO,1
11/28/2016,SAN,1
11/28/2016,SHN,0.769230769
11/28/2016,SHS,0.45
11/28/2016,SNO,0.933333333
11/28/2016,SSO,1.277777778
11/28/2016,WAL,1.192307692
12/26/2016,MIN,0.25
12/26/2016,PNO,0.5
12/26/2016,SAN,0.3
12/26/2016,SHN,0.307692308
12/26/2016,SHS,0.05
12/26/2016,SNO,0.7
12/26/2016,SSO,0.722222222
12/26/2016,WAL,1.423076923
1/23/2017,MIN,1
1/23/2017,PNO,0.333333333
1/23/2017,SAN,0.375
1/23/2017,SHN,0.653846154
1/23/2017,SHS,0.7
1/23/2017,SNO,1.133333333
1/23/2017,SSO,0.777777778
1/23/2017,WAL,1.153846154
2/20/2017,PNO,1.333333333
2/20/2017,SAN,0.75
2/20/2017,SNO,0.5
2/20/2017,SSO,0.611111111
2/20/2017,WAL,0.681818182
3/6/2017,SNO,0.8
3/6/2017,SSO,0.617647059
3/6/2017,WAL,0.807692308
3/13/2017,MIN,0.916666667
3/13/2017,PNO,0.75
3/13/2017,SAN,0.525
3/13/2017,SHN,0.576923077
3/13/2017,SHS,0.2
3/20/2017,WAL,1
3/27/2017,SNO,0.333333333
3/27/2017,SSO,1.138888889
4/3/2017,SNO,1.1
4/3/2017,SSO,0.444444444
4/3/2017,WAL,0.961538462
4/10/2017,MIN,1.166666667
4/10/2017,PNO,0
4/10/2017,SAN,0.15
4/10/2017,SHN,1.307692308
4/10/2017,SHS,0.9
4/17/2017,SNO,1.166666667
4/17/2017,SSO,0.5
4/17/2017,WAL,1.192307692
5/1/2017,SNO,1.2
5/1/2017,SSO,0.611111111
5/1/2017,WAL,1.923076923
5/8/2017,MIN,1.166666667
5/8/2017,PNO,0.5
5/8/2017,SAN,0.075
5/8/2017,SHN,1.307692308
5/8/2017,SHS,1.05
5/8/2017,SNO,1.266666667
5/8/2017,SSO,0.472222222
5/8/2017,WAL,1.384615385
5/22/2017,MIN,1.166666667
5/22/2017,PNO,0.25
5/22/2017,SAN,0.868421053
5/22/2017,SHN,0.653846154
5/22/2017,SHS,0.15
5/22/2017,SNO,1.266666667
5/22/2017,SSO,0.527777778
5/22/2017,WAL,1.846153846
6/5/2017,MIN,1.166666667
6/5/2017,PNO,0.75
6/5/2017,SAN,1.3
6/5/2017,SHN,0.884615385
6/5/2017,SHS,0.8
6/5/2017,SNO,1.033333333
6/5/2017,SSO,0.666666667
6/5/2017,WAL,2.076923077
6/19/2017,MIN,1.25
6/19/2017,PNO,1
6/19/2017,SAN,1.15
6/19/2017,SHN,0.807692308
6/19/2017,SHS,0.4
6/19/2017,SNO,1.285714286
6/19/2017,SSO,0.873239437
6/19/2017,WAL,2.076923077
6/26/2017,SSO,0.638888889
7/3/2017,MIN,0.916666667
7/3/2017,PNO,1
7/3/2017,SAN,0.4
7/3/2017,SHN,0.884615385
7/3/2017,SHS,0.65
7/10/2017,SNO,1.7
7/10/2017,SSO,0.666666667
7/10/2017,WAL,1.076923077
7/17/2017,MIN,1.166666667
7/17/2017,PNO,1.333333333
7/17/2017,SAN,0.85
7/17/2017,SHN,1.076923077
7/17/2017,SHS,0.75
7/24/2017,SNO,1.8
7/24/2017,SSO,1.166666667
7/24/2017,WAL,1.384615385
7/31/2017,MIN,0.916666667
7/31/2017,PNO,1.666666667
7/31/2017,SAN,0.625
7/31/2017,SHN,0.730769231
7/31/2017,SHS,0.55
8/7/2017,SNO,1.533333333
8/7/2017,SSO,0.805555556
8/7/2017,WAL,2.153846154
8/14/2017,MIN,1.166666667
8/14/2017,PNO,2.333333333
8/14/2017,SAN,0.9
8/14/2017,SHN,1.115384615
8/14/2017,SHS,0.65
8/21/2017,SNO,1.8
8/21/2017,SSO,0.944444444
8/21/2017,WAL,2.461538462
8/28/2017,MIN,1.666666667
8/28/2017,PNO,1.833333333
8/28/2017,SAN,0.95
8/28/2017,SHN,1.230769231
8/28/2017,SHS,1.1
9/4/2017,SNO,1
9/4/2017,SSO,0.5
9/4/2017,WAL,1.692307692
9/11/2017,MIN,1.666666667
9/11/2017,PNO,1.666666667
9/11/2017,SAN,1.4
9/11/2017,SHN,1
9/11/2017,SHS,0.75
9/18/2017,SNO,1.333333333
9/18/2017,SSO,0.972222222
9/18/2017,WAL,2.153846154
9/25/2017,MIN,1.833333333
9/25/2017,PNO,1.666666667
9/25/2017,SAN,1.35
9/25/2017,SHN,1.038461538
9/25/2017,SHS,0.8
10/9/2017,MIN,0.583333333
10/9/2017,PNO,1.333333333
10/9/2017,SAN,0.725
10/9/2017,SHN,0.5
10/9/2017,SHS,0.5
10/9/2017,SNO,1
10/9/2017,SSO,1.444444444
10/9/2017,WAL,2.269230769
11/13/2017,MIN,1.666666667
11/13/2017,PNO,2
11/13/2017,SAN,1.575
11/13/2017,SHN,1.846153846
11/13/2017,SHS,1.5
11/13/2017,SNO,1.466666667
11/13/2017,SSO,0.75
11/13/2017,WAL,1.576923077
12/18/2017,MIN,1.166666667
12/18/2017,PNO,0.75
12/18/2017,SAN,0.3
12/18/2017,SHN,0.884615385
12/18/2017,SHS,0.65
12/18/2017,SNO,0.533333333
12/18/2017,SSO,0.888888889
12/18/2017,WAL,1
1/22/2018,MIN,0.833333333
1/22/2018,PNO,0.833333333
1/22/2018,SAN,0.325
1/22/2018,SHN,0.692307692
1/22/2018,SHS,0.25
1/22/2018,SNO,1.3
1/22/2018,SSO,1.055555556
1/22/2018,WAL,1.076923077
2/19/2018,MIN,0.75
2/19/2018,PNO,0.5
2/19/2018,SAN,0.4
2/19/2018,SHN,1.615384615
2/19/2018,SHS,0.8
2/19/2018,SNO,0.933333333
2/19/2018,SSO,0.583333333
2/19/2018,WAL,1.038461538
3/5/2018,SNO,0.142857143
3/5/2018,SSO,0.222222222
3/5/2018,WAL,0
3/12/2018,MIN,1
3/12/2018,PNO,0.833333333
3/12/2018,SAN,0.75
3/12/2018,SHN,1.038461538
3/12/2018,SHS,0.7
3/19/2018,SNO,1.3
3/19/2018,SSO,1.25
3/19/2018,WAL,0.846153846
3/26/2018,MIN,0.75
3/26/2018,PNO,0.833333333
3/26/2018,SAN,0.4
3/26/2018,SHN,0.884615385
3/26/2018,SHS,0.5
4/2/2018,SNO,1.233333333
4/2/2018,SSO,1.027777778
4/2/2018,WAL,1.884615385
4/16/2018,SNO,0.944444444
4/16/2018,SSO,1.25
4/23/2018,MIN,0.916666667
4/23/2018,PNO,0.666666667
4/23/2018,SAN,1.05
4/23/2018,SHN,0.730769231
4/23/2018,SHS,0.55
4/30/2018,SNO,1.1
4/30/2018,SSO,0.916666667
4/30/2018,WAL,1.538461538
5/7/2018,MIN,1.083333333
5/7/2018,PNO,0.5
5/7/2018,SAN,0.55
5/7/2018,SHN,0.923076923
5/7/2018,SHS,0.75
5/7/2018,SNO,1.785714286
5/7/2018,SSO,0.861111111
5/7/2018,WAL,2.307692308
5/21/2018,MIN,1
5/21/2018,PNO,0.333333333
5/21/2018,SAN,0.625
5/21/2018,SHN,1
5/21/2018,SHS,0.85
5/21/2018,SNO,1.166666667
5/21/2018,SSO,0.944444444
5/21/2018,WAL,1.807692308
6/4/2018,MIN,1.5
6/4/2018,PNO,0.833333333
6/4/2018,SAN,0.75
6/4/2018,SHN,0.923076923
6/4/2018,SHS,0.95
6/4/2018,SNO,1.6
6/4/2018,SSO,1.027777778
6/4/2018,WAL,2
6/18/2018,MIN,1.666666667
6/18/2018,PNO,0.333333333
6/18/2018,SAN,0.9
6/18/2018,SHN,1.346153846
6/18/2018,SHS,0.9
6/18/2018,SNO,1.733333333
6/18/2018,SSO,0.944444444
6/18/2018,WAL,2.269230769
7/2/2018,MIN,2
7/2/2018,PNO,1.333333333
7/2/2018,SAN,0.7
7/2/2018,SHN,1.307692308
7/2/2018,SHS,1.2
7/9/2018,SNO,1.5
7/9/2018,SSO,0.944444444
7/9/2018,WAL,2.153846154
7/16/2018,MIN,2
7/16/2018,PNO,0.833333333
7/16/2018,SAN,0.975
7/16/2018,SHN,1.461538462
7/16/2018,SHS,1.2
7/23/2018,SNO,1.733333333
7/23/2018,SSO,0.722222222
7/23/2018,WAL,2.153846154
7/30/2018,MIN,1.833333333
7/30/2018,PNO,1.666666667
7/30/2018,SAN,1.775
7/30/2018,SHN,0.846153846
7/30/2018,SHS,1.1
8/13/2018,MIN,1.416666667
8/13/2018,PNO,0.833333333
8/13/2018,SAN,1.15
8/13/2018,SHN,1
8/13/2018,SHS,1.1
8/13/2018,SNO,2.3
8/13/2018,SSO,0.694444444
8/13/2018,WAL,2
8/20/2018,SNO,2.033333333
8/20/2018,SSO,0.777777778
8/20/2018,WAL,2
8/27/2018,MIN,1.166666667
8/27/2018,PNO,1.833333333
8/27/2018,SAN,1.025
8/27/2018,SHN,0.884615385
8/27/2018,SHS,1
9/3/2018,SNO,1.866666667
9/3/2018,SSO,1.944444444
9/3/2018,WAL,2.153846154
9/10/2018,MIN,2.833333333
9/10/2018,PNO,1.666666667
9/10/2018,SAN,1.1
9/10/2018,SHN,1.153846154
9/10/2018,SHS,1.6
9/17/2018,SNO,2.4
9/17/2018,SSO,1.611111111
9/17/2018,WAL,2.230769231
9/24/2018,MIN,1.5
9/24/2018,PNO,1.666666667
9/24/2018,SAN,1
9/24/2018,SHN,0.961538462
9/24/2018,SHS,1.3
NA,PCO,NA
NA,PNO,NA
