beach,species,survey_week,beach_section_initials,species_2,total,mean_wrack
SOUTH,WEGU,12/9/2013,WAL,Gull,4,1.153846154
NORTH,CAGU,2/10/2014,MIN,Gull,23,2.166666667
NORTH,HEEG,2/10/2014,MIN,Gull,1,2.166666667
NORTH,HERG,2/10/2014,MIN,NA,1,2.166666667
NORTH,WEGU,2/10/2014,MIN,Gull,1,2.166666667
PURISIMA,SAND,2/10/2014,PNO,SAND,1200,2
PURISIMA,SNPL,2/10/2014,PNO,SNPL,29,2
PURISIMA,WEGU,2/10/2014,PNO,Gull,5,2
NORTH,SAND,2/10/2014,SAN,SAND,1,1.775
NORTH,SNPL,2/10/2014,SAN,SNPL,103,1.775
NORTH,WEGU,2/10/2014,SAN,Gull,8,1.775
NORTH,CAGU,2/10/2014,SHN,Gull,1,1.576923077
NORTH,SAND,2/10/2014,SHN,SAND,1,1.576923077
NORTH,SNPL,2/10/2014,SHN,SNPL,8,1.576923077
NORTH,WEGU,2/10/2014,SHN,Gull,1,1.576923077
SOUTH,CAGU,2/10/2014,SNO,Gull,12,2.4
SOUTH,SAND,2/10/2014,SNO,SAND,630,2.4
SOUTH,SNPL,2/10/2014,SNO,SNPL,102,2.4
SOUTH,WEGU,2/10/2014,SNO,Gull,12,2.4
SOUTH,SAND,2/10/2014,SSO,SAND,212,2.083333333
SOUTH,SNPL,2/10/2014,SSO,SNPL,108,2.083333333
NORTH,SAND,2/15/2016,MIN,SAND,111,0
NORTH,SNPL,2/15/2016,MIN,SNPL,10,0
PURISIMA,SAND,2/15/2016,PNO,SAND,15,0.333333333
NORTH,SAND,2/15/2016,SAN,SAND,315,0.05
NORTH,SNPL,2/15/2016,SAN,SNPL,23,0.05
NORTH,WEGU,2/15/2016,SAN,Gull,2,0.05
NORTH,SAND,2/15/2016,SHN,SAND,174,0.192307692
NORTH,SAND,2/15/2016,SHS,SAND,85,0
SOUTH,CAGU,2/15/2016,SNO,Gull,1,0.3
SOUTH,SAND,2/15/2016,SNO,SAND,198,0.3
SOUTH,SNPL,2/15/2016,SNO,SNPL,20,0.3
SOUTH,WEGU,2/15/2016,SNO,Gull,1,0.3
SOUTH,SAND,2/15/2016,SSO,SAND,161,0.333333333
SOUTH,SNPL,2/15/2016,SSO,SNPL,45,0.333333333
SOUTH,CAGU,2/15/2016,WAL,Gull,1,0.576923077
SOUTH,SAND,2/15/2016,WAL,SAND,87,0.576923077
SOUTH,SNPL,2/15/2016,WAL,SNPL,36,0.576923077
SOUTH,WEGU,2/15/2016,WAL,Gull,3,0.576923077
SOUTH,SAND,2/16/2015,SNO,SAND,82,0.866666667
SOUTH,SNPL,2/16/2015,SNO,SNPL,33,0.866666667
SOUTH,SAND,2/16/2015,SSO,SAND,860,1.111111111
SOUTH,SNPL,2/16/2015,SSO,SNPL,79,1.111111111
SOUTH,CAGU,2/16/2015,WAL,Gull,55,1
SOUTH,HERG,2/16/2015,WAL,NA,2,1
SOUTH,SAND,2/16/2015,WAL,SAND,405,1
SOUTH,SNPL,2/16/2015,WAL,SNPL,23,1
SOUTH,WEGU,2/16/2015,WAL,Gull,10,1
NORTH,SAND,2/19/2018,MIN,SAND,2,0.75
NORTH,SNPL,2/19/2018,MIN,SNPL,8,0.75
PURISIMA,SAND,2/19/2018,PNO,SAND,21,0.5
PURISIMA,SNPL,2/19/2018,PNO,SNPL,3,0.5
NORTH,SAND,2/19/2018,SAN,SAND,178,0.4
NORTH,SNPL,2/19/2018,SAN,SNPL,19,0.4
NORTH,SAND,2/19/2018,SHN,SAND,51,1.615384615
NORTH,SNPL,2/19/2018,SHN,SNPL,13,1.615384615
NORTH,SAND,2/19/2018,SHS,SAND,50,0.8
NORTH,SNPL,2/19/2018,SHS,SNPL,9,0.8
SOUTH,SAND,2/19/2018,SNO,SAND,161,0.933333333
SOUTH,SNPL,2/19/2018,SNO,SNPL,24,0.933333333
SOUTH,SAND,2/19/2018,SSO,SAND,153,0.583333333
SOUTH,SNPL,2/19/2018,SSO,SNPL,23,0.583333333
SOUTH,SAND,2/19/2018,WAL,SAND,72,1.038461538
SOUTH,SNPL,2/19/2018,WAL,SNPL,37,1.038461538
NORTH,SNPL,2/20/2017,SAN,SNPL,15,0.75
NORTH,WEGU,2/20/2017,SAN,Gull,1,0.75
SOUTH,SNPL,2/20/2017,SNO,SNPL,49,0.5
SOUTH,SAND,2/20/2017,SSO,SAND,161,0.611111111
SOUTH,SNPL,2/20/2017,SSO,SNPL,29,0.611111111
SOUTH,WEGU,2/20/2017,SSO,Gull,1,0.611111111
SOUTH,SNPL,2/20/2017,WAL,SNPL,5,0.681818182
SOUTH,SAND,2/29/2016,SNO,SAND,330,0.4
SOUTH,SNPL,2/29/2016,SNO,SNPL,21,0.4
SOUTH,GWGU,2/29/2016,SSO,NA,1,0.527777778
SOUTH,SAND,2/29/2016,SSO,SAND,490,0.527777778
SOUTH,SNPL,2/29/2016,SSO,SNPL,35,0.527777778
SOUTH,SAND,2/29/2016,WAL,SAND,725,0.538461538
SOUTH,SNPL,2/29/2016,WAL,SNPL,41,0.538461538
NORTH,SNPL,3/10/2014,MIN,SNPL,3,1.166666667
PURISIMA,SAND,3/10/2014,PNO,SAND,70,2.166666667
PURISIMA,SNPL,3/10/2014,PNO,SNPL,7,2.166666667
NORTH,SAND,3/10/2014,SAN,SAND,20,1.684210526
NORTH,SNPL,3/10/2014,SAN,SNPL,46,1.684210526
NORTH,SNPL,3/10/2014,SHN,SNPL,34,1.576923077
NORTH,SNPL,3/10/2014,SHS,SNPL,4,1.2
SOUTH,SAND,3/10/2014,SNO,SAND,1,1.333333333
SOUTH,SNPL,3/10/2014,SNO,SNPL,107,1.333333333
SOUTH,CAGU,3/10/2014,SSO,Gull,2,2.25
SOUTH,SNPL,3/10/2014,SSO,SNPL,36,2.25
SOUTH,WEGU,3/10/2014,SSO,Gull,2,2.25
SOUTH,gull,3/10/2014,WAL,Gull,3,2.038461538
SOUTH,SNPL,3/10/2014,WAL,SNPL,1,2.038461538
SOUTH,WEGU,3/10/2014,WAL,Gull,102,2.038461538
NORTH,SNPL,3/11/2013,SAN,SNPL,70,1.315789474
NORTH,CAGU,3/11/2013,SHN,Gull,1,1.423076923
NORTH,SAND,3/11/2013,SHN,SAND,501,1.423076923
NORTH,SNPL,3/11/2013,SHN,SNPL,28,1.423076923
NORTH,SNPL,3/11/2013,SHS,SNPL,2,1
SOUTH,SAND,3/11/2013,SNO,SAND,933,0.966666667
SOUTH,SNPL,3/11/2013,SNO,SNPL,54,0.966666667
SOUTH,SAND,3/11/2013,SSO,SAND,1038,1.083333333
SOUTH,SNPL,3/11/2013,SSO,SNPL,37,1.083333333
SOUTH,SAND,3/11/2013,WAL,SAND,377,1.038461538
SOUTH,SNPL,3/11/2013,WAL,SNPL,18,1.038461538
NORTH,SNPL,3/12/2012,MIN,SNPL,14,1.5
PURISIMA,gull,3/12/2012,PNO,Gull,1,0
NORTH,CAGU,3/12/2012,SAN,Gull,1,1.275
NORTH,SAND,3/12/2012,SAN,SAND,66,1.275
NORTH,SNPL,3/12/2012,SAN,SNPL,25,1.275
NORTH,SNPL,3/12/2012,SHN,SNPL,9,1.923076923
NORTH,SAND,3/12/2012,SHS,SAND,1065,1.7
SOUTH,SAND,3/12/2012,SNO,SAND,826,1.866666667
SOUTH,SNPL,3/12/2012,SNO,SNPL,141,1.866666667
SOUTH,WEGU,3/12/2012,SNO,Gull,1,1.866666667
SOUTH,SAND,3/12/2012,SSO,SAND,2316,1.735294118
SOUTH,SNPL,3/12/2012,SSO,SNPL,35,1.735294118
SOUTH,SAND,3/12/2012,WAL,SAND,7,1.461538462
SOUTH,SNPL,3/12/2012,WAL,SNPL,11,1.461538462
NORTH,SNPL,3/12/2018,MIN,SNPL,2,1
PURISIMA,SNPL,3/12/2018,PNO,SNPL,2,0.833333333
NORTH,SAND,3/12/2018,SAN,SAND,82,0.75
NORTH,SNPL,3/12/2018,SAN,SNPL,61,0.75
NORTH,SAND,3/12/2018,SHN,SAND,41,1.038461538
NORTH,SNPL,3/12/2018,SHN,SNPL,32,1.038461538
NORTH,SAND,3/12/2018,SHS,SAND,75,0.7
NORTH,SNPL,3/12/2018,SHS,SNPL,8,0.7
NORTH,SAND,3/13/2017,MIN,SAND,51,0.916666667
NORTH,SNPL,3/13/2017,MIN,SNPL,11,0.916666667
NORTH,SAND,3/13/2017,SAN,SAND,35,0.525
NORTH,SNPL,3/13/2017,SAN,SNPL,33,0.525
NORTH,SAND,3/13/2017,SHN,SAND,206,0.576923077
NORTH,SAND,3/13/2017,SHS,SAND,230,0.2
NORTH,SNPL,3/13/2017,SHS,SNPL,4,0.2
SOUTH,SAND,3/14/2016,SNO,SAND,15,0.166666667
SOUTH,SNPL,3/14/2016,SNO,SNPL,11,0.166666667
SOUTH,CAGU,3/14/2016,SSO,Gull,1,0.527777778
SOUTH,SAND,3/14/2016,SSO,SAND,2803,0.527777778
SOUTH,SNPL,3/14/2016,SSO,SNPL,45,0.527777778
SOUTH,CAGU,3/14/2016,WAL,Gull,40,0.769230769
SOUTH,SAND,3/14/2016,WAL,SAND,362,0.769230769
SOUTH,SNPL,3/14/2016,WAL,SNPL,38,0.769230769
SOUTH,WEGU,3/14/2016,WAL,Gull,10,0.769230769
PURISIMA,SAND,3/16/2015,PNO,SAND,28,1
PURISIMA,SNPL,3/16/2015,PNO,SNPL,8,1
NORTH,SAND,3/16/2015,SAN,SAND,215,0.8
NORTH,SNPL,3/16/2015,SAN,SNPL,58,0.8
NORTH,SAND,3/16/2015,SHN,SAND,790,1.230769231
NORTH,SNPL,3/16/2015,SHN,SNPL,2,1.230769231
NORTH,SAND,3/16/2015,SHS,SAND,80,0.9
NORTH,SNPL,3/16/2015,SHS,SNPL,6,0.9
SOUTH,CAGU,3/16/2015,SNO,Gull,1,1.533333333
SOUTH,RBGU,3/16/2015,SNO,NA,1,1.533333333
SOUTH,SAND,3/16/2015,SNO,SAND,1452,1.533333333
SOUTH,SNPL,3/16/2015,SNO,SNPL,46,1.533333333
SOUTH,SAND,3/16/2015,SSO,SAND,530,1.944444444
SOUTH,SNPL,3/16/2015,SSO,SNPL,83,1.944444444
SOUTH,CAGU,3/16/2015,WAL,Gull,20,1.692307692
SOUTH,SNPL,3/16/2015,WAL,SNPL,30,1.692307692
SOUTH,WEGU,3/16/2015,WAL,Gull,20,1.692307692
NORTH,SNPL,3/17/2014,MIN,SNPL,1,0.916666667
PURISIMA,SNPL,3/17/2014,PNO,SNPL,12,2
NORTH,SNPL,3/17/2014,SAN,SNPL,32,1.2
NORTH,SNPL,3/17/2014,SHN,SNPL,16,1.384615385
NORTH,SNPL,3/17/2014,SHS,SNPL,7,1.1
SOUTH,CAGU,3/17/2014,SNO,Gull,19,1.066666667
SOUTH,SAND,3/17/2014,SNO,SAND,126,1.066666667
SOUTH,SNPL,3/17/2014,SNO,SNPL,89,1.066666667
SOUTH,WEGU,3/17/2014,SNO,Gull,17,1.066666667
SOUTH,CAGU,3/17/2014,SSO,Gull,6,1.027777778
SOUTH,gull,3/17/2014,SSO,Gull,3,1.027777778
SOUTH,HERG,3/17/2014,SSO,NA,1,1.027777778
SOUTH,SAND,3/17/2014,SSO,SAND,150,1.027777778
SOUTH,SNPL,3/17/2014,SSO,SNPL,47,1.027777778
SOUTH,WEGU,3/17/2014,SSO,Gull,2,1.027777778
SOUTH,BOGU,3/17/2014,WAL,NA,1,0.884615385
SOUTH,CAGU,3/17/2014,WAL,Gull,300,0.884615385
SOUTH,gull,3/17/2014,WAL,Gull,5,0.884615385
SOUTH,GWGU,3/17/2014,WAL,NA,2,0.884615385
SOUTH,HERG,3/17/2014,WAL,NA,1,0.884615385
SOUTH,SAND,3/17/2014,WAL,SAND,316,0.884615385
SOUTH,SNPL,3/17/2014,WAL,SNPL,6,0.884615385
SOUTH,WEGU,3/17/2014,WAL,Gull,50,0.884615385
NORTH,CAGU,3/18/2013,MIN,Gull,1,1
NORTH,SNPL,3/18/2013,MIN,SNPL,2,1
NORTH,SAND,3/18/2013,SAN,SAND,1000,0.857142857
NORTH,SNPL,3/18/2013,SAN,SNPL,7,0.857142857
NORTH,SAND,3/18/2013,SHN,SAND,25,0.884615385
NORTH,SNPL,3/18/2013,SHN,SNPL,34,0.884615385
NORTH,SNPL,3/18/2013,SHS,SNPL,2,0.5
NORTH,WEGU,3/18/2013,SHS,Gull,2,0.5
SOUTH,SAND,3/18/2013,SNO,SAND,1470,1.1
SOUTH,SNPL,3/18/2013,SNO,SNPL,62,1.1
SOUTH,WEGU,3/18/2013,SNO,Gull,1,1.1
SOUTH,SAND,3/18/2013,SSO,SAND,2400,1.111111111
SOUTH,SNPL,3/18/2013,SSO,SNPL,37,1.111111111
SOUTH,CAGU,3/18/2013,WAL,Gull,140,0.846153846
SOUTH,SAND,3/18/2013,WAL,SAND,130,0.846153846
SOUTH,SNPL,3/18/2013,WAL,SNPL,29,0.846153846
SOUTH,WEGU,3/18/2013,WAL,Gull,14,0.846153846
NORTH,gull,3/19/2012,MIN,Gull,1,1.5
NORTH,SNPL,3/19/2012,MIN,SNPL,19,1.5
NORTH,SAND,3/19/2012,SAN,SAND,1500,1.05
NORTH,SNPL,3/19/2012,SAN,SNPL,67,1.05
NORTH,gull,3/19/2012,SHN,Gull,2,1.961538462
NORTH,SAND,3/19/2012,SHN,SAND,400,1.961538462
NORTH,SNPL,3/19/2012,SHN,SNPL,7,1.961538462
NORTH,gull,3/19/2012,SHS,Gull,1,1.65
NORTH,SAND,3/19/2012,SHS,SAND,150,1.65
NORTH,SNPL,3/19/2012,SHS,SNPL,8,1.65
SOUTH,SAND,3/19/2012,SNO,SAND,3000,1.722222222
SOUTH,SNPL,3/19/2012,SNO,SNPL,74,1.722222222
SOUTH,CAGU,3/19/2012,SSO,Gull,1,2.352941176
SOUTH,SNPL,3/19/2012,SSO,SNPL,41,2.352941176
SOUTH,SNPL,3/19/2012,WAL,SNPL,13,2.75
SOUTH,SAND,3/19/2018,SNO,SAND,482,1.3
SOUTH,SNPL,3/19/2018,SNO,SNPL,43,1.3
SOUTH,SAND,3/19/2018,SSO,SAND,120,1.25
SOUTH,SNPL,3/19/2018,SSO,SNPL,24,1.25
SOUTH,SAND,3/19/2018,WAL,SAND,19,0.846153846
SOUTH,SNPL,3/19/2018,WAL,SNPL,32,0.846153846
SOUTH,SAND,3/20/2017,WAL,SAND,5,1
SOUTH,SNPL,3/20/2017,WAL,SNPL,24,1
NORTH,SNPL,3/21/2016,MIN,SNPL,3,0.833333333
NORTH,WEGU,3/21/2016,MIN,Gull,2,0.833333333
PURISIMA,SNPL,3/21/2016,PNO,SNPL,1,0.5
NORTH,SAND,3/21/2016,SAN,SAND,1,0.5
NORTH,SNPL,3/21/2016,SAN,SNPL,30,0.5
NORTH,SAND,3/21/2016,SHS,SAND,20,0.45
NORTH,SNPL,3/21/2016,SHS,SNPL,8,0.45
NORTH,SNPL,3/23/2015,MIN,SNPL,2,1
PURISIMA,SAND,3/23/2015,PNO,SAND,370,0.333333333
PURISIMA,SNPL,3/23/2015,PNO,SNPL,9,0.333333333
NORTH,SAND,3/23/2015,SAN,SAND,320,0.35
NORTH,SNPL,3/23/2015,SAN,SNPL,68,0.35
NORTH,SAND,3/23/2015,SHN,SAND,17,0.807692308
NORTH,SNPL,3/23/2015,SHN,SNPL,8,0.807692308
NORTH,SNPL,3/23/2015,SHS,SNPL,5,0.5
SOUTH,SAND,3/23/2015,SNO,SAND,397,1.166666667
SOUTH,SNPL,3/23/2015,SNO,SNPL,54,1.166666667
SOUTH,SAND,3/23/2015,SSO,SAND,30,1.5
SOUTH,SNPL,3/23/2015,SSO,SNPL,66,1.5
SOUTH,CAGU,3/23/2015,WAL,Gull,10,0.923076923
SOUTH,gull,3/23/2015,WAL,Gull,15,0.923076923
SOUTH,HERG,3/23/2015,WAL,NA,5,0.923076923
SOUTH,RBGU,3/23/2015,WAL,NA,10,0.923076923
SOUTH,SAND,3/23/2015,WAL,SAND,250,0.923076923
SOUTH,SNPL,3/23/2015,WAL,SNPL,37,0.923076923
NORTH,SNPL,3/24/2014,MIN,SNPL,2,1.666666667
PURISIMA,SAND,3/24/2014,PNO,SAND,500,2.333333333
PURISIMA,SNPL,3/24/2014,PNO,SNPL,9,2.333333333
NORTH,CAGU,3/24/2014,SAN,Gull,1,1.625
NORTH,SAND,3/24/2014,SAN,SAND,59,1.625
NORTH,SNPL,3/24/2014,SAN,SNPL,42,1.625
NORTH,WEGU,3/24/2014,SAN,Gull,1,1.625
NORTH,SNPL,3/24/2014,SHN,SNPL,9,1.923076923
NORTH,SNPL,3/24/2014,SHS,SNPL,2,1.25
SOUTH,SAND,3/24/2014,SNO,SAND,1,1.166666667
SOUTH,SNPL,3/24/2014,SNO,SNPL,67,1.166666667
SOUTH,SNPL,3/24/2014,SSO,SNPL,17,1.416666667
SOUTH,CAGU,3/24/2014,WAL,Gull,35,1.692307692
SOUTH,RBGU,3/24/2014,WAL,NA,2,1.692307692
SOUTH,SAND,3/24/2014,WAL,SAND,6,1.692307692
SOUTH,SNPL,3/24/2014,WAL,SNPL,7,1.692307692
SOUTH,WEGU,3/24/2014,WAL,Gull,45,1.692307692
NORTH,SNPL,3/25/2013,MIN,SNPL,2,0.166666667
PURISIMA,SNPL,3/25/2013,PNO,SNPL,1,1.666666667
NORTH,SNPL,3/25/2013,SAN,SNPL,15,1
NORTH,SNPL,3/25/2013,SHN,SNPL,15,0.653846154
NORTH,SNPL,3/25/2013,SHS,SNPL,10,0.25
SOUTH,SNPL,3/25/2013,SNO,SNPL,50,1.666666667
SOUTH,SAND,3/25/2013,SSO,SAND,401,1.055555556
SOUTH,SNPL,3/25/2013,SSO,SNPL,31,1.055555556
SOUTH,CAGU,3/25/2013,WAL,Gull,2,1.384615385
SOUTH,SAND,3/25/2013,WAL,SAND,5,1.384615385
SOUTH,SNPL,3/25/2013,WAL,SNPL,16,1.384615385
NORTH,gull,3/26/2012,MIN,Gull,2,1.5
NORTH,SAND,3/26/2012,MIN,SAND,2500,1.5
NORTH,SNPL,3/26/2012,MIN,SNPL,18,1.5
PURISIMA,WEGU,3/26/2012,PNO,Gull,2,1.833333333
NORTH,SNPL,3/26/2012,SAN,SNPL,55,1.325
NORTH,SAND,3/26/2012,SHN,SAND,3110,1.730769231
NORTH,SNPL,3/26/2012,SHN,SNPL,15,1.730769231
NORTH,CAGU,3/26/2012,SHS,Gull,1,1.6
NORTH,SAND,3/26/2012,SHS,SAND,300,1.6
NORTH,SNPL,3/26/2012,SHS,SNPL,14,1.6
SOUTH,SAND,3/26/2012,SNO,SAND,1950,1.5
SOUTH,SNPL,3/26/2012,SNO,SNPL,81,1.5
SOUTH,WEGU,3/26/2012,SNO,Gull,1,1.5
SOUTH,SAND,3/26/2012,SSO,SAND,1,1.527777778
SOUTH,SNPL,3/26/2012,SSO,SNPL,44,1.527777778
SOUTH,WEGU,3/26/2012,SSO,Gull,7,1.527777778
SOUTH,SAND,3/26/2012,WAL,SAND,500,1.125
SOUTH,SNPL,3/26/2012,WAL,SNPL,28,1.125
NORTH,SAND,3/26/2018,MIN,SAND,4,0.75
NORTH,SNPL,3/26/2018,MIN,SNPL,2,0.75
NORTH,CAGU,3/26/2018,SAN,Gull,1,0.4
NORTH,SAND,3/26/2018,SAN,SAND,185,0.4
NORTH,SNPL,3/26/2018,SAN,SNPL,60,0.4
NORTH,SAND,3/26/2018,SHN,SAND,225,0.884615385
NORTH,SNPL,3/26/2018,SHN,SNPL,25,0.884615385
NORTH,SAND,3/26/2018,SHS,SAND,175,0.5
NORTH,SNPL,3/26/2018,SHS,SNPL,15,0.5
SOUTH,SNPL,3/27/2017,SNO,SNPL,32,0.333333333
SOUTH,SNPL,3/27/2017,SSO,SNPL,57,1.138888889
SOUTH,SAND,3/28/2016,SNO,SAND,270,0.566666667
SOUTH,SNPL,3/28/2016,SNO,SNPL,28,0.566666667
SOUTH,SAND,3/28/2016,SSO,SAND,155,0.916666667
SOUTH,SNPL,3/28/2016,SSO,SNPL,28,0.916666667
SOUTH,SAND,3/28/2016,WAL,SAND,40,0.461538462
SOUTH,SNPL,3/28/2016,WAL,SNPL,53,0.461538462
SOUTH,WEGU,3/28/2016,WAL,Gull,3,0.461538462
NORTH,SNPL,3/3/2014,MIN,SNPL,2,1.5
NORTH,WEGU,3/3/2014,MIN,Gull,2,1.5
PURISIMA,CAGU,3/3/2014,PNO,Gull,2,1
PURISIMA,SNPL,3/3/2014,PNO,SNPL,14,1
PURISIMA,WEGU,3/3/2014,PNO,Gull,1,1
NORTH,CAGU,3/3/2014,SAN,Gull,1,1.275
NORTH,SAND,3/3/2014,SAN,SAND,1,1.275
NORTH,SNPL,3/3/2014,SAN,SNPL,34,1.275
NORTH,WEGU,3/3/2014,SAN,Gull,4,1.275
NORTH,SAND,3/3/2014,SHN,SAND,123,3.230769231
NORTH,SNPL,3/3/2014,SHN,SNPL,8,3.230769231
NORTH,WEGU,3/3/2014,SHN,Gull,13,3.230769231
NORTH,SNPL,3/3/2014,SHS,SNPL,4,3.65
SOUTH,SAND,3/3/2014,SNO,SAND,60,1.8
SOUTH,SNPL,3/3/2014,SNO,SNPL,94,1.8
SOUTH,GWGU,3/3/2014,SSO,NA,1,2.027777778
SOUTH,SNPL,3/3/2014,SSO,SNPL,32,2.027777778
SOUTH,WEGU,3/3/2014,SSO,Gull,2,2.027777778
SOUTH,CAGU,3/3/2014,WAL,Gull,150,2
SOUTH,MEGU,3/3/2014,WAL,NA,11,2
SOUTH,SAND,3/3/2014,WAL,SAND,140,2
SOUTH,WEGU,3/3/2014,WAL,Gull,50,2
PURISIMA,CAGU,3/30/2015,PNO,Gull,2,1.166666667
PURISIMA,gull,3/30/2015,PNO,Gull,1,1.166666667
PURISIMA,SNPL,3/30/2015,PNO,SNPL,5,1.166666667
NORTH,CAGU,3/30/2015,SAN,Gull,1,0.7
NORTH,SAND,3/30/2015,SAN,SAND,1000,0.7
NORTH,SNPL,3/30/2015,SAN,SNPL,60,0.7
NORTH,WEGU,3/30/2015,SAN,Gull,2,0.7
NORTH,SNPL,3/30/2015,SHN,SNPL,4,0.615384615
NORTH,SAND,3/30/2015,SHS,SAND,45,0.65
NORTH,SNPL,3/30/2015,SHS,SNPL,3,0.65
SOUTH,SAND,3/30/2015,SNO,SAND,35,1.533333333
SOUTH,SNPL,3/30/2015,SNO,SNPL,33,1.533333333
SOUTH,SAND,3/30/2015,SSO,SAND,1,1.555555556
SOUTH,SNPL,3/30/2015,SSO,SNPL,43,1.555555556
SOUTH,CAGU,3/30/2015,WAL,Gull,30,1
SOUTH,SAND,3/30/2015,WAL,SAND,11,1
SOUTH,SNPL,3/30/2015,WAL,SNPL,43,1
SOUTH,WEGU,3/30/2015,WAL,Gull,2,1
NORTH,SNPL,3/31/2014,MIN,SNPL,3,1
PURISIMA,SNPL,3/31/2014,PNO,SNPL,15,1.666666667
NORTH,SNPL,3/31/2014,SAN,SNPL,39,1.475
NORTH,SNPL,3/31/2014,SHN,SNPL,7,0.961538462
NORTH,SAND,3/31/2014,SHS,SAND,90,0.8
NORTH,SNPL,3/31/2014,SHS,SNPL,6,0.8
SOUTH,SNPL,3/31/2014,SNO,SNPL,94,1.3
SOUTH,SNPL,3/31/2014,SSO,SNPL,27,0.694444444
SOUTH,BOGU,3/31/2014,WAL,NA,1,1.153846154
SOUTH,CAGU,3/31/2014,WAL,Gull,10,1.153846154
SOUTH,SNPL,3/31/2014,WAL,SNPL,5,1.153846154
SOUTH,WEGU,3/31/2014,WAL,Gull,25,1.153846154
SOUTH,CAGU,3/5/2018,SNO,Gull,4,0.142857143
SOUTH,SAND,3/5/2018,SNO,SAND,75,0.142857143
SOUTH,SNPL,3/5/2018,SNO,SNPL,47,0.142857143
SOUTH,SAND,3/5/2018,SSO,SAND,205,0.222222222
SOUTH,SNPL,3/5/2018,SSO,SNPL,33,0.222222222
SOUTH,SAND,3/5/2018,WAL,SAND,125,0
SOUTH,SNPL,3/5/2018,WAL,SNPL,54,0
SOUTH,SAND,3/6/2017,SNO,SAND,250,0.8
SOUTH,SNPL,3/6/2017,SNO,SNPL,36,0.8
SOUTH,SAND,3/6/2017,SSO,SAND,1391,0.617647059
SOUTH,SNPL,3/6/2017,SSO,SNPL,63,0.617647059
SOUTH,SNPL,3/6/2017,WAL,SNPL,14,0.807692308
NORTH,SNPL,3/7/2016,MIN,SNPL,3,0.583333333
PURISIMA,SNPL,3/7/2016,PNO,SNPL,5,0.5
NORTH,SAND,3/7/2016,SHN,SAND,520,0.653846154
NORTH,SAND,3/7/2016,SHS,SAND,322,0.7
NORTH,SNPL,3/7/2016,SHS,SNPL,1,0.7
NORTH,SAND,3/9/2015,MIN,SAND,200,1
PURISIMA,SAND,3/9/2015,PNO,SAND,200,1
PURISIMA,SNPL,3/9/2015,PNO,SNPL,59,1
NORTH,SNPL,3/9/2015,SAN,SNPL,47,0.775
NORTH,SAND,3/9/2015,SHN,SAND,1576,0.961538462
NORTH,SNPL,3/9/2015,SHN,SNPL,2,0.961538462
NORTH,SAND,3/9/2015,SHS,SAND,410,0.8
NORTH,SNPL,3/9/2015,SHS,SNPL,5,0.8
SOUTH,SAND,3/9/2015,SNO,SAND,454,1.466666667
SOUTH,SNPL,3/9/2015,SNO,SNPL,38,1.466666667
SOUTH,SAND,3/9/2015,SSO,SAND,504,1.083333333
SOUTH,SNPL,3/9/2015,SSO,SNPL,67,1.083333333
SOUTH,CAGU,3/9/2015,WAL,Gull,40,1.769230769
SOUTH,SAND,3/9/2015,WAL,SAND,505,1.769230769
SOUTH,SNPL,3/9/2015,WAL,SNPL,51,1.769230769
SOUTH,WEGU,3/9/2015,WAL,Gull,40,1.769230769
NORTH,SNPL,4/1/2013,MIN,SNPL,2,1.833333333
PURISIMA,SAND,4/1/2013,PNO,SAND,2,1.666666667
NORTH,SAND,4/1/2013,SAN,SAND,1,1
NORTH,SNPL,4/1/2013,SAN,SNPL,54,1
NORTH,SNPL,4/1/2013,SHN,SNPL,24,2.115384615
NORTH,SNPL,4/1/2013,SHS,SNPL,9,1.45
SOUTH,SAND,4/1/2013,SNO,SAND,2007,1.266666667
SOUTH,SNPL,4/1/2013,SNO,SNPL,61,1.266666667
SOUTH,SNPL,4/1/2013,SSO,SNPL,32,1
SOUTH,CAGU,4/1/2013,WAL,Gull,90,1.115384615
SOUTH,gull,4/1/2013,WAL,Gull,100,1.115384615
SOUTH,HERG,4/1/2013,WAL,NA,1,1.115384615
SOUTH,SAND,4/1/2013,WAL,SAND,450,1.115384615
SOUTH,SNPL,4/1/2013,WAL,SNPL,18,1.115384615
NORTH,WEGU,4/10/2017,MIN,Gull,200,1.166666667
PURISIMA,SNPL,4/10/2017,PNO,SNPL,3,0
NORTH,SAND,4/10/2017,SAN,SAND,30,0.15
NORTH,SNPL,4/10/2017,SAN,SNPL,67,0.15
NORTH,SAND,4/10/2017,SHN,SAND,3,1.307692308
NORTH,SNPL,4/10/2017,SHN,SNPL,8,1.307692308
NORTH,SNPL,4/10/2017,SHS,SNPL,20,0.9
SOUTH,SAND,4/11/2016,SNO,SAND,359,0.9
SOUTH,SNPL,4/11/2016,SNO,SNPL,47,0.9
SOUTH,WEGU,4/11/2016,SNO,Gull,1,0.9
SOUTH,SAND,4/11/2016,SSO,SAND,50,0.444444444
SOUTH,SNPL,4/11/2016,SSO,SNPL,36,0.444444444
SOUTH,SAND,4/11/2016,WAL,SAND,45,0.653846154
SOUTH,SNPL,4/11/2016,WAL,SNPL,44,0.653846154
NORTH,SNPL,4/13/2015,MIN,SNPL,1,0.5
PURISIMA,SAND,4/13/2015,PNO,SAND,210,1.166666667
PURISIMA,SNPL,4/13/2015,PNO,SNPL,13,1.166666667
