survey_week,beach_section_initials,beach,species,species_type,total
2014-03-03,MIN,NORTH,WEGU,Gull,2
2014-03-03,PNO,PURISIMA,CAGU,Gull,2
2014-03-03,PNO,PURISIMA,SNPL,Shorebird,14
2014-03-03,PNO,PURISIMA,WEGU,Gull,1
2014-03-03,SAN,NORTH,CAGU,Gull,1
2014-03-03,SAN,NORTH,SAND,Shorebird,1
2014-03-03,SAN,NORTH,SNPL,Shorebird,34
2014-03-03,SAN,NORTH,WEGU,Gull,4
2014-03-03,SHN,NORTH,BBPL,Shorebird,1
2014-03-03,SHN,NORTH,LBCU,Shorebird,2
2014-03-03,SHN,NORTH,RTHA,Raptor,1
2014-03-03,SHN,NORTH,SAND,Shorebird,123
2014-03-03,SHN,NORTH,SNPL,Shorebird,8
2014-03-03,SHN,NORTH,WEGU,Gull,13
2014-03-03,SHN,NORTH,WHIM,Shorebird,1
2014-03-03,SHS,NORTH,SNPL,Shorebird,4
2014-03-03,SNO,SOUTH,BBPL,Shorebird,9
2014-03-03,SNO,SOUTH,SAND,Shorebird,60
2014-03-03,SNO,SOUTH,SNPL,Shorebird,94
2014-03-03,SSO,SOUTH,GWGU,Gull,1
2014-03-03,SSO,SOUTH,SEPL,Shorebird,3
2014-03-03,SSO,SOUTH,SNPL,Shorebird,32
2014-03-03,SSO,SOUTH,TUVU,Raptor,11
2014-03-03,SSO,SOUTH,WEGU,Gull,2
2014-03-03,WAL,SOUTH,BBPL,Shorebird,16
2014-03-03,WAL,SOUTH,CAGU,Gull,150
2014-03-03,WAL,SOUTH,LESA,Shorebird,40
2014-03-03,WAL,SOUTH,MEGU,Gull,11
2014-03-03,WAL,SOUTH,ROTE,Tern,1
2014-03-03,WAL,SOUTH,RUTU,Shorebird,1
2014-03-03,WAL,SOUTH,SAND,Shorebird,140
2014-03-03,WAL,SOUTH,TUVU,Raptor,2
2014-03-03,WAL,SOUTH,WEGU,Gull,50
2015-03-30,PCO,PURISIMA,COHA,Raptor,1
2015-03-30,PNO,PURISIMA,CAGU,Gull,2
2015-03-30,PNO,PURISIMA,gull,Gull,1
2015-03-30,PNO,PURISIMA,MERL,Raptor,1
2015-03-30,PNO,PURISIMA,RTHA,Raptor,1
2015-03-30,PNO,PURISIMA,SNPL,Shorebird,5
2015-03-30,PNO,PURISIMA,WHIM,Shorebird,1
2015-03-30,SAN,NORTH,BLTU,Shorebird,2
2015-03-30,SAN,NORTH,CAGU,Gull,1
2015-03-30,SAN,NORTH,MERL,Raptor,1
2015-03-30,SAN,NORTH,SAND,Shorebird,1000
2015-03-30,SAN,NORTH,SNPL,Shorebird,60
2015-03-30,SAN,NORTH,WEGU,Gull,2
2015-03-30,SHN,NORTH,SNPL,Shorebird,4
2015-03-30,SHS,NORTH,SAND,Shorebird,45
2015-03-30,SHS,NORTH,SNPL,Shorebird,3
2015-03-30,SHS,NORTH,WHIM,Shorebird,40
2015-03-30,SNO,SOUTH,BBPL,Shorebird,42
2015-03-30,SNO,SOUTH,KILL,Shorebird,2
2015-03-30,SNO,SOUTH,SAND,Shorebird,35
2015-03-30,SNO,SOUTH,SNPL,Shorebird,33
2015-03-30,SSO,SOUTH,SAND,Shorebird,1
2015-03-30,SSO,SOUTH,SNPL,Shorebird,43
2015-03-30,WAL,SOUTH,BBPL,Shorebird,2
2015-03-30,WAL,SOUTH,CAGU,Gull,30
2015-03-30,WAL,SOUTH,MAGO,Shorebird,1
2015-03-30,WAL,SOUTH,PEFA,Raptor,1
2015-03-30,WAL,SOUTH,SAND,Shorebird,11
2015-03-30,WAL,SOUTH,SNPL,Shorebird,43
2015-03-30,WAL,SOUTH,WEGU,Gull,2
2014-03-31,MIN,NORTH,RTHA,Raptor,1
2014-03-31,MIN,NORTH,SNPL,Shorebird,3
2014-03-31,PNO,PURISIMA,SNPL,Shorebird,15
2014-03-31,SAN,NORTH,SNPL,Shorebird,39
2014-03-31,SHN,NORTH,peeps,Shorebird,30
2014-03-31,SHN,NORTH,SNPL,Shorebird,7
2014-03-31,SHN,NORTH,SURF,Shorebird,200
2014-03-31,SHS,NORTH,BBPL,Shorebird,21
2014-03-31,SHS,NORTH,SAND,Shorebird,90
2014-03-31,SHS,NORTH,SNPL,Shorebird,6
2014-03-31,SHS,NORTH,SURF,Shorebird,345
2014-03-31,SNO,SOUTH,BBPL,Shorebird,45
2014-03-31,SNO,SOUTH,SNPL,Shorebird,94
2014-03-31,SNO,SOUTH,WESA,Shorebird,6
2014-03-31,SSO,SOUTH,SNPL,Shorebird,27
2014-03-31,WAL,SOUTH,BBPL,Shorebird,10
2014-03-31,WAL,SOUTH,BOGU,Gull,1
2014-03-31,WAL,SOUTH,CAGU,Gull,10
2014-03-31,WAL,SOUTH,LBCU,Shorebird,3
2014-03-31,WAL,SOUTH,SNPL,Shorebird,5
2014-03-31,WAL,SOUTH,WEGU,Gull,25
2014-03-31,WAL,SOUTH,WHIM,Shorebird,10
2012-03-05,MIN,NORTH,CAGU,Gull,1
2012-03-05,MIN,NORTH,LBCU,Shorebird,2
2012-03-05,MIN,NORTH,SNPL,Shorebird,7
2012-03-05,SAN,NORTH,BBPL,Shorebird,1
2012-03-05,SAN,NORTH,PEFA,Raptor,1
2012-03-05,SAN,NORTH,RTHA,Raptor,1
2012-03-05,SAN,NORTH,SAND,Shorebird,100
2012-03-05,SAN,NORTH,SNPL,Shorebird,44
2012-03-05,SHN,NORTH,CAGU,Gull,1
2012-03-05,SHN,NORTH,RTHA,Raptor,2
2012-03-05,SHN,NORTH,SAND,Shorebird,3000
2012-03-05,SHN,NORTH,SNPL,Shorebird,11
2012-03-05,SHS,NORTH,BBPL,Shorebird,19
2012-03-05,SHS,NORTH,gull,Gull,1
2012-03-05,SHS,NORTH,MERL,Raptor,1
2012-03-05,SHS,NORTH,SAND,Shorebird,245
2012-03-05,SHS,NORTH,SNPL,Shorebird,3
2012-03-05,SNO,SOUTH,RTHA,Raptor,1
2012-03-05,SNO,SOUTH,SAND,Shorebird,200
2012-03-05,SNO,SOUTH,SNPL,Shorebird,42
2012-03-05,SSO,SOUTH,AMKE,Raptor,1
2012-03-05,SSO,SOUTH,SAND,Shorebird,2020
2012-03-05,SSO,SOUTH,SNPL,Shorebird,24
2012-03-05,WAL,SOUTH,BBPL,Shorebird,1
2012-03-05,WAL,SOUTH,LESA,Shorebird,1
2012-03-05,WAL,SOUTH,RTHA,Raptor,1
2012-03-05,WAL,SOUTH,SAND,Shorebird,2650
2012-03-05,WAL,SOUTH,SNPL,Shorebird,8
2012-03-05,WAL,SOUTH,WESA,Shorebird,6
2012-03-05,WAL,SOUTH,YELL,Shorebird,1
2018-03-05,SNO,SOUTH,BBPL,Shorebird,4
2018-03-05,SNO,SOUTH,CAGU,Gull,4
2018-03-05,SNO,SOUTH,SAND,Shorebird,75
2018-03-05,SNO,SOUTH,SNPL,Shorebird,47
2018-03-05,SSO,SOUTH,BBPL,Shorebird,4
2018-03-05,SSO,SOUTH,SAND,Shorebird,205
2018-03-05,SSO,SOUTH,SNPL,Shorebird,33
2018-03-05,WAL,SOUTH,BBPL,Shorebird,5
2018-03-05,WAL,SOUTH,LBCU,Shorebird,1
2018-03-05,WAL,SOUTH,SAND,Shorebird,125
2018-03-05,WAL,SOUTH,SNPL,Shorebird,54
2018-03-05,WAL,SOUTH,WHIM,Shorebird,1
2017-03-06,SNO,SOUTH,BBPL,Shorebird,4
2017-03-06,SNO,SOUTH,SAND,Shorebird,250
2017-03-06,SNO,SOUTH,SNPL,Shorebird,36
2017-03-06,SNO,SOUTH,WHIM,Shorebird,1
2017-03-06,SSO,SOUTH,SAND,Shorebird,1391
2017-03-06,SSO,SOUTH,SNPL,Shorebird,63
2017-03-06,WAL,SOUTH,SNPL,Shorebird,14
2011-03-07,SNO,SOUTH,SNPL,Shorebird,52
2011-03-07,SSO,SOUTH,SNPL,Shorebird,16
2011-03-07,WAL,SOUTH,SNPL,Shorebird,28
2016-03-07,MIN,NORTH,SNPL,Shorebird,3
2016-03-07,PNO,PURISIMA,SNPL,Shorebird,5
2016-03-07,SHN,NORTH,MERL,Raptor,1
2016-03-07,SHN,NORTH,SAND,Shorebird,520
2016-03-07,SHN,NORTH,WHIM,Shorebird,3
2016-03-07,SHS,NORTH,RTHA,Raptor,1
2016-03-07,SHS,NORTH,SAND,Shorebird,322
2016-03-07,SHS,NORTH,SNPL,Shorebird,1
2016-03-07,SHS,NORTH,WESA,Shorebird,56
2015-03-09,MIN,NORTH,SAND,Shorebird,200
2015-03-09,PNO,PURISIMA,SAND,Shorebird,200
2015-03-09,PNO,PURISIMA,SNPL,Shorebird,59
2015-03-09,SAN,NORTH,MERL,Raptor,1
2015-03-09,SAN,NORTH,SNPL,Shorebird,47
2015-03-09,SHN,NORTH,BBPL,Shorebird,3
2015-03-09,SHN,NORTH,SAND,Shorebird,1576
2015-03-09,SHN,NORTH,SNPL,Shorebird,2
2015-03-09,SHN,NORTH,WESA,Shorebird,8
2015-03-09,SHS,NORTH,RTHA,Raptor,1
2015-03-09,SHS,NORTH,SAND,Shorebird,410
2015-03-09,SHS,NORTH,SNPL,Shorebird,5
2015-03-09,SNO,SOUTH,BBPL,Shorebird,7
2015-03-09,SNO,SOUTH,RTHA,Raptor,1
2015-03-09,SNO,SOUTH,SAND,Shorebird,454
2015-03-09,SNO,SOUTH,SNPL,Shorebird,38
2015-03-09,SNO,SOUTH,WESA,Shorebird,1
2015-03-09,SSO,SOUTH,SAND,Shorebird,504
2015-03-09,SSO,SOUTH,SNPL,Shorebird,67
2015-03-09,SSO,SOUTH,WHIM,Shorebird,2
2015-03-09,WAL,SOUTH,BBPL,Shorebird,15
2015-03-09,WAL,SOUTH,CAGU,Gull,40
2015-03-09,WAL,SOUTH,SAND,Shorebird,505
2015-03-09,WAL,SOUTH,SNPL,Shorebird,51
2015-03-09,WAL,SOUTH,WEGU,Gull,40
2013-04-01,MIN,NORTH,SNPL,Shorebird,2
2013-04-01,MIN,NORTH,WHIM,Shorebird,1
2013-04-01,PNO,PURISIMA,BBPL,Shorebird,9
2013-04-01,PNO,PURISIMA,BLTU,Shorebird,1
2013-04-01,PNO,PURISIMA,SAND,Shorebird,2
2013-04-01,SAN,NORTH,BBPL,Shorebird,14
2013-04-01,SAN,NORTH,PEFA,Raptor,1
2013-04-01,SAN,NORTH,SAND,Shorebird,1
2013-04-01,SAN,NORTH,SNPL,Shorebird,54
2013-04-01,SHN,NORTH,RTHA,Raptor,2
2013-04-01,SHN,NORTH,SNPL,Shorebird,24
2013-04-01,SHS,NORTH,SNPL,Shorebird,9
2013-04-01,SNO,SOUTH,AMKE,Raptor,1
2013-04-01,SNO,SOUTH,BBPL,Shorebird,12
2013-04-01,SNO,SOUTH,SAND,Shorebird,2007
2013-04-01,SNO,SOUTH,SNPL,Shorebird,61
2013-04-01,SNO,SOUTH,WHIM,Shorebird,8
2013-04-01,SSO,SOUTH,SEPL,Shorebird,3
2013-04-01,SSO,SOUTH,SNPL,Shorebird,32
2013-04-01,WAL,SOUTH,BBPL,Shorebird,8
2013-04-01,WAL,SOUTH,CAGU,Gull,90
2013-04-01,WAL,SOUTH,gull,Gull,100
2013-04-01,WAL,SOUTH,HERG,Gull,1
2013-04-01,WAL,SOUTH,SAND,Shorebird,450
2013-04-01,WAL,SOUTH,SNPL,Shorebird,18
2017-04-10,MIN,NORTH,SEPL,Shorebird,3
2017-04-10,MIN,NORTH,WEGU,Gull,200
2017-04-10,MIN,NORTH,WHIM,Shorebird,2
2017-04-10,PCO,PURISIMA,SNPL,Shorebird,5
2017-04-10,PNO,PURISIMA,PEFA,Raptor,2
2017-04-10,PNO,PURISIMA,SNPL,Shorebird,3
2017-04-10,SAN,NORTH,SAND,Shorebird,30
2017-04-10,SAN,NORTH,SEPL,Shorebird,8
2017-04-10,SAN,NORTH,SNPL,Shorebird,67
2017-04-10,SAN,NORTH,WESA,Shorebird,1
2017-04-10,SAN,NORTH,WHIM,Shorebird,70
2017-04-10,SHN,NORTH,SAND,Shorebird,3
2017-04-10,SHN,NORTH,SEPL,Shorebird,3
2017-04-10,SHN,NORTH,SNPL,Shorebird,8
2017-04-10,SHN,NORTH,WESA,Shorebird,1
2017-04-10,SHN,NORTH,WHIM,Shorebird,5
2017-04-10,SHS,NORTH,SNPL,Shorebird,20
2011-04-11,SNO,SOUTH,SNPL,Shorebird,3
2011-04-11,WAL,SOUTH,SEPL,Shorebird,5
2011-04-11,WAL,SOUTH,SNPL,Shorebird,44
2011-04-11,WAL,SOUTH,WESA,Shorebird,4
2016-04-11,SNO,SOUTH,BBPL,Shorebird,6
2016-04-11,SNO,SOUTH,SAND,Shorebird,359
2016-04-11,SNO,SOUTH,SEPL,Shorebird,30
2016-04-11,SNO,SOUTH,SNPL,Shorebird,47
2016-04-11,SNO,SOUTH,WEGU,Gull,1
2016-04-11,SNO,SOUTH,WESA,Shorebird,25
2016-04-11,SNO,SOUTH,WHIM,Shorebird,14
2016-04-11,SNO,SOUTH,WILL,Shorebird,3
2016-04-11,SSO,SOUTH,RTHA,Raptor,3
2016-04-11,SSO,SOUTH,SAND,Shorebird,50
2016-04-11,SSO,SOUTH,SEPL,Shorebird,3
2016-04-11,SSO,SOUTH,SNPL,Shorebird,36
2016-04-11,SSO,SOUTH,WESA,Shorebird,10
2016-04-11,SSO,SOUTH,WHIM,Shorebird,4
2016-04-11,WAL,SOUTH,BBPL,Shorebird,7
2016-04-11,WAL,SOUTH,PEFA,Raptor,1
2016-04-11,WAL,SOUTH,SAND,Shorebird,45
2016-04-11,WAL,SOUTH,SEPL,Shorebird,7
2016-04-11,WAL,SOUTH,SNPL,Shorebird,44
2016-04-11,WAL,SOUTH,WESA,Shorebird,15
2015-04-13,MIN,NORTH,BBPL,Shorebird,5
2015-04-13,MIN,NORTH,DUNL,Shorebird,6
2015-04-13,MIN,NORTH,SNPL,Shorebird,1
2015-04-13,MIN,NORTH,SURF,Shorebird,20
2015-04-13,MIN,NORTH,WHIM,Shorebird,50
2015-04-13,PNO,PURISIMA,BBPL,Shorebird,14
2015-04-13,PNO,PURISIMA,DUNL,Shorebird,1
2015-04-13,PNO,PURISIMA,SAND,Shorebird,210
2015-04-13,PNO,PURISIMA,SEPL,Shorebird,8
2015-04-13,PNO,PURISIMA,SNPL,Shorebird,13
2015-04-13,PNO,PURISIMA,WHIM,Shorebird,4
2015-04-13,SAN,NORTH,BBPL,Shorebird,25
2015-04-13,SAN,NORTH,DUNL,Shorebird,20
2015-04-13,SAN,NORTH,SAND,Shorebird,1570
2015-04-13,SAN,NORTH,SEPL,Shorebird,2
2015-04-13,SAN,NORTH,SNPL,Shorebird,26
2015-04-13,SAN,NORTH,WEGU,Gull,3
2015-04-13,SAN,NORTH,WESA,Shorebird,10
2015-04-13,SAN,NORTH,YELL,Shorebird,1
2015-04-13,SHN,NORTH,WHIM,Shorebird,23
2015-04-13,SHS,NORTH,SEPL,Shorebird,4
2015-04-13,SHS,NORTH,SNPL,Shorebird,8
2015-04-13,SNO,SOUTH,BBPL,Shorebird,19
2015-04-13,SNO,SOUTH,KILL,Shorebird,1
2015-04-13,SNO,SOUTH,SAND,Shorebird,94
2015-04-13,SNO,SOUTH,SEPL,Shorebird,3
2015-04-13,SNO,SOUTH,SNPL,Shorebird,46
2015-04-13,SSO,SOUTH,SEPL,Shorebird,4
2015-04-13,SSO,SOUTH,SNPL,Shorebird,40
2015-04-13,WAL,SOUTH,BBPL,Shorebird,5
2015-04-13,WAL,SOUTH,SAND,Shorebird,41
2015-04-13,WAL,SOUTH,SEPL,Shorebird,2
2015-04-13,WAL,SOUTH,SNPL,Shorebird,34
2015-04-13,WAL,SOUTH,WESA,Shorebird,31
2015-04-13,WAL,SOUTH,WILL,Shorebird,30
2014-04-14,MIN,NORTH,LBCU,Shorebird,1
2014-04-14,MIN,NORTH,SAND,Shorebird,1
2014-04-14,MIN,NORTH,SEPL,Shorebird,1
2014-04-14,MIN,NORTH,SNPL,Shorebird,2
2014-04-14,MIN,NORTH,WHIM,Shorebird,1
2014-04-14,PNO,PURISIMA,DUNL,Shorebird,2
2014-04-14,PNO,PURISIMA,LESA,Shorebird,1
2014-04-14,PNO,PURISIMA,SEPL,Shorebird,1
2014-04-14,PNO,PURISIMA,SNPL,Shorebird,13
2014-04-14,PNO,PURISIMA,SURF,Shorebird,2
2014-04-14,PNO,PURISIMA,WEGU,Gull,1
2014-04-14,PNO,PURISIMA,WESA,Shorebird,2
2014-04-14,PNO,PURISIMA,WHIM,Shorebird,22
2014-04-14,SAN,NORTH,BBPL,Shorebird,26
2014-04-14,SAN,NORTH,DUNL,Shorebird,1
2014-04-14,SAN,NORTH,peeps,Shorebird,2
2014-04-14,SAN,NORTH,SAND,Shorebird,100
2014-04-14,SAN,NORTH,SEPL,Shorebird,3
2014-04-14,SAN,NORTH,SNPL,Shorebird,61
2014-04-14,SAN,NORTH,SURF,Shorebird,130
2014-04-14,SAN,NORTH,WEGU,Gull,1
2014-04-14,SHN,NORTH,RTHA,Raptor,1
2014-04-14,SHN,NORTH,SEPL,Shorebird,5
2014-04-14,SHN,NORTH,SNPL,Shorebird,12
2014-04-14,SHN,NORTH,SURF,Shorebird,800
2014-04-14,SHS,NORTH,BBPL,Shorebird,8
2014-04-14,SHS,NORTH,SNPL,Shorebird,6
2014-04-14,SHS,NORTH,SURF,Shorebird,145
2014-04-14,SHS,NORTH,WHIM,Shorebird,250
2014-04-14,SNO,SOUTH,BBPL,Shorebird,10
2014-04-14,SNO,SOUTH,RTHA,Raptor,1
2014-04-14,SNO,SOUTH,SAND,Shorebird,1730
2014-04-14,SNO,SOUTH,SEPL,Shorebird,12
2014-04-14,SNO,SOUTH,SNPL,Shorebird,51
2014-04-14,SNO,SOUTH,WEGU,Gull,1
2014-04-14,SNO,SOUTH,WESA,Shorebird,1514
2014-04-14,SSO,SOUTH,gull,Gull,2
2014-04-14,SSO,SOUTH,SNPL,Shorebird,23
2014-04-14,WAL,SOUTH,DUNL,Shorebird,3
2014-04-14,WAL,SOUTH,SAND,Shorebird,350
2014-04-14,WAL,SOUTH,SNPL,Shorebird,24
2014-04-14,WAL,SOUTH,WEGU,Gull,30
2013-04-15,MIN,NORTH,SNPL,Shorebird,3
2013-04-15,PNO,PURISIMA,BBPL,Shorebird,102
2013-04-15,PNO,PURISIMA,DOWI,Shorebird,16
2013-04-15,PNO,PURISIMA,DUNL,Shorebird,12
2013-04-15,PNO,PURISIMA,SAND,Shorebird,120
2013-04-15,PNO,PURISIMA,SEPL,Shorebird,17
2013-04-15,PNO,PURISIMA,SNPL,Shorebird,2
2013-04-15,PNO,PURISIMA,WEGU,Gull,2
2013-04-15,PNO,PURISIMA,WHIM,Shorebird,4
2013-04-15,SAN,NORTH,AMAV,Shorebird,2
2013-04-15,SAN,NORTH,BBPL,Shorebird,21
2013-04-15,SAN,NORTH,PEFA,Raptor,2
2013-04-15,SAN,NORTH,RTHA,Raptor,1
2013-04-15,SAN,NORTH,SAND,Shorebird,145
2013-04-15,SAN,NORTH,SEPL,Shorebird,7
2013-04-15,SAN,NORTH,SNPL,Shorebird,36
2013-04-15,SHN,NORTH,AMAV,Shorebird,1
2013-04-15,SHN,NORTH,BBPL,Shorebird,16
2013-04-15,SHN,NORTH,DOWI,Shorebird,3
2013-04-15,SHN,NORTH,DUNL,Shorebird,531
2013-04-15,SHN,NORTH,SAND,Shorebird,1
2013-04-15,SHN,NORTH,SEPL,Shorebird,28
2013-04-15,SHN,NORTH,SNPL,Shorebird,34
2013-04-15,SHN,NORTH,WESA,Shorebird,2650
2013-04-15,SHN,NORTH,WHIM,Shorebird,22
2013-04-15,SHS,NORTH,BBPL,Shorebird,28
2013-04-15,SHS,NORTH,PEFA,Raptor,1
2013-04-15,SHS,NORTH,RTHA,Raptor,1
2013-04-15,SHS,NORTH,SEPL,Shorebird,7
2013-04-15,SHS,NORTH,SNPL,Shorebird,8
2013-04-15,SHS,NORTH,WESA,Shorebird,301
2013-04-15,SNO,SOUTH,BBPL,Shorebird,6
2013-04-15,SNO,SOUTH,CAGU,Gull,2
2013-04-15,SNO,SOUTH,NOHA,Raptor,1
2013-04-15,SNO,SOUTH,RTHA,Raptor,2
2013-04-15,SNO,SOUTH,SAND,Shorebird,4030
2013-04-15,SNO,SOUTH,SNPL,Shorebird,45
2013-04-15,SNO,SOUTH,WEGU,Gull,3
2013-04-15,SNO,SOUTH,WESA,Shorebird,100
2013-04-15,SSO,SOUTH,BBPL,Shorebird,8
2013-04-15,SSO,SOUTH,SAND,Shorebird,1500
2013-04-15,SSO,SOUTH,SEPL,Shorebird,2
2013-04-15,SSO,SOUTH,SNPL,Shorebird,24
2013-04-15,SSO,SOUTH,WHIM,Shorebird,14
2013-04-15,WAL,SOUTH,CAGU,Gull,31
2013-04-15,WAL,SOUTH,DUNL,Shorebird,6
2013-04-15,WAL,SOUTH,gull,Gull,30
2013-04-15,WAL,SOUTH,peeps,Shorebird,1000
2013-04-15,WAL,SOUTH,PEFA,Raptor,1
2013-04-15,WAL,SOUTH,RBGU,Gull,30
2013-04-15,WAL,SOUTH,SAND,Shorebird,1200
2013-04-15,WAL,SOUTH,SEPL,Shorebird,3
2013-04-15,WAL,SOUTH,SNPL,Shorebird,34
2013-04-15,WAL,SOUTH,WESA,Shorebird,350
2012-04-16,MIN,NORTH,SEPL,Shorebird,1
2012-04-16,MIN,NORTH,SNPL,Shorebird,11
2012-04-16,PCO,PURISIMA,RTHA,Raptor,2
2012-04-16,PNO,PURISIMA,peeps,Shorebird,50
2012-04-16,PNO,PURISIMA,SNPL,Shorebird,4
2012-04-16,SAN,NORTH,BBPL,Shorebird,22
2012-04-16,SAN,NORTH,gull,Gull,2
2012-04-16,SAN,NORTH,peeps,Shorebird,12
2012-04-16,SAN,NORTH,SAND,Shorebird,27
2012-04-16,SAN,NORTH,SEPL,Shorebird,43
2012-04-16,SAN,NORTH,SNPL,Shorebird,61
2012-04-16,SAN,NORTH,WHIM,Shorebird,1
2012-04-16,SHN,NORTH,SAND,Shorebird,2000
2012-04-16,SHN,NORTH,SEPL,Shorebird,10
2012-04-16,SHN,NORTH,SNPL,Shorebird,14
2012-04-16,SHN,NORTH,WHIM,Shorebird,140
2012-04-16,SHS,NORTH,BBPL,Shorebird,40
2012-04-16,SHS,NORTH,SAND,Shorebird,20
2012-04-16,SHS,NORTH,SEPL,Shorebird,24
2012-04-16,SHS,NORTH,SNPL,Shorebird,14
2012-04-16,SHS,NORTH,WHIM,Shorebird,7
2012-04-16,SNO,SOUTH,BBPL,Shorebird,80
2012-04-16,SNO,SOUTH,RTHA,Raptor,2
2012-04-16,SNO,SOUTH,SAND,Shorebird,630
2012-04-16,SNO,SOUTH,SEPL,Shorebird,118
2012-04-16,SNO,SOUTH,SNPL,Shorebird,68
2012-04-16,SNO,SOUTH,WESA,Shorebird,127
2012-04-16,SNO,SOUTH,WILL,Shorebird,2
2012-04-16,SSO,SOUTH,CAGU,Gull,1
2012-04-16,SSO,SOUTH,gull,Gull,1
2012-04-16,SSO,SOUTH,LBCU,Shorebird,2
2012-04-16,SSO,SOUTH,SAND,Shorebird,80
2012-04-16,SSO,SOUTH,SEPL,Shorebird,45
2012-04-16,SSO,SOUTH,SNPL,Shorebird,29
2012-04-16,SSO,SOUTH,WESA,Shorebird,1
2012-04-16,SSO,SOUTH,WHIM,Shorebird,3
2012-04-16,WAL,SOUTH,NOHA,Raptor,1
2012-04-16,WAL,SOUTH,SAND,Shorebird,43
2012-04-16,WAL,SOUTH,SEPL,Shorebird,4
2012-04-16,WAL,SOUTH,SNPL,Shorebird,44
2018-04-16,SNO,SOUTH,BBPL,Shorebird,14
2018-04-16,SNO,SOUTH,SAND,Shorebird,350
2018-04-16,SNO,SOUTH,SEPL,Shorebird,9
2018-04-16,SNO,SOUTH,SNPL,Shorebird,51
2018-04-16,SSO,SOUTH,BBPL,Shorebird,6
2018-04-16,SSO,SOUTH,SAND,Shorebird,1369
2018-04-16,SSO,SOUTH,SEPL,Shorebird,14
2018-04-16,SSO,SOUTH,SNPL,Shorebird,44
2018-04-16,SSO,SOUTH,WEGU,Gull,3
2018-04-16,SSO,SOUTH,WESA,Shorebird,4
2018-04-16,SSO,SOUTH,WHIM,Shorebird,2
2017-04-17,SNO,SOUTH,BBPL,Shorebird,2
2017-04-17,SNO,SOUTH,CAGU,Gull,2
2017-04-17,SNO,SOUTH,SAND,Shorebird,210
2017-04-17,SNO,SOUTH,SEPL,Shorebird,45
2017-04-17,SNO,SOUTH,SNPL,Shorebird,54
2017-04-17,SSO,SOUTH,SEPL,Shorebird,17
2017-04-17,SSO,SOUTH,SNPL,Shorebird,50
2017-04-17,SSO,SOUTH,WESA,Shorebird,16
2017-04-17,WAL,SOUTH,BBPL,Shorebird,10
2017-04-17,WAL,SOUTH,CAGU,Gull,6
2017-04-17,WAL,SOUTH,CATE,Tern,29
2017-04-17,WAL,SOUTH,KILL,Shorebird,1
2017-04-17,WAL,SOUTH,SAND,Shorebird,18
2017-04-17,WAL,SOUTH,SEPL,Shorebird,25
2017-04-17,WAL,SOUTH,SNPL,Shorebird,29
2017-04-17,WAL,SOUTH,WEGU,Gull,2
2017-04-17,WAL,SOUTH,WESA,Shorebird,26
2016-04-18,MIN,NORTH,BBPL,Shorebird,2
2016-04-18,MIN,NORTH,SAND,Shorebird,20
2016-04-18,MIN,NORTH,SEPL,Shorebird,5
2016-04-18,MIN,NORTH,SNPL,Shorebird,3
2016-04-18,MIN,NORTH,WHIM,Shorebird,1
2016-04-18,PCO,PURISIMA,AMKE,Raptor,1
2016-04-18,PCO,PURISIMA,RTHA,Raptor,2
2016-04-18,PCO,PURISIMA,SNPL,Shorebird,3
2016-04-18,PNO,PURISIMA,BBPL,Shorebird,12
2016-04-18,PNO,PURISIMA,BLTU,Shorebird,1
2016-04-18,PNO,PURISIMA,SEPL,Shorebird,5
2016-04-18,PNO,PURISIMA,SNPL,Shorebird,11
2016-04-18,SAN,NORTH,BBPL,Shorebird,25
2016-04-18,SAN,NORTH,gull,Gull,1
2016-04-18,SAN,NORTH,SAND,Shorebird,63
2016-04-18,SAN,NORTH,SEPL,Shorebird,2
2016-04-18,SAN,NORTH,SNPL,Shorebird,45
2016-04-18,SAN,NORTH,WESA,Shorebird,9
2016-04-18,SAN,NORTH,WHIM,Shorebird,29
2016-04-18,SHN,NORTH,SAND,Shorebird,305
2016-04-18,SHN,NORTH,SEPL,Shorebird,2
2016-04-18,SHN,NORTH,SNPL,Shorebird,11
2016-04-18,SHN,NORTH,WHIM,Shorebird,7
2016-04-18,SHS,NORTH,BBPL,Shorebird,2
2016-04-18,SHS,NORTH,SAND,Shorebird,155
2016-04-18,SHS,NORTH,SNPL,Shorebird,8
2016-04-18,SHS,NORTH,WESA,Shorebird,10
2016-04-18,SHS,NORTH,WHIM,Shorebird,135
2012-04-02,MIN,NORTH,BBPL,Shorebird,1
2012-04-02,MIN,NORTH,CAGU,Gull,3
2012-04-02,MIN,NORTH,LBCU,Shorebird,3
2012-04-02,MIN,NORTH,SAND,Shorebird,415
2012-04-02,MIN,NORTH,SNPL,Shorebird,41
2012-04-02,MIN,NORTH,WEGU,Gull,1
2012-04-02,MIN,NORTH,WHIM,Shorebird,4
2012-04-02,SHS,NORTH,DOWI,Shorebird,1
2012-04-02,SHS,NORTH,LBCU,Shorebird,1
2012-04-02,SHS,NORTH,SAND,Shorebird,1000
2018-04-02,SNO,SOUTH,BBPL,Shorebird,12
2018-04-02,SNO,SOUTH,LBCU,Shorebird,3
2018-04-02,SNO,SOUTH,SAND,Shorebird,246
2018-04-02,SNO,SOUTH,SNPL,Shorebird,59
2018-04-02,SNO,SOUTH,WESA,Shorebird,25
2018-04-02,SNO,SOUTH,WHIM,Shorebird,4
