survey_week,transect_block,y_proj,x_proj,species,count,Latitude,Longitude
7/23/2012,ALLIGATOR,3859179,718531,CAGU,1,34.85148265,-120.6097369
7/30/2012,ALLIGATOR,3859179,718531,HEEG,15,34.85148265,-120.6097369
8/13/2012,ALLIGATOR,3859179,718531,CAGU,1,34.85148265,-120.6097369
8/13/2012,ALLIGATOR,3859179,718531,HEEG,5,34.85148265,-120.6097369
8/13/2012,ALLIGATOR,3859179,718531,WHIM,1,34.85148265,-120.6097369
8/20/2012,ALLIGATOR,3859179,718531,HEEG,6,34.85148265,-120.6097369
8/20/2012,ALLIGATOR,3859179,718531,LBCU,7,34.85148265,-120.6097369
8/20/2012,ALLIGATOR,3859179,718531,WHIM,6,34.85148265,-120.6097369
8/27/2012,ALLIGATOR,3859179,718531,CAGU,20,34.85148265,-120.6097369
8/27/2012,ALLIGATOR,3859179,718531,LBCU,8,34.85148265,-120.6097369
8/27/2012,ALLIGATOR,3859179,718531,RBGU,2,34.85148265,-120.6097369
9/17/2012,ALLIGATOR,3859179,718531,HEEG,12,34.85148265,-120.6097369
9/17/2012,ALLIGATOR,3859179,718531,LBCU,1,34.85148265,-120.6097369
9/17/2012,ALLIGATOR,3859179,718531,SEPL,3,34.85148265,-120.6097369
5/13/2013,ALLIGATOR,3859179,718531,SAND,1,34.85148265,-120.6097369
7/15/2013,ALLIGATOR,3859179,718531,CAGU,1,34.85148265,-120.6097369
7/15/2013,ALLIGATOR,3859179,718531,LBCU,1,34.85148265,-120.6097369
7/15/2013,ALLIGATOR,3859179,718531,WEGU,1,34.85148265,-120.6097369
7/22/2013,ALLIGATOR,3859179,718531,HEEG,1,34.85148265,-120.6097369
7/29/2013,ALLIGATOR,3859179,718531,CAGU,2,34.85148265,-120.6097369
7/29/2013,ALLIGATOR,3859179,718531,HEEG,46,34.85148265,-120.6097369
8/12/2013,ALLIGATOR,3859179,718531,HEEG,15,34.85148265,-120.6097369
8/12/2013,ALLIGATOR,3859179,718531,LBCU,1,34.85148265,-120.6097369
8/19/2013,ALLIGATOR,3859179,718531,MAGO,4,34.85148265,-120.6097369
8/19/2013,ALLIGATOR,3859179,718531,SEPL,4,34.85148265,-120.6097369
8/19/2013,ALLIGATOR,3859179,718531,WHIM,5,34.85148265,-120.6097369
8/26/2013,ALLIGATOR,3859179,718531,CAGU,6,34.85148265,-120.6097369
8/26/2013,ALLIGATOR,3859179,718531,HEEG,45,34.85148265,-120.6097369
8/26/2013,ALLIGATOR,3859179,718531,WHIM,2,34.85148265,-120.6097369
9/2/2013,ALLIGATOR,3859179,718531,CAGU,5,34.85148265,-120.6097369
9/2/2013,ALLIGATOR,3859179,718531,HEEG,30,34.85148265,-120.6097369
9/2/2013,ALLIGATOR,3859179,718531,LBCU,5,34.85148265,-120.6097369
9/2/2013,ALLIGATOR,3859179,718531,MAGO,10,34.85148265,-120.6097369
9/2/2013,ALLIGATOR,3859179,718531,WEGU,15,34.85148265,-120.6097369
9/2/2013,ALLIGATOR,3859179,718531,WILL,2,34.85148265,-120.6097369
9/9/2013,ALLIGATOR,3859179,718531,CAGU,2,34.85148265,-120.6097369
9/9/2013,ALLIGATOR,3859179,718531,HEEG,30,34.85148265,-120.6097369
11/11/2013,ALLIGATOR,3859179,718531,WEGU,2,34.85148265,-120.6097369
12/9/2013,ALLIGATOR,3859179,718531,HEEG,35,34.85148265,-120.6097369
12/9/2013,ALLIGATOR,3859179,718531,WHIM,1,34.85148265,-120.6097369
1/20/2014,ALLIGATOR,3859179,718531,BBPL,5,34.85148265,-120.6097369
1/20/2014,ALLIGATOR,3859179,718531,CAGU,8,34.85148265,-120.6097369
1/20/2014,ALLIGATOR,3859179,718531,HEEG,4,34.85148265,-120.6097369
1/20/2014,ALLIGATOR,3859179,718531,WHIM,1,34.85148265,-120.6097369
6/2/2014,ALLIGATOR,3859179,718531,CAGU,6,34.85148265,-120.6097369
6/2/2014,ALLIGATOR,3859179,718531,HEEG,14,34.85148265,-120.6097369
6/9/2014,ALLIGATOR,3859179,718531,CAGU,1,34.85148265,-120.6097369
8/4/2014,ALLIGATOR,3859179,718531,CAGU,1,34.85148265,-120.6097369
8/4/2014,ALLIGATOR,3859179,718531,HEEG,80,34.85148265,-120.6097369
8/4/2014,ALLIGATOR,3859179,718531,OSPR,1,34.85148265,-120.6097369
8/4/2014,ALLIGATOR,3859179,718531,RBGU,5,34.85148265,-120.6097369
8/18/2014,ALLIGATOR,3859179,718531,CAGU,1,34.85148265,-120.6097369
8/18/2014,ALLIGATOR,3859179,718531,HEEG,4,34.85148265,-120.6097369
8/18/2014,ALLIGATOR,3859179,718531,LBCU,5,34.85148265,-120.6097369
8/18/2014,ALLIGATOR,3859179,718531,MAGO,5,34.85148265,-120.6097369
10/20/2014,ALLIGATOR,3859179,718531,HEEG,5,34.85148265,-120.6097369
10/20/2014,ALLIGATOR,3859179,718531,LBCU,2,34.85148265,-120.6097369
11/24/2014,ALLIGATOR,3859179,718531,HEEG,60,34.85148265,-120.6097369
11/24/2014,ALLIGATOR,3859179,718531,ROTE,1,34.85148265,-120.6097369
12/22/2014,ALLIGATOR,3859179,718531,CAGU,1,34.85148265,-120.6097369
12/22/2014,ALLIGATOR,3859179,718531,HEEG,45,34.85148265,-120.6097369
1/19/2015,ALLIGATOR,3859179,718531,SAND,300,34.85148265,-120.6097369
4/13/2015,ALLIGATOR,3859179,718531,DUNL,6,34.85148265,-120.6097369
4/13/2015,ALLIGATOR,3859179,718531,WHIM,20,34.85148265,-120.6097369
6/1/2015,ALLIGATOR,3859179,718531,CAGU,11,34.85148265,-120.6097369
6/1/2015,ALLIGATOR,3859179,718531,WEGU,15,34.85148265,-120.6097369
6/22/2015,ALLIGATOR,3859179,718531,CAGU,4,34.85148265,-120.6097369
6/22/2015,ALLIGATOR,3859179,718531,HEEG,10,34.85148265,-120.6097369
8/17/2015,ALLIGATOR,3859179,718531,HEEG,300,34.85148265,-120.6097369
8/17/2015,ALLIGATOR,3859179,718531,LBCU,30,34.85148265,-120.6097369
8/17/2015,ALLIGATOR,3859179,718531,MAGO,10,34.85148265,-120.6097369
8/17/2015,ALLIGATOR,3859179,718531,WEGU,5,34.85148265,-120.6097369
8/17/2015,ALLIGATOR,3859179,718531,WILL,3,34.85148265,-120.6097369
8/31/2015,ALLIGATOR,3859179,718531,HEEG,15,34.85148265,-120.6097369
8/31/2015,ALLIGATOR,3859179,718531,LBCU,1,34.85148265,-120.6097369
8/31/2015,ALLIGATOR,3859179,718531,MAGO,10,34.85148265,-120.6097369
11/16/2015,ALLIGATOR,3859179,718531,BBPL,7,34.85148265,-120.6097369
11/16/2015,ALLIGATOR,3859179,718531,HEEG,11,34.85148265,-120.6097369
11/16/2015,ALLIGATOR,3859179,718531,LBCU,1,34.85148265,-120.6097369
11/16/2015,ALLIGATOR,3859179,718531,SAND,10,34.85148265,-120.6097369
11/16/2015,ALLIGATOR,3859179,718531,WEGU,1,34.85148265,-120.6097369
1/18/2016,ALLIGATOR,3859179,718531,SAND,10,34.85148265,-120.6097369
2/15/2016,ALLIGATOR,3859179,718531,SAND,10,34.85148265,-120.6097369
5/2/2016,ALLIGATOR,3859179,718531,SAND,22,34.85148265,-120.6097369
8/1/2016,ALLIGATOR,3859179,718531,LBCU,1,34.85148265,-120.6097369
8/29/2016,ALLIGATOR,3859179,718531,HEEG,20,34.85148265,-120.6097369
8/29/2016,ALLIGATOR,3859179,718531,LBCU,6,34.85148265,-120.6097369
8/29/2016,ALLIGATOR,3859179,718531,MAGO,1,34.85148265,-120.6097369
9/12/2016,ALLIGATOR,3859179,718531,WEGU,2,34.85148265,-120.6097369
11/28/2016,ALLIGATOR,3859179,718531,BBPL,1,34.85148265,-120.6097369
4/10/2017,ALLIGATOR,3859179,718531,WEGU,200,34.85148265,-120.6097369
5/22/2017,ALLIGATOR,3859179,718531,CAGU,160,34.85148265,-120.6097369
6/5/2017,ALLIGATOR,3859179,718531,CAGU,1,34.85148265,-120.6097369
8/28/2017,ALLIGATOR,3859179,718531,HEEG,6,34.85148265,-120.6097369
8/28/2017,ALLIGATOR,3859179,718531,LBCU,1,34.85148265,-120.6097369
8/28/2017,ALLIGATOR,3859179,718531,MAGO,5,34.85148265,-120.6097369
9/25/2017,ALLIGATOR,3859179,718531,SAND,30,34.85148265,-120.6097369
10/9/2017,ALLIGATOR,3859179,718531,WEGU,1,34.85148265,-120.6097369
11/13/2017,ALLIGATOR,3859179,718531,SAND,5,34.85148265,-120.6097369
12/18/2017,ALLIGATOR,3859179,718531,BBPL,1,34.85148265,-120.6097369
12/18/2017,ALLIGATOR,3859179,718531,CAGU,1,34.85148265,-120.6097369
12/18/2017,ALLIGATOR,3859179,718531,SAND,3,34.85148265,-120.6097369
3/26/2018,ALLIGATOR,3859179,718531,WHIM,9,34.85148265,-120.6097369
8/13/2018,ALLIGATOR,3859179,718531,CAGU,1,34.85148265,-120.6097369
9/24/2018,ALLIGATOR,3859179,718531,LBCU,4,34.85148265,-120.6097369
9/24/2018,ALLIGATOR,3859179,718531,LBCU,4,34.85148265,-120.6097369
9/24/2018,ALLIGATOR,3859179,718531,MAGO,6,34.85148265,-120.6097369
9/24/2018,ALLIGATOR,3859179,718531,MAGO,6,34.85148265,-120.6097369
9/24/2018,ALLIGATOR,3859179,718531,WEGU,1,34.85148265,-120.6097369
9/24/2018,ALLIGATOR,3859179,718531,WEGU,1,34.85148265,-120.6097369
10/15/2018,ALLIGATOR,3859179,718531,SAND,20,34.85148265,-120.6097369
10/15/2018,ALLIGATOR,3859179,718531,WEGU,1,34.85148265,-120.6097369
12/10/2018,ALLIGATOR,3859179,718531,SAND,5,34.85148265,-120.6097369
1/28/2019,ALLIGATOR,3859179,718531,SAND,30,34.85148265,-120.6097369
10/19/2015,ALLIGATOR,3859179,718531,SNPL,2,34.85148265,-120.6097369
11/16/2015,ALLIGATOR,3859179,718531,SNPL,3,34.85148265,-120.6097369
1/18/2016,ALLIGATOR,3859179,718531,SNPL,3,34.85148265,-120.6097369
2/15/2016,ALLIGATOR,3859179,718531,SNPL,3,34.85148265,-120.6097369
6/5/2017,ALLIGATOR,3859179,718531,SNPL,2,34.85148265,-120.6097369
9/25/2017,ALLIGATOR,3859179,718531,SNPL,2,34.85148265,-120.6097369
10/9/2017,ALLIGATOR,3859179,718531,SNPL,4,34.85148265,-120.6097369
11/13/2017,ALLIGATOR,3859179,718531,SNPL,2,34.85148265,-120.6097369
12/18/2017,ALLIGATOR,3859179,718531,SNPL,4,34.85148265,-120.6097369
2/19/2018,ALLIGATOR,3859179,718531,SNPL,2,34.85148265,-120.6097369
4/23/2018,ALLIGATOR,3859179,718531,SNPL,2,34.85148265,-120.6097369
10/15/2018,ALLIGATOR,3859179,718531,SNPL,4,34.85148265,-120.6097369
12/10/2018,ALLIGATOR,3859179,718531,SNPL,6,34.85148265,-120.6097369
6/20/2011,ALLIGATOR,3859179,718531,SNPL,2,34.85148265,-120.6097369
6/27/2011,ALLIGATOR,3859179,718531,SNPL,4,34.85148265,-120.6097369
9/5/2011,ALLIGATOR,3859179,718531,SNPL,1,34.85148265,-120.6097369
9/12/2011,ALLIGATOR,3859179,718531,SNPL,3,34.85148265,-120.6097369
3/12/2012,ALLIGATOR,3859179,718531,SNPL,2,34.85148265,-120.6097369
3/19/2012,ALLIGATOR,3859179,718531,SNPL,2,34.85148265,-120.6097369
4/16/2012,ALLIGATOR,3859179,718531,SNPL,1,34.85148265,-120.6097369
4/23/2012,ALLIGATOR,3859179,718531,SNPL,1,34.85148265,-120.6097369
4/30/2012,ALLIGATOR,3859179,718531,SNPL,1,34.85148265,-120.6097369
5/14/2012,ALLIGATOR,3859179,718531,SNPL,2,34.85148265,-120.6097369
7/2/2012,ALLIGATOR,3859179,718531,SNPL,1,34.85148265,-120.6097369
4/22/2013,ALLIGATOR,3859179,718531,SNPL,1,34.85148265,-120.6097369
4/29/2013,ALLIGATOR,3859179,718531,SNPL,1,34.85148265,-120.6097369
5/13/2013,ALLIGATOR,3859179,718531,SNPL,1,34.85148265,-120.6097369
5/19/2014,ALLIGATOR,3859179,718531,SNPL,1,34.85148265,-120.6097369
5/9/2011,CHEST,3859063,718542,peeps,300,34.85043515,-120.609647
6/20/2011,CHEST,3859063,718542,gull,10,34.85043515,-120.609647
6/20/2011,CHEST,3859063,718542,LBCU,4,34.85043515,-120.609647
6/27/2011,CHEST,3859063,718542,HEEG,6,34.85043515,-120.609647
6/27/2011,CHEST,3859063,718542,WHIM,1,34.85043515,-120.609647
7/4/2011,CHEST,3859063,718542,HEEG,2,34.85043515,-120.609647
7/18/2011,CHEST,3859063,718542,gull,9,34.85043515,-120.609647
7/18/2011,CHEST,3859063,718542,HEEG,36,34.85043515,-120.609647
7/25/2011,CHEST,3859063,718542,gull,2,34.85043515,-120.609647
7/25/2011,CHEST,3859063,718542,HEEG,8,34.85043515,-120.609647
8/1/2011,CHEST,3859063,718542,gull,2,34.85043515,-120.609647
8/1/2011,CHEST,3859063,718542,HEEG,8,34.85043515,-120.609647
8/15/2011,CHEST,3859063,718542,gull,6,34.85043515,-120.609647
8/15/2011,CHEST,3859063,718542,HEEG,24,34.85043515,-120.609647
8/22/2011,CHEST,3859063,718542,HEEG,10,34.85043515,-120.609647
9/5/2011,CHEST,3859063,718542,gull,50,34.85043515,-120.609647
9/19/2011,CHEST,3859063,718542,HEEG,35,34.85043515,-120.609647
9/19/2011,CHEST,3859063,718542,RBGU,1,34.85043515,-120.609647
9/19/2011,CHEST,3859063,718542,SAND,15,34.85043515,-120.609647
9/26/2011,CHEST,3859063,718542,gull,4,34.85043515,-120.609647
9/26/2011,CHEST,3859063,718542,HEEG,20,34.85043515,-120.609647
3/26/2012,CHEST,3859063,718542,SAND,800,34.85043515,-120.609647
4/2/2012,CHEST,3859063,718542,CAGU,1,34.85043515,-120.609647
4/2/2012,CHEST,3859063,718542,SAND,80,34.85043515,-120.609647
4/23/2012,CHEST,3859063,718542,SEPL,1,34.85043515,-120.609647
4/23/2012,CHEST,3859063,718542,WHIM,60,34.85043515,-120.609647
5/7/2012,CHEST,3859063,718542,SAND,100,34.85043515,-120.609647
5/7/2012,CHEST,3859063,718542,SEPL,2,34.85043515,-120.609647
6/4/2012,CHEST,3859063,718542,gull,1,34.85043515,-120.609647
6/11/2012,CHEST,3859063,718542,CAGU,4,34.85043515,-120.609647
6/11/2012,CHEST,3859063,718542,HEEG,7,34.85043515,-120.609647
6/11/2012,CHEST,3859063,718542,RBGU,3,34.85043515,-120.609647
6/11/2012,CHEST,3859063,718542,WEGU,1,34.85043515,-120.609647
6/18/2012,CHEST,3859063,718542,CAGU,1,34.85043515,-120.609647
6/25/2012,CHEST,3859063,718542,CAGU,1,34.85043515,-120.609647
6/25/2012,CHEST,3859063,718542,HEEG,1,34.85043515,-120.609647
7/2/2012,CHEST,3859063,718542,HEEG,2,34.85043515,-120.609647
7/16/2012,CHEST,3859063,718542,gull,1,34.85043515,-120.609647
7/16/2012,CHEST,3859063,718542,WHIM,5,34.85043515,-120.609647
7/23/2012,CHEST,3859063,718542,CAGU,2,34.85043515,-120.609647
8/6/2012,CHEST,3859063,718542,LBCU,2,34.85043515,-120.609647
8/13/2012,CHEST,3859063,718542,CAGU,2,34.85043515,-120.609647
8/13/2012,CHEST,3859063,718542,HEEG,4,34.85043515,-120.609647
8/13/2012,CHEST,3859063,718542,WEGU,2,34.85043515,-120.609647
8/20/2012,CHEST,3859063,718542,HEEG,10,34.85043515,-120.609647
8/27/2012,CHEST,3859063,718542,HEEG,12,34.85043515,-120.609647
8/27/2012,CHEST,3859063,718542,LBCU,2,34.85043515,-120.609647
8/27/2012,CHEST,3859063,718542,MAGO,3,34.85043515,-120.609647
9/17/2012,CHEST,3859063,718542,WESA,1,34.85043515,-120.609647
4/8/2013,CHEST,3859063,718542,WHIM,1,34.85043515,-120.609647
4/22/2013,CHEST,3859063,718542,WHIM,5,34.85043515,-120.609647
4/29/2013,CHEST,3859063,718542,BOGU,1,34.85043515,-120.609647
7/29/2013,CHEST,3859063,718542,CAGU,3,34.85043515,-120.609647
7/29/2013,CHEST,3859063,718542,HEEG,17,34.85043515,-120.609647
7/29/2013,CHEST,3859063,718542,WEGU,1,34.85043515,-120.609647
8/12/2013,CHEST,3859063,718542,HEEG,20,34.85043515,-120.609647
8/12/2013,CHEST,3859063,718542,MAGO,3,34.85043515,-120.609647
8/19/2013,CHEST,3859063,718542,BLTU,1,34.85043515,-120.609647
8/26/2013,CHEST,3859063,718542,HEEG,5,34.85043515,-120.609647
8/26/2013,CHEST,3859063,718542,MAGO,53,34.85043515,-120.609647
8/26/2013,CHEST,3859063,718542,WHIM,4,34.85043515,-120.609647
8/26/2013,CHEST,3859063,718542,WILL,5,34.85043515,-120.609647
9/9/2013,CHEST,3859063,718542,CAGU,1,34.85043515,-120.609647
9/9/2013,CHEST,3859063,718542,HEEG,50,34.85043515,-120.609647
11/11/2013,CHEST,3859063,718542,HEEG,15,34.85043515,-120.609647
12/9/2013,CHEST,3859063,718542,CAGU,3,34.85043515,-120.609647
12/9/2013,CHEST,3859063,718542,HEEG,75,34.85043515,-120.609647
1/20/2014,CHEST,3859063,718542,BBPL,14,34.85043515,-120.609647
1/20/2014,CHEST,3859063,718542,CAGU,8,34.85043515,-120.609647
1/20/2014,CHEST,3859063,718542,LBCU,2,34.85043515,-120.609647
4/14/2014,CHEST,3859063,718542,LBCU,1,34.85043515,-120.609647
4/14/2014,CHEST,3859063,718542,WHIM,1,34.85043515,-120.609647
5/19/2014,CHEST,3859063,718542,CAGU,1,34.85043515,-120.609647
5/26/2014,CHEST,3859063,718542,WEGU,1,34.85043515,-120.609647
6/2/2014,CHEST,3859063,718542,CAGU,2,34.85043515,-120.609647
6/9/2014,CHEST,3859063,718542,CAGU,4,34.85043515,-120.609647
8/18/2014,CHEST,3859063,718542,CAGU,1,34.85043515,-120.609647
8/18/2014,CHEST,3859063,718542,MAGO,1,34.85043515,-120.609647
9/1/2014,CHEST,3859063,718542,CAGU,1,34.85043515,-120.609647
10/20/2014,CHEST,3859063,718542,BBPL,5,34.85043515,-120.609647
10/20/2014,CHEST,3859063,718542,HEEG,50,34.85043515,-120.609647
10/20/2014,CHEST,3859063,718542,LBCU,20,34.85043515,-120.609647
10/20/2014,CHEST,3859063,718542,MAGO,2,34.85043515,-120.609647
10/20/2014,CHEST,3859063,718542,SAND,7,34.85043515,-120.609647
11/24/2014,CHEST,3859063,718542,HEEG,20,34.85043515,-120.609647
11/24/2014,CHEST,3859063,718542,LBCU,2,34.85043515,-120.609647
11/24/2014,CHEST,3859063,718542,MAGO,1,34.85043515,-120.609647
12/22/2014,CHEST,3859063,718542,HEEG,16,34.85043515,-120.609647
3/23/2015,CHEST,3859063,718542,WILL,1,34.85043515,-120.609647
4/13/2015,CHEST,3859063,718542,WHIM,30,34.85043515,-120.609647
5/11/2015,CHEST,3859063,718542,CAGU,1,34.85043515,-120.609647
6/22/2015,CHEST,3859063,718542,HEEG,10,34.85043515,-120.609647
6/22/2015,CHEST,3859063,718542,PEFA,1,34.85043515,-120.609647
7/6/2015,CHEST,3859063,718542,AMKE,1,34.85043515,-120.609647
8/17/2015,CHEST,3859063,718542,CAGU,3,34.85043515,-120.609647
8/17/2015,CHEST,3859063,718542,ELTE,8,34.85043515,-120.609647
8/17/2015,CHEST,3859063,718542,HEEG,50,34.85043515,-120.609647
8/17/2015,CHEST,3859063,718542,ROTE,6,34.85043515,-120.609647
8/31/2015,CHEST,3859063,718542,HEEG,15,34.85043515,-120.609647
8/31/2015,CHEST,3859063,718542,MAGO,45,34.85043515,-120.609647
8/31/2015,CHEST,3859063,718542,WHIM,3,34.85043515,-120.609647
9/14/2015,CHEST,3859063,718542,HEEG,4,34.85043515,-120.609647
9/14/2015,CHEST,3859063,718542,LBCU,7,34.85043515,-120.609647
9/14/2015,CHEST,3859063,718542,MAGO,12,34.85043515,-120.609647
9/14/2015,CHEST,3859063,718542,SAND,50,34.85043515,-120.609647
9/14/2015,CHEST,3859063,718542,WHIM,2,34.85043515,-120.609647
10/19/2015,CHEST,3859063,718542,BBPL,5,34.85043515,-120.609647
10/19/2015,CHEST,3859063,718542,HEEG,15,34.85043515,-120.609647
10/19/2015,CHEST,3859063,718542,LBCU,10,34.85043515,-120.609647
10/19/2015,CHEST,3859063,718542,SAND,25,34.85043515,-120.609647
11/16/2015,CHEST,3859063,718542,BBPL,6,34.85043515,-120.609647
11/16/2015,CHEST,3859063,718542,HEEG,7,34.85043515,-120.609647
11/16/2015,CHEST,3859063,718542,LBCU,3,34.85043515,-120.609647
11/16/2015,CHEST,3859063,718542,SAND,50,34.85043515,-120.609647
12/14/2015,CHEST,3859063,718542,LBCU,1,34.85043515,-120.609647
1/18/2016,CHEST,3859063,718542,SAND,40,34.85043515,-120.609647
2/15/2016,CHEST,3859063,718542,SAND,10,34.85043515,-120.609647
5/2/2016,CHEST,3859063,718542,SAND,40,34.85043515,-120.609647
8/15/2016,CHEST,3859063,718542,LBCU,6,34.85043515,-120.609647
8/15/2016,CHEST,3859063,718542,MAGO,2,34.85043515,-120.609647
8/15/2016,CHEST,3859063,718542,WILL,1,34.85043515,-120.609647
6/5/2017,CHEST,3859063,718542,CAGU,4,34.85043515,-120.609647
6/5/2017,CHEST,3859063,718542,HEEG,10,34.85043515,-120.609647
8/28/2017,CHEST,3859063,718542,HEEG,2,34.85043515,-120.609647
8/28/2017,CHEST,3859063,718542,LBCU,3,34.85043515,-120.609647
8/28/2017,CHEST,3859063,718542,SEPL,2,34.85043515,-120.609647
8/28/2017,CHEST,3859063,718542,WESA,2,34.85043515,-120.609647
8/28/2017,CHEST,3859063,718542,WHIM,1,34.85043515,-120.609647
9/25/2017,CHEST,3859063,718542,SAND,25,34.85043515,-120.609647
11/13/2017,CHEST,3859063,718542,BBPL,5,34.85043515,-120.609647
11/13/2017,CHEST,3859063,718542,SAND,15,34.85043515,-120.609647
12/18/2017,CHEST,3859063,718542,BBPL,2,34.85043515,-120.609647
12/18/2017,CHEST,3859063,718542,SAND,5,34.85043515,-120.609647
4/23/2018,CHEST,3859063,718542,LBCU,1,34.85043515,-120.609647
4/23/2018,CHEST,3859063,718542,WHIM,5,34.85043515,-120.609647
7/2/2018,CHEST,3859063,718542,PEFA,1,34.85043515,-120.609647
7/16/2018,CHEST,3859063,718542,WHIM,16,34.85043515,-120.609647
7/30/2018,CHEST,3859063,718542,SEPL,1,34.85043515,-120.609647
8/13/2018,CHEST,3859063,718542,LBCU,1,34.85043515,-120.609647
8/27/2018,CHEST,3859063,718542,MAGO,28,34.85043515,-120.609647
9/10/2018,CHEST,3859063,718542,HEEG,4,34.85043515,-120.609647
9/10/2018,CHEST,3859063,718542,SAND,3,34.85043515,-120.609647
9/24/2018,CHEST,3859063,718542,BBPL,1,34.85043515,-120.609647
9/24/2018,CHEST,3859063,718542,BBPL,1,34.85043515,-120.609647
9/24/2018,CHEST,3859063,718542,CAGU,1,34.85043515,-120.609647
9/24/2018,CHEST,3859063,718542,CAGU,1,34.85043515,-120.609647
9/24/2018,CHEST,3859063,718542,LBCU,16,34.85043515,-120.609647
9/24/2018,CHEST,3859063,718542,LBCU,16,34.85043515,-120.609647
9/24/2018,CHEST,3859063,718542,MAGO,2,34.85043515,-120.609647
9/24/2018,CHEST,3859063,718542,MAGO,2,34.85043515,-120.609647
10/15/2018,CHEST,3859063,718542,CAGU,145,34.85043515,-120.609647
10/15/2018,CHEST,3859063,718542,HEEG,1,34.85043515,-120.609647
10/15/2018,CHEST,3859063,718542,HERG,15,34.85043515,-120.609647
10/15/2018,CHEST,3859063,718542,ROTE,10,34.85043515,-120.609647
10/15/2018,CHEST,3859063,718542,SAND,20,34.85043515,-120.609647
10/15/2018,CHEST,3859063,718542,WEGU,40,34.85043515,-120.609647
11/12/2018,CHEST,3859063,718542,SAND,15,34.85043515,-120.609647
12/10/2018,CHEST,3859063,718542,SAND,10,34.85043515,-120.609647
10/19/2015,CHEST,3859063,718542,SNPL,2,34.85043515,-120.609647
11/16/2015,CHEST,3859063,718542,SNPL,2,34.85043515,-120.609647
1/18/2016,CHEST,3859063,718542,SNPL,4,34.85043515,-120.609647
2/15/2016,CHEST,3859063,718542,SNPL,7,34.85043515,-120.609647
4/4/2016,CHEST,3859063,718542,SNPL,1,34.85043515,-120.609647
3/13/2017,CHEST,3859063,718542,SNPL,11,34.85043515,-120.609647
6/5/2017,CHEST,3859063,718542,SNPL,2,34.85043515,-120.609647
9/25/2017,CHEST,3859063,718542,SNPL,2,34.85043515,-120.609647
10/9/2017,CHEST,3859063,718542,SNPL,2,34.85043515,-120.609647
11/13/2017,CHEST,3859063,718542,SNPL,1,34.85043515,-120.609647
12/18/2017,CHEST,3859063,718542,SNPL,3,34.85043515,-120.609647
2/19/2018,CHEST,3859063,718542,SNPL,3,34.85043515,-120.609647
3/12/2018,CHEST,3859063,718542,SNPL,2,34.85043515,-120.609647
3/26/2018,CHEST,3859063,718542,SNPL,2,34.85043515,-120.609647
5/7/2018,CHEST,3859063,718542,SNPL,1,34.85043515,-120.609647
7/30/2018,CHEST,3859063,718542,SNPL,1,34.85043515,-120.609647
10/15/2018,CHEST,3859063,718542,SNPL,2,34.85043515,-120.609647
11/12/2018,CHEST,3859063,718542,SNPL,1,34.85043515,-120.609647
12/10/2018,CHEST,3859063,718542,SNPL,2,34.85043515,-120.609647
5/9/2011,CHEST,3859063,718542,SNPL,5,34.85043515,-120.609647
6/13/2011,CHEST,3859063,718542,SNPL,1,34.85043515,-120.609647
8/15/2011,CHEST,3859063,718542,SNPL,3,34.85043515,-120.609647
9/19/2011,CHEST,3859063,718542,SNPL,3,34.85043515,-120.609647
9/26/2011,CHEST,3859063,718542,SNPL,3,34.85043515,-120.609647
3/5/2012,CHEST,3859063,718542,SNPL,2,34.85043515,-120.609647
3/26/2012,CHEST,3859063,718542,SNPL,1,34.85043515,-120.609647
4/2/2012,CHEST,3859063,718542,SNPL,27,34.85043515,-120.609647
4/2/2012,CHEST,3859063,718542,SNPL,3,34.85043515,-120.609647
4/16/2012,CHEST,3859063,718542,SNPL,1,34.85043515,-120.609647
4/23/2012,CHEST,3859063,718542,SNPL,4,34.85043515,-120.609647
5/7/2012,CHEST,3859063,718542,SNPL,2,34.85043515,-120.609647
5/14/2012,CHEST,3859063,718542,SNPL,2,34.85043515,-120.609647
6/4/2012,CHEST,3859063,718542,SNPL,2,34.85043515,-120.609647
6/25/2012,CHEST,3859063,718542,SNPL,3,34.85043515,-120.609647
9/17/2012,CHEST,3859063,718542,SNPL,1,34.85043515,-120.609647
9/15/2014,CHEST,3859063,718542,SNPL,2,34.85043515,-120.609647
6/6/2011,ANCHOR,3858840,718532,gull,40,34.84842811,-120.6098144
6/6/2011,ANCHOR,3858840,718532,WHIM,5,34.84842811,-120.6098144
6/20/2011,ANCHOR,3858840,718532,gull,30,34.84842811,-120.6098144
6/27/2011,ANCHOR,3858840,718532,HEEG,12,34.84842811,-120.6098144
7/4/2011,ANCHOR,3858840,718532,gull,2,34.84842811,-120.6098144
7/4/2011,ANCHOR,3858840,718532,HEEG,8,34.84842811,-120.6098144
7/18/2011,ANCHOR,3858840,718532,gull,8,34.84842811,-120.6098144
7/18/2011,ANCHOR,3858840,718532,HEEG,32,34.84842811,-120.6098144
7/25/2011,ANCHOR,3858840,718532,gull,40,34.84842811,-120.6098144
7/25/2011,ANCHOR,3858840,718532,HEEG,160,34.84842811,-120.6098144
8/1/2011,ANCHOR,3858840,718532,gull,8,34.84842811,-120.6098144
8/1/2011,ANCHOR,3858840,718532,HEEG,32,34.84842811,-120.6098144
8/1/2011,ANCHOR,3858840,718532,WHIM,1,34.84842811,-120.6098144
