survey_week,beach_section_initials,beach,species,species_type,total,sp_2
2012-05-14,MIN,NORTH,SNPL,Shorebird,11,SNPL
2012-05-14,PNO,PURISIMA,SNPL,Shorebird,2,SNPL
2012-05-14,SAN,NORTH,SAND,Shorebird,20,SAND
2012-05-14,SAN,NORTH,SNPL,Shorebird,4,SNPL
2012-05-14,SHN,NORTH,SNPL,Shorebird,21,SNPL
2012-05-14,SHS,NORTH,SNPL,Shorebird,9,SNPL
2012-05-14,WAL,SOUTH,CAGU,Gull,150,Gull
2012-05-14,WAL,SOUTH,SAND,Shorebird,1975,SAND
2012-05-14,WAL,SOUTH,SNPL,Shorebird,15,SNPL
2012-05-21,MIN,NORTH,SNPL,Shorebird,3,SNPL
2012-05-21,PNO,PURISIMA,SAND,Shorebird,50,SAND
2012-05-21,PNO,PURISIMA,SNPL,Shorebird,6,SNPL
2012-05-21,SAN,NORTH,SAND,Shorebird,1300,SAND
2012-05-21,SAN,NORTH,SNPL,Shorebird,37,SNPL
2012-05-21,SHN,NORTH,SNPL,Shorebird,10,SNPL
2012-05-21,SHS,NORTH,SNPL,Shorebird,6,SNPL
2012-05-21,SNO,SOUTH,SAND,Shorebird,20,SAND
2012-05-21,SNO,SOUTH,SNPL,Shorebird,37,SNPL
2012-05-21,SNO,SOUTH,WEGU,Gull,1,Gull
2012-05-21,SSO,SOUTH,SNPL,Shorebird,35,SNPL
2012-05-21,WAL,SOUTH,CAGU,Gull,123,Gull
2012-05-21,WAL,SOUTH,SAND,Shorebird,431,SAND
2012-05-21,WAL,SOUTH,SNPL,Shorebird,36,SNPL
2012-05-21,WAL,SOUTH,WEGU,Gull,24,Gull
2012-05-28,SNO,SOUTH,SNPL,Shorebird,48,SNPL
2012-05-28,SNO,SOUTH,WEGU,Gull,6,Gull
2012-05-28,SSO,SOUTH,SNPL,Shorebird,22,SNPL
2012-05-28,SSO,SOUTH,WEGU,Gull,2,Gull
2012-05-28,WAL,SOUTH,CAGU,Gull,3,Gull
2012-05-28,WAL,SOUTH,SAND,Shorebird,55,SAND
2012-05-28,WAL,SOUTH,SNPL,Shorebird,33,SNPL
2012-06-04,MIN,NORTH,SNPL,Shorebird,6,SNPL
2012-06-04,SAN,NORTH,SNPL,Shorebird,68,SNPL
2012-06-04,SHN,NORTH,SNPL,Shorebird,5,SNPL
2012-06-04,SHS,NORTH,SNPL,Shorebird,10,SNPL
2012-06-11,MIN,NORTH,CAGU,Gull,17,Gull
2012-06-11,MIN,NORTH,HEEG,Gull,8,Gull
2012-06-11,MIN,NORTH,SNPL,Shorebird,2,SNPL
2012-06-11,MIN,NORTH,WEGU,Gull,1,Gull
2012-06-11,PNO,PURISIMA,SNPL,Shorebird,6,SNPL
2012-06-11,SAN,NORTH,SNPL,Shorebird,29,SNPL
2012-06-11,SHN,NORTH,CAGU,Gull,71,Gull
2012-06-11,SHN,NORTH,HEEG,Gull,41,Gull
2012-06-11,SHN,NORTH,SNPL,Shorebird,14,SNPL
2012-06-11,SHS,NORTH,CAGU,Gull,15,Gull
2012-06-11,SHS,NORTH,SNPL,Shorebird,6,SNPL
2012-06-11,SNO,SOUTH,SNPL,Shorebird,71,SNPL
2012-06-11,SSO,SOUTH,SNPL,Shorebird,37,SNPL
2012-06-11,WAL,SOUTH,SNPL,Shorebird,33,SNPL
2012-06-11,WAL,SOUTH,WEGU,Gull,4,Gull
2012-06-18,MIN,NORTH,CAGU,Gull,10,Gull
2012-06-18,MIN,NORTH,HEEG,Gull,10,Gull
2012-06-18,MIN,NORTH,SNPL,Shorebird,3,SNPL
2012-06-18,PNO,PURISIMA,CAGU,Gull,1,Gull
2012-06-18,PNO,PURISIMA,HEEG,Gull,1,Gull
2012-06-18,SAN,NORTH,CAGU,Gull,25,Gull
2012-06-18,SAN,NORTH,HEEG,Gull,86,Gull
2012-06-18,SAN,NORTH,SNPL,Shorebird,117,SNPL
2012-06-18,SAN,NORTH,WEGU,Gull,15,Gull
2012-06-18,SHN,NORTH,CAGU,Gull,7,Gull
2012-06-18,SHN,NORTH,HEEG,Gull,8,Gull
2012-06-18,SHN,NORTH,SNPL,Shorebird,10,SNPL
2012-06-18,SHS,NORTH,CAGU,Gull,14,Gull
2012-06-18,SHS,NORTH,HEEG,Gull,41,Gull
2012-06-18,SHS,NORTH,SNPL,Shorebird,3,SNPL
2012-06-18,SNO,SOUTH,SNPL,Shorebird,37,SNPL
2012-06-18,SSO,SOUTH,SNPL,Shorebird,46,SNPL
2012-06-18,WAL,SOUTH,SNPL,Shorebird,43,SNPL
2012-06-25,MIN,NORTH,CAGU,Gull,7,Gull
2012-06-25,MIN,NORTH,HEEG,Gull,36,Gull
2012-06-25,MIN,NORTH,SNPL,Shorebird,6,SNPL
2012-06-25,PNO,PURISIMA,CAGU,Gull,6,Gull
2012-06-25,PNO,PURISIMA,HEEG,Gull,44,Gull
2012-06-25,PNO,PURISIMA,SNPL,Shorebird,2,SNPL
2012-06-25,PNO,PURISIMA,WEGU,Gull,10,Gull
2012-06-25,SAN,NORTH,CAGU,Gull,6,Gull
2012-06-25,SAN,NORTH,HEEG,Gull,225,Gull
2012-06-25,SAN,NORTH,SNPL,Shorebird,73,SNPL
2012-06-25,SAN,NORTH,WEGU,Gull,1,Gull
2012-06-25,SHN,NORTH,HEEG,Gull,179,Gull
2012-06-25,SHN,NORTH,SNPL,Shorebird,7,SNPL
2012-06-25,SHS,NORTH,CAGU,Gull,2,Gull
2012-06-25,SHS,NORTH,HEEG,Gull,252,Gull
2012-06-25,SHS,NORTH,SNPL,Shorebird,4,SNPL
2012-06-25,SNO,SOUTH,HEEG,Gull,250,Gull
2012-06-25,SNO,SOUTH,SNPL,Shorebird,60,SNPL
2012-06-25,SSO,SOUTH,CAGU,Gull,6,Gull
2012-06-25,SSO,SOUTH,HEEG,Gull,355,Gull
2012-06-25,SSO,SOUTH,SNPL,Shorebird,52,SNPL
2012-06-25,SSO,SOUTH,WEGU,Gull,3,Gull
2012-06-25,WAL,SOUTH,CAGU,Gull,1,Gull
2012-06-25,WAL,SOUTH,HEEG,Gull,128,Gull
2012-06-25,WAL,SOUTH,SNPL,Shorebird,29,SNPL
2012-06-25,WAL,SOUTH,WEGU,Gull,50,Gull
2012-07-02,MIN,NORTH,CAGU,Gull,5,Gull
2012-07-02,MIN,NORTH,HEEG,Gull,102,Gull
2012-07-02,MIN,NORTH,SNPL,Shorebird,3,SNPL
2012-07-02,MIN,NORTH,WEGU,Gull,2,Gull
2012-07-02,PNO,PURISIMA,CAGU,Gull,6,Gull
2012-07-02,PNO,PURISIMA,HEEG,Gull,41,Gull
2012-07-02,PNO,PURISIMA,SNPL,Shorebird,3,SNPL
2012-07-02,PNO,PURISIMA,WEGU,Gull,3,Gull
2012-07-02,SAN,NORTH,CAGU,Gull,5,Gull
2012-07-02,SAN,NORTH,HEEG,Gull,414,Gull
2012-07-02,SAN,NORTH,SNPL,Shorebird,70,SNPL
2012-07-02,SAN,NORTH,WEGU,Gull,18,Gull
2012-07-02,SHN,NORTH,CAGU,Gull,36,Gull
2012-07-02,SHN,NORTH,HEEG,Gull,195,Gull
2012-07-02,SHN,NORTH,SNPL,Shorebird,10,SNPL
2012-07-02,SHN,NORTH,WEGU,Gull,6,Gull
2012-07-02,SHS,NORTH,CAGU,Gull,17,Gull
2012-07-02,SHS,NORTH,HEEG,Gull,359,Gull
2012-07-02,SHS,NORTH,SNPL,Shorebird,5,SNPL
2012-07-02,SNO,SOUTH,SNPL,Shorebird,58,SNPL
2012-07-02,SSO,SOUTH,SNPL,Shorebird,53,SNPL
2012-07-02,WAL,SOUTH,CAGU,Gull,3,Gull
2012-07-02,WAL,SOUTH,HEEG,Gull,55,Gull
2012-07-02,WAL,SOUTH,SNPL,Shorebird,53,SNPL
2012-07-02,WAL,SOUTH,WEGU,Gull,15,Gull
2012-07-09,MIN,NORTH,SNPL,Shorebird,2,SNPL
2012-07-09,PNO,PURISIMA,HEEG,Gull,39,Gull
2012-07-09,PNO,PURISIMA,SNPL,Shorebird,3,SNPL
2012-07-09,PNO,PURISIMA,WEGU,Gull,8,Gull
2012-07-09,SAN,NORTH,HEEG,Gull,73,Gull
2012-07-09,SAN,NORTH,SNPL,Shorebird,64,SNPL
2012-07-09,SHN,NORTH,SNPL,Shorebird,3,SNPL
2012-07-09,SHS,NORTH,SNPL,Shorebird,15,SNPL
2012-07-09,SNO,SOUTH,SNPL,Shorebird,67,SNPL
2012-07-09,SSO,SOUTH,SNPL,Shorebird,53,SNPL
2012-07-09,WAL,SOUTH,HEEG,Gull,8,Gull
2012-07-09,WAL,SOUTH,SNPL,Shorebird,35,SNPL
2012-07-16,PNO,PURISIMA,HEEG,Gull,24,Gull
2012-07-16,PNO,PURISIMA,SNPL,Shorebird,4,SNPL
2012-07-16,PNO,PURISIMA,WEGU,Gull,6,Gull
2012-07-16,SAN,NORTH,CAGU,Gull,1,Gull
2012-07-16,SAN,NORTH,SAND,Shorebird,8,SAND
2012-07-16,SAN,NORTH,SNPL,Shorebird,74,SNPL
2012-07-16,SHN,NORTH,SNPL,Shorebird,15,SNPL
2012-07-16,SHS,NORTH,SNPL,Shorebird,5,SNPL
2012-07-16,SNO,SOUTH,HEEG,Gull,14,Gull
2012-07-16,SNO,SOUTH,SAND,Shorebird,5,SAND
2012-07-16,SNO,SOUTH,SNPL,Shorebird,78,SNPL
2012-07-16,SSO,SOUTH,HEEG,Gull,2,Gull
2012-07-16,SSO,SOUTH,SNPL,Shorebird,44,SNPL
2012-07-16,WAL,SOUTH,CAGU,Gull,50,Gull
2012-07-16,WAL,SOUTH,HEEG,Gull,63,Gull
2012-07-16,WAL,SOUTH,SAND,Shorebird,80,SAND
2012-07-16,WAL,SOUTH,SNPL,Shorebird,47,SNPL
2012-07-16,WAL,SOUTH,WEGU,Gull,30,Gull
2012-07-23,MIN,NORTH,CAGU,Gull,8,Gull
2012-07-23,MIN,NORTH,HEEG,Gull,285,Gull
2012-07-23,PNO,PURISIMA,HEEG,Gull,26,Gull
2012-07-23,PNO,PURISIMA,SNPL,Shorebird,3,SNPL
2012-07-23,PNO,PURISIMA,WEGU,Gull,10,Gull
2012-07-23,SAN,NORTH,CAGU,Gull,1,Gull
2012-07-23,SAN,NORTH,HEEG,Gull,26,Gull
2012-07-23,SAN,NORTH,SNPL,Shorebird,58,SNPL
2012-07-23,SAN,NORTH,WEGU,Gull,9,Gull
2012-07-23,SHN,NORTH,CAGU,Gull,2,Gull
2012-07-23,SHN,NORTH,HEEG,Gull,85,Gull
2012-07-23,SHN,NORTH,SNPL,Shorebird,38,SNPL
2012-07-23,SHS,NORTH,CAGU,Gull,8,Gull
2012-07-23,SHS,NORTH,HEEG,Gull,26,Gull
2012-07-23,SHS,NORTH,SAND,Shorebird,30,SAND
2012-07-23,SHS,NORTH,SNPL,Shorebird,3,SNPL
2012-07-23,SHS,NORTH,WEGU,Gull,3,Gull
2012-07-23,SNO,SOUTH,CAGU,Gull,40,Gull
2012-07-23,SNO,SOUTH,HEEG,Gull,60,Gull
2012-07-23,SNO,SOUTH,SAND,Shorebird,4,SAND
2012-07-23,SNO,SOUTH,SNPL,Shorebird,117,SNPL
2012-07-23,SNO,SOUTH,WEGU,Gull,21,Gull
2012-07-23,SSO,SOUTH,CAGU,Gull,12,Gull
2012-07-23,SSO,SOUTH,HEEG,Gull,20,Gull
2012-07-23,SSO,SOUTH,SNPL,Shorebird,8,SNPL
2012-07-23,SSO,SOUTH,WEGU,Gull,8,Gull
2012-07-23,WAL,SOUTH,SAND,Shorebird,77,SAND
2012-07-23,WAL,SOUTH,SNPL,Shorebird,30,SNPL
2012-07-30,MIN,NORTH,CAGU,Gull,2,Gull
2012-07-30,MIN,NORTH,HEEG,Gull,320,Gull
2012-07-30,MIN,NORTH,WEGU,Gull,1,Gull
2012-07-30,PNO,PURISIMA,CAGU,Gull,3,Gull
2012-07-30,PNO,PURISIMA,HEEG,Gull,35,Gull
2012-07-30,PNO,PURISIMA,SNPL,Shorebird,6,SNPL
2012-07-30,PNO,PURISIMA,WEGU,Gull,7,Gull
2012-07-30,SAN,NORTH,CAGU,Gull,11,Gull
2012-07-30,SAN,NORTH,HEEG,Gull,113,Gull
2012-07-30,SAN,NORTH,SNPL,Shorebird,51,SNPL
2012-07-30,SAN,NORTH,WEGU,Gull,20,Gull
2012-07-30,SHN,NORTH,HEEG,Gull,97,Gull
2012-07-30,SHN,NORTH,SAND,Shorebird,50,SAND
2012-07-30,SHN,NORTH,SNPL,Shorebird,47,SNPL
2012-07-30,SHS,NORTH,HEEG,Gull,84,Gull
2012-07-30,SHS,NORTH,SAND,Shorebird,300,SAND
2012-07-30,SHS,NORTH,SNPL,Shorebird,7,SNPL
2012-07-30,SHS,NORTH,WEGU,Gull,1,Gull
2012-07-30,SNO,SOUTH,CAGU,Gull,1,Gull
2012-07-30,SNO,SOUTH,HEEG,Gull,11,Gull
2012-07-30,SNO,SOUTH,SAND,Shorebird,4,SAND
2012-07-30,SNO,SOUTH,SNPL,Shorebird,82,SNPL
2012-07-30,SNO,SOUTH,WEGU,Gull,1,Gull
2012-07-30,SSO,SOUTH,SAND,Shorebird,1,SAND
2012-07-30,SSO,SOUTH,SNPL,Shorebird,62,SNPL
2012-07-30,WAL,SOUTH,CAGU,Gull,4,Gull
2012-07-30,WAL,SOUTH,HEEG,Gull,14,Gull
2012-07-30,WAL,SOUTH,SAND,Shorebird,58,SAND
2012-07-30,WAL,SOUTH,SNPL,Shorebird,47,SNPL
2012-07-30,WAL,SOUTH,WEGU,Gull,18,Gull
2012-08-06,MIN,NORTH,HEEG,Gull,59,Gull
2012-08-06,MIN,NORTH,SNPL,Shorebird,2,SNPL
2012-08-06,MIN,NORTH,WEGU,Gull,4,Gull
2012-08-06,PNO,PURISIMA,HEEG,Gull,1,Gull
2012-08-06,PNO,PURISIMA,SAND,Shorebird,2120,SAND
2012-08-06,PNO,PURISIMA,SNPL,Shorebird,14,SNPL
2012-08-06,PNO,PURISIMA,WEGU,Gull,45,Gull
2012-08-06,SAN,NORTH,HEEG,Gull,64,Gull
2012-08-06,SAN,NORTH,SAND,Shorebird,3230,SAND
2012-08-06,SAN,NORTH,SNPL,Shorebird,54,SNPL
2012-08-06,SAN,NORTH,WEGU,Gull,14,Gull
2012-08-06,SHN,NORTH,HEEG,Gull,12,Gull
2012-08-06,SHN,NORTH,SNPL,Shorebird,11,SNPL
2012-08-06,SHN,NORTH,WEGU,Gull,2,Gull
2012-08-06,SHS,NORTH,CAGU,Gull,2,Gull
2012-08-06,SHS,NORTH,HEEG,Gull,62,Gull
2012-08-06,SHS,NORTH,SAND,Shorebird,3,SAND
2012-08-06,SHS,NORTH,SNPL,Shorebird,9,SNPL
2012-08-06,SHS,NORTH,WEGU,Gull,4,Gull
2012-08-06,SNO,SOUTH,SAND,Shorebird,16,SAND
2012-08-06,SNO,SOUTH,SNPL,Shorebird,142,SNPL
2012-08-06,SSO,SOUTH,SNPL,Shorebird,41,SNPL
2012-08-06,WAL,SOUTH,SAND,Shorebird,2,SAND
2012-08-06,WAL,SOUTH,SNPL,Shorebird,18,SNPL
2012-08-13,MIN,NORTH,CAGU,Gull,8,Gull
2012-08-13,MIN,NORTH,HEEG,Gull,132,Gull
2012-08-13,MIN,NORTH,WEGU,Gull,9,Gull
2012-08-13,PNO,PURISIMA,CAGU,Gull,30,Gull
2012-08-13,PNO,PURISIMA,SAND,Shorebird,45,SAND
2012-08-13,PNO,PURISIMA,SNPL,Shorebird,10,SNPL
2012-08-13,PNO,PURISIMA,WEGU,Gull,35,Gull
2012-08-13,SAN,NORTH,CAGU,Gull,14,Gull
2012-08-13,SAN,NORTH,HEEG,Gull,175,Gull
2012-08-13,SAN,NORTH,SAND,Shorebird,1150,SAND
2012-08-13,SAN,NORTH,SNPL,Shorebird,87,SNPL
2012-08-13,SAN,NORTH,WEGU,Gull,7,Gull
2012-08-13,SHN,NORTH,CAGU,Gull,1,Gull
2012-08-13,SHN,NORTH,HEEG,Gull,3,Gull
2012-08-13,SHN,NORTH,SNPL,Shorebird,48,SNPL
2012-08-13,SHN,NORTH,WEGU,Gull,1,Gull
2012-08-13,SHS,NORTH,HEEG,Gull,51,Gull
2012-08-13,SHS,NORTH,SAND,Shorebird,16,SAND
2012-08-13,SHS,NORTH,SNPL,Shorebird,16,SNPL
2012-08-13,SHS,NORTH,WEGU,Gull,2,Gull
2012-08-13,SNO,SOUTH,HEEG,Gull,2,Gull
2012-08-13,SNO,SOUTH,SAND,Shorebird,62,SAND
2012-08-13,SNO,SOUTH,SNPL,Shorebird,91,SNPL
2012-08-13,SNO,SOUTH,WEGU,Gull,1,Gull
2012-08-13,SSO,SOUTH,SNPL,Shorebird,79,SNPL
2012-08-13,SSO,SOUTH,WEGU,Gull,1,Gull
2012-08-13,WAL,SOUTH,HEEG,Gull,5,Gull
2012-08-13,WAL,SOUTH,SAND,Shorebird,193,SAND
2012-08-13,WAL,SOUTH,SNPL,Shorebird,42,SNPL
2012-08-13,WAL,SOUTH,WEGU,Gull,6,Gull
2012-08-20,MIN,NORTH,CAGU,Gull,16,Gull
2012-08-20,MIN,NORTH,HEEG,Gull,266,Gull
2012-08-20,MIN,NORTH,WEGU,Gull,17,Gull
2012-08-20,PNO,PURISIMA,CAGU,Gull,20,Gull
2012-08-20,PNO,PURISIMA,HEEG,Gull,80,Gull
2012-08-20,PNO,PURISIMA,SAND,Shorebird,104,SAND
2012-08-20,PNO,PURISIMA,SNPL,Shorebird,25,SNPL
2012-08-20,PNO,PURISIMA,WEGU,Gull,22,Gull
2012-08-20,SAN,NORTH,CAGU,Gull,14,Gull
2012-08-20,SAN,NORTH,HEEG,Gull,122,Gull
2012-08-20,SAN,NORTH,SAND,Shorebird,102,SAND
2012-08-20,SAN,NORTH,SNPL,Shorebird,101,SNPL
2012-08-20,SAN,NORTH,WEGU,Gull,15,Gull
2012-08-20,SHN,NORTH,CAGU,Gull,4,Gull
2012-08-20,SHN,NORTH,HEEG,Gull,55,Gull
2012-08-20,SHN,NORTH,SAND,Shorebird,4,SAND
2012-08-20,SHN,NORTH,SNPL,Shorebird,44,SNPL
2012-08-20,SHN,NORTH,WEGU,Gull,3,Gull
2012-08-20,SHS,NORTH,CAGU,Gull,5,Gull
2012-08-20,SHS,NORTH,HEEG,Gull,140,Gull
2012-08-20,SHS,NORTH,SNPL,Shorebird,18,SNPL
2012-08-20,SHS,NORTH,WEGU,Gull,5,Gull
2012-08-20,SNO,SOUTH,SAND,Shorebird,86,SAND
2012-08-20,SNO,SOUTH,SNPL,Shorebird,97,SNPL
2012-08-20,SSO,SOUTH,CAGU,Gull,2,Gull
2012-08-20,SSO,SOUTH,HEEG,Gull,20,Gull
2012-08-20,SSO,SOUTH,SNPL,Shorebird,70,SNPL
2012-08-20,SSO,SOUTH,WEGU,Gull,5,Gull
2012-08-20,WAL,SOUTH,CAGU,Gull,1,Gull
2012-08-20,WAL,SOUTH,SAND,Shorebird,190,SAND
2012-08-20,WAL,SOUTH,SNPL,Shorebird,42,SNPL
2012-08-27,MIN,NORTH,CAGU,Gull,22,Gull
2012-08-27,MIN,NORTH,HEEG,Gull,116,Gull
2012-08-27,MIN,NORTH,WEGU,Gull,5,Gull
2012-08-27,PCO,PURISIMA,CAGU,Gull,2,Gull
2012-08-27,PCO,PURISIMA,WEGU,Gull,3,Gull
2012-08-27,PNO,PURISIMA,CAGU,Gull,39,Gull
2012-08-27,PNO,PURISIMA,HEEG,Gull,100,Gull
2012-08-27,PNO,PURISIMA,SAND,Shorebird,72,SAND
2012-08-27,PNO,PURISIMA,SNPL,Shorebird,2,SNPL
2012-08-27,PNO,PURISIMA,WEGU,Gull,29,Gull
2012-08-27,SAN,NORTH,CAGU,Gull,1,Gull
2012-08-27,SAN,NORTH,HEEG,Gull,41,Gull
2012-08-27,SAN,NORTH,SAND,Shorebird,1,SAND
2012-08-27,SAN,NORTH,SNPL,Shorebird,134,SNPL
2012-08-27,SAN,NORTH,WEGU,Gull,3,Gull
2012-08-27,SHN,NORTH,HEEG,Gull,260,Gull
2012-08-27,SHN,NORTH,SNPL,Shorebird,9,SNPL
2012-08-27,SHS,NORTH,CAGU,Gull,30,Gull
2012-08-27,SHS,NORTH,HEEG,Gull,216,Gull
2012-08-27,SHS,NORTH,SNPL,Shorebird,39,SNPL
2012-08-27,SHS,NORTH,WEGU,Gull,17,Gull
2012-08-27,SNO,SOUTH,SAND,Shorebird,330,SAND
2012-08-27,SNO,SOUTH,SNPL,Shorebird,133,SNPL
2012-08-27,SSO,SOUTH,SNPL,Shorebird,65,SNPL
2012-08-27,WAL,SOUTH,SAND,Shorebird,49,SAND
2012-08-27,WAL,SOUTH,SNPL,Shorebird,18,SNPL
2012-09-03,SNO,SOUTH,SAND,Shorebird,1069,SAND
2012-09-03,SNO,SOUTH,SNPL,Shorebird,192,SNPL
2012-09-03,SSO,SOUTH,SNPL,Shorebird,48,SNPL
2012-09-03,WAL,SOUTH,SAND,Shorebird,20,SAND
2012-09-03,WAL,SOUTH,SNPL,Shorebird,14,SNPL
2012-09-10,SNO,SOUTH,SAND,Shorebird,2147,SAND
2012-09-10,SNO,SOUTH,SNPL,Shorebird,172,SNPL
2012-09-10,SSO,SOUTH,CAGU,Gull,3,Gull
2012-09-10,SSO,SOUTH,HEEG,Gull,20,Gull
2012-09-10,SSO,SOUTH,SAND,Shorebird,28,SAND
2012-09-10,SSO,SOUTH,SNPL,Shorebird,22,SNPL
2012-09-10,SSO,SOUTH,WEGU,Gull,3,Gull
2012-09-10,WAL,SOUTH,CAGU,Gull,14,Gull
2012-09-10,WAL,SOUTH,HEEG,Gull,90,Gull
2012-09-10,WAL,SOUTH,SAND,Shorebird,562,SAND
2012-09-10,WAL,SOUTH,SNPL,Shorebird,25,SNPL
2012-09-10,WAL,SOUTH,WEGU,Gull,5,Gull
2012-09-17,MIN,NORTH,CAGU,Gull,2,Gull
2012-09-17,MIN,NORTH,HEEG,Gull,422,Gull
2012-09-17,MIN,NORTH,SNPL,Shorebird,1,SNPL
2012-09-17,PNO,PURISIMA,CAGU,Gull,20,Gull
2012-09-17,PNO,PURISIMA,HEEG,Gull,26,Gull
2012-09-17,PNO,PURISIMA,SAND,Shorebird,2012,SAND
2012-09-17,PNO,PURISIMA,WEGU,Gull,40,Gull
2012-09-17,SAN,NORTH,HEEG,Gull,112,Gull
2012-09-17,SAN,NORTH,SNPL,Shorebird,71,SNPL
2012-09-17,SAN,NORTH,WEGU,Gull,35,Gull
2012-09-17,SHN,NORTH,HEEG,Gull,61,Gull
2012-09-17,SHN,NORTH,SAND,Shorebird,110,SAND
2012-09-17,SHN,NORTH,SNPL,Shorebird,76,SNPL
2012-09-17,SHS,NORTH,CAGU,Gull,10,Gull
2012-09-17,SHS,NORTH,HEEG,Gull,126,Gull
2012-09-17,SHS,NORTH,SNPL,Shorebird,32,SNPL
2013-03-11,SAN,NORTH,SNPL,Shorebird,70,SNPL
2013-03-11,SHN,NORTH,CAGU,Gull,1,Gull
2013-03-11,SHN,NORTH,SAND,Shorebird,501,SAND
2013-03-11,SHN,NORTH,SNPL,Shorebird,28,SNPL
2013-03-11,SHS,NORTH,SNPL,Shorebird,2,SNPL
2013-03-11,SNO,SOUTH,SAND,Shorebird,933,SAND
2013-03-11,SNO,SOUTH,SNPL,Shorebird,54,SNPL
2013-03-11,SSO,SOUTH,SAND,Shorebird,1038,SAND
2013-03-11,SSO,SOUTH,SNPL,Shorebird,37,SNPL
2013-03-11,WAL,SOUTH,SAND,Shorebird,377,SAND
2013-03-11,WAL,SOUTH,SNPL,Shorebird,18,SNPL
2013-03-18,MIN,NORTH,CAGU,Gull,1,Gull
2013-03-18,MIN,NORTH,SNPL,Shorebird,2,SNPL
2013-03-18,SAN,NORTH,SAND,Shorebird,1000,SAND
2013-03-18,SAN,NORTH,SNPL,Shorebird,7,SNPL
2013-03-18,SHN,NORTH,SAND,Shorebird,25,SAND
2013-03-18,SHN,NORTH,SNPL,Shorebird,34,SNPL
2013-03-18,SHS,NORTH,SNPL,Shorebird,2,SNPL
2013-03-18,SHS,NORTH,WEGU,Gull,2,Gull
2013-03-18,SNO,SOUTH,SAND,Shorebird,1470,SAND
2013-03-18,SNO,SOUTH,SNPL,Shorebird,62,SNPL
2013-03-18,SNO,SOUTH,WEGU,Gull,1,Gull
2013-03-18,SSO,SOUTH,SAND,Shorebird,2400,SAND
2013-03-18,SSO,SOUTH,SNPL,Shorebird,37,SNPL
2013-03-18,WAL,SOUTH,CAGU,Gull,140,Gull
2013-03-18,WAL,SOUTH,SAND,Shorebird,130,SAND
2013-03-18,WAL,SOUTH,SNPL,Shorebird,29,SNPL
2013-03-18,WAL,SOUTH,WEGU,Gull,14,Gull
2013-03-25,MIN,NORTH,SNPL,Shorebird,2,SNPL
2013-03-25,PNO,PURISIMA,SNPL,Shorebird,1,SNPL
2013-03-25,SAN,NORTH,SNPL,Shorebird,15,SNPL
2013-03-25,SHN,NORTH,SNPL,Shorebird,15,SNPL
2013-03-25,SHS,NORTH,SNPL,Shorebird,10,SNPL
2013-03-25,SNO,SOUTH,SNPL,Shorebird,50,SNPL
2013-03-25,SSO,SOUTH,SAND,Shorebird,401,SAND
2013-03-25,SSO,SOUTH,SNPL,Shorebird,31,SNPL
2013-03-25,WAL,SOUTH,CAGU,Gull,2,Gull
2013-03-25,WAL,SOUTH,SAND,Shorebird,5,SAND
2013-03-25,WAL,SOUTH,SNPL,Shorebird,16,SNPL
2013-04-01,MIN,NORTH,SNPL,Shorebird,2,SNPL
2013-04-01,PNO,PURISIMA,SAND,Shorebird,2,SAND
2013-04-01,SAN,NORTH,SAND,Shorebird,1,SAND
2013-04-01,SAN,NORTH,SNPL,Shorebird,54,SNPL
2013-04-01,SHN,NORTH,SNPL,Shorebird,24,SNPL
2013-04-01,SHS,NORTH,SNPL,Shorebird,9,SNPL
2013-04-01,SNO,SOUTH,SAND,Shorebird,2007,SAND
2013-04-01,SNO,SOUTH,SNPL,Shorebird,61,SNPL
2013-04-01,SSO,SOUTH,SNPL,Shorebird,32,SNPL
2013-04-01,WAL,SOUTH,CAGU,Gull,90,Gull
2013-04-01,WAL,SOUTH,SAND,Shorebird,450,SAND
2013-04-01,WAL,SOUTH,SNPL,Shorebird,18,SNPL
2013-04-08,MIN,NORTH,SNPL,Shorebird,5,SNPL
2013-04-08,PNO,PURISIMA,SNPL,Shorebird,2,SNPL
2013-04-08,SAN,NORTH,SAND,Shorebird,230,SAND
2013-04-08,SAN,NORTH,SNPL,Shorebird,82,SNPL
2013-04-08,SHN,NORTH,SAND,Shorebird,200,SAND
2013-04-08,SHN,NORTH,SNPL,Shorebird,24,SNPL
2013-04-08,SNO,SOUTH,CAGU,Gull,135,Gull
2013-04-08,SNO,SOUTH,SAND,Shorebird,10113,SAND
2013-04-08,SNO,SOUTH,SNPL,Shorebird,47,SNPL
2013-04-08,SNO,SOUTH,WEGU,Gull,1,Gull
2013-04-08,SSO,SOUTH,CAGU,Gull,1,Gull
2013-04-08,SSO,SOUTH,SAND,Shorebird,1390,SAND
2013-04-08,SSO,SOUTH,SNPL,Shorebird,30,SNPL
2013-04-08,WAL,SOUTH,CAGU,Gull,80,Gull
2013-04-08,WAL,SOUTH,SAND,Shorebird,1000,SAND
2013-04-08,WAL,SOUTH,SNPL,Shorebird,26,SNPL
2013-04-08,WAL,SOUTH,WEGU,Gull,3,Gull
2013-04-15,MIN,NORTH,SNPL,Shorebird,3,SNPL
2013-04-15,PNO,PURISIMA,SAND,Shorebird,120,SAND
2013-04-15,PNO,PURISIMA,SNPL,Shorebird,2,SNPL
2013-04-15,PNO,PURISIMA,WEGU,Gull,2,Gull
