survey_week,transect_block,y_proj,x_proj,species,count
9/15/2014,BOTTLELOG,3854218,717859,CAGU,1
9/15/2014,BUOYFARM,3855633,718084,CAGU,2
9/15/2014,MINIDUMP,3855178,718020,CAGU,2
9/15/2014,MINOPEN,3860002,718408,CAGU,3
9/15/2014,MOLE,3854435,717887,CAGU,2
9/15/2014,RUPAUL,3855357,718047,CAGU,1
9/15/2014,SCAFFOLDING,3858038,718508,CAGU,1
9/15/2014,TOMBSTONE,3853154,717631,CAGU,40
9/15/2014,TRILOG,3853967,717804,CAGU,1
9/15/2014,GROSS,3851508,717163,CAGU,5
9/15/2014,NARROWS,3850988,717008,CAGU,1
9/15/2014,PICKUPSTIX,3851788,717252,CAGU,1
9/15/2014,TREX,3853022,717614,CAGU,30
9/15/2014,TURTLE,3851316,717091,CAGU,3
9/15/2014,TOMBSTONE,3853154,717631,ELTE,30
9/15/2014,ANCHOR,3858840,718532,HEEG,1
9/15/2014,BOB,3856428,718233,HEEG,50
9/15/2014,BOB,3856428,718233,HEEG,120
9/15/2014,BOTTLELOG,3854218,717859,HEEG,5
9/15/2014,HOOF,3857060,718358,HEEG,13
9/15/2014,MINIDUMP,3855178,718020,HEEG,5
9/15/2014,MINOPEN,3860002,718408,HEEG,50
9/15/2014,MOLE,3854435,717887,HEEG,1
9/15/2014,NICEPERCH,3853294,717626,HEEG,14
9/15/2014,OJ,3854912,717972,HEEG,2
9/15/2014,SCAFFOLDING,3858038,718508,HEEG,1
9/15/2014,SHSEND,3853725,717760,HEEG,6
9/15/2014,THIRSTY,3856625,718262,HEEG,20
9/15/2014,TOMBSTONE,3853154,717631,HEEG,300
9/15/2014,TRILOG,3853967,717804,HEEG,10
9/15/2014,DEADBUG,3852719,717540,HEEG,11
9/15/2014,ELEPHGRAVE,3852313,717442,HEEG,4
9/15/2014,GEEK,3852870,717582,HEEG,6
9/15/2014,GROSS,3851508,717163,HEEG,3
9/15/2014,JUGHEAD,3852069,717348,HEEG,2
9/15/2014,PICKUPSTIX,3851788,717252,HEEG,3
9/15/2014,SHORTRIBS,3852446,717489,HEEG,3
9/15/2014,STIX,3852211,717408,HEEG,2
9/15/2014,TEETER,3852589,717513,HEEG,5
9/15/2014,TREX,3853022,717614,HEEG,150
9/15/2014,TURTLE,3851316,717091,HEEG,3
9/15/2014,BOTTLEBUOY,3854682,717928,LBCU,2
9/15/2014,TUVU,3859327,718516,LBCU,2
9/15/2014,TOMBSTONE,3853154,717631,ROTE,30
9/15/2014,ANCHOR,3858840,718532,SAND,50
9/15/2014,BOB,3856428,718233,SAND,10
9/15/2014,BUOYFARM,3855633,718084,SAND,10
9/15/2014,MINBORDER,3859611,718496,SAND,2
9/15/2014,MINOPEN,3860002,718408,SAND,100
9/15/2014,PILLOW,3857398,718416,SAND,50
9/15/2014,PIXIE,3857838,718485,SAND,50
9/15/2014,SEADRAGON,3857556,718440,SAND,50
9/15/2014,SHCREEK,3858576,718559,SAND,25
9/15/2014,TUVU,3859327,718516,SAND,2
9/15/2014,COBBLE,3850478,716793,SAND,18
9/15/2014,ELEPHGRAVE,3852313,717442,SAND,12
9/15/2014,GEEK,3852870,717582,SAND,4
9/15/2014,JUGHEAD,3852069,717348,SAND,5
9/15/2014,POCKET2,3849377,716466,SAND,18
9/15/2014,STIX,3852211,717408,SAND,8
9/15/2014,MINBORDER,3859611,718496,SEPL,4
9/15/2014,PIXIE,3857838,718485,SEPL,1
9/15/2014,BOB,3856428,718233,WEGU,2
9/15/2014,MINOPEN,3860002,718408,WEGU,10
9/15/2014,MOLE,3854435,717887,WEGU,1
9/15/2014,SCAFFOLDING,3858038,718508,WEGU,2
9/15/2014,TOMBSTONE,3853154,717631,WEGU,10
9/15/2014,POCKET2,3849377,716466,WEGU,3
9/15/2014,MOLE,3854435,717887,WHIM,1
9/15/2014,SPLITLOG,3841901,719604,BBPL,2
9/15/2014,WALLBORDER,3843076,719727,BBPL,2
9/15/2014,DISC,3836454,718128,CAGU,2
9/15/2014,ENDCOVE,3836133,718015,CAGU,2
9/15/2014,FINGER,3837396,718449,CAGU,1
9/15/2014,GRANDCANYON,3837280,718417,CAGU,2
9/15/2014,STOOL,3839242,718987,CAGU,1
9/15/2014,WALLBORDER,3843076,719727,CAGU,1
9/15/2014,ICELAVA,3836738,718243,HEEG,20
9/15/2014,ROCKBLUE,3837587,718491,HEEG,2
9/15/2014,WALLBORDER,3843076,719727,HEEG,1
9/15/2014,FINGER,3837396,718449,MAGO,60
9/15/2014,ICELAVA,3836738,718243,MAGO,16
9/15/2014,FORT,3839499,719045,SAND,50
9/15/2014,SIGN,3839745,719129,SAND,10
9/15/2014,STOOL,3839242,718987,SAND,30
9/15/2014,BOJUM,3841017,719410,SAND,10
9/15/2014,BUOY,3840890,719390,SAND,30
9/15/2014,CIGAR,3841824,719587,SAND,8
9/15/2014,FORK,3841223,719460,SAND,3
9/15/2014,NSURFOPEN,3840670,719336,SAND,100
9/15/2014,PILE,3841380,719512,SAND,5
9/15/2014,SPLITLOG,3841901,719604,SAND,20
9/15/2014,TIKI,3841635,719574,SAND,30
9/15/2014,TIP,3841507,719554,SAND,30
9/15/2014,TOTEM,3841109,719431,SAND,19
9/15/2014,TP,3842238,719648,SAND,3
9/15/2014,WALLBORDER,3843076,719727,SAND,11
9/15/2014,TIKI,3841635,719574,SEPL,5
9/15/2014,DISC,3836454,718128,WEGU,1
9/15/2014,ICELAVA,3836738,718243,WEGU,20
9/15/2014,ROCKBLUE,3837587,718491,WEGU,20
9/15/2014,UTAH,3836881,718289,WEGU,2
9/15/2014,TIKI,3841635,719574,WESA,8
9/15/2014,TIP,3841507,719554,WESA,5
9/15/2014,TOTEM,3841109,719431,WHIM,3
10/20/2014,ANCHOR,3858840,718532,BBPL,3
10/20/2014,BOINGI,3858235,718523,BBPL,1
10/20/2014,CHEST,3859063,718542,BBPL,5
10/20/2014,CLUB,3857270,718400,BBPL,1
10/20/2014,HOOF,3857060,718358,BBPL,3
10/20/2014,NEEDLE,3858391,718537,BBPL,1
10/20/2014,OJ,3854912,717972,BBPL,5
10/20/2014,PILLOW,3857398,718416,BBPL,1
10/20/2014,PIXIE,3857838,718485,BBPL,5
10/20/2014,RAINBOWSPIN,3855802,718134,BBPL,1
10/20/2014,RUPAUL,3855357,718047,BBPL,1
10/20/2014,SCAFFOLDING,3858038,718508,BBPL,8
10/20/2014,SEADRAGON,3857556,718440,BBPL,1
10/20/2014,SHCREEK,3858576,718559,BBPL,1
10/20/2014,SHSSTART,3856007,718184,BBPL,25
10/20/2014,THIRSTY,3856625,718262,BBPL,1
10/20/2014,TIRE,3856840,718299,BBPL,15
10/20/2014,BOAT,3851145,717049,BBPL,4
10/20/2014,NARROWS,3850988,717008,BBPL,185
10/20/2014,POCKET1,3850211,716720,BBPL,25
10/20/2014,POCKET2,3849377,716466,BBPL,11
10/20/2014,TREX,3853022,717614,BBPL,12
10/20/2014,TURTLE,3851316,717091,BBPL,11
10/20/2014,BOTTLEBUOY,3854682,717928,CAGU,1
10/20/2014,BOTTLELOG,3854218,717859,CAGU,3
10/20/2014,CLUB,3857270,718400,CAGU,2
10/20/2014,PILLOW,3857398,718416,CAGU,1
10/20/2014,PIXIE,3857838,718485,CAGU,1
10/20/2014,SCAFFOLDING,3858038,718508,CAGU,1
10/20/2014,SEADRAGON,3857556,718440,CAGU,6
10/20/2014,BOAT,3851145,717049,CAGU,3
10/20/2014,DEADBUG,3852719,717540,CAGU,12
10/20/2014,GEEK,3852870,717582,CAGU,10
10/20/2014,STIX,3852211,717408,CAGU,2
10/20/2014,TEETER,3852589,717513,CAGU,12
10/20/2014,TREX,3853022,717614,CAGU,35
10/20/2014,TURTLE,3851316,717091,CAGU,2
10/20/2014,PIXIE,3857838,718485,DUNL,1
10/20/2014,CLUB,3857270,718400,ELTE,2
10/20/2014,TIRE,3856840,718299,ELTE,2
10/20/2014,ALLIGATOR,3859179,718531,HEEG,5
10/20/2014,ANCHOR,3858840,718532,HEEG,100
10/20/2014,BOTTLEBUOY,3854682,717928,HEEG,50
10/20/2014,BOTTLELOG,3854218,717859,HEEG,100
10/20/2014,BUOYFARM,3855633,718084,HEEG,10
10/20/2014,CHEST,3859063,718542,HEEG,50
10/20/2014,CLUB,3857270,718400,HEEG,55
10/20/2014,HOOF,3857060,718358,HEEG,15
10/20/2014,MINBORDER,3859611,718496,HEEG,50
10/20/2014,MINIDUMP,3855178,718020,HEEG,28
10/20/2014,MINIDUMP,3855178,718020,HEEG,4
10/20/2014,MINOPEN,3860002,718408,HEEG,30
10/20/2014,MOLE,3854435,717887,HEEG,75
10/20/2014,NEEDLE,3858391,718537,HEEG,5
10/20/2014,OJ,3854912,717972,HEEG,8
10/20/2014,PILLOW,3857398,718416,HEEG,1
10/20/2014,PIXIE,3857838,718485,HEEG,5
10/20/2014,ROLLINGROCK,3856186,718202,HEEG,40
10/20/2014,RUPAUL,3855357,718047,HEEG,6
10/20/2014,SEADRAGON,3857556,718440,HEEG,3
10/20/2014,SHCREEK,3858576,718559,HEEG,185
10/20/2014,SHSSTART,3856007,718184,HEEG,10
10/20/2014,THIRSTY,3856625,718262,HEEG,15
10/20/2014,TIRE,3856840,718299,HEEG,80
10/20/2014,TRILOG,3853967,717804,HEEG,50
10/20/2014,TUVU,3859327,718516,HEEG,35
10/20/2014,BOAT,3851145,717049,HEEG,3
10/20/2014,DEADBUG,3852719,717540,HEEG,6
10/20/2014,GEEK,3852870,717582,HEEG,11
10/20/2014,SHORTRIBS,3852446,717489,HEEG,1
10/20/2014,STIX,3852211,717408,HEEG,2
10/20/2014,TEETER,3852589,717513,HEEG,5
10/20/2014,TREX,3853022,717614,HEEG,130
10/20/2014,TURTLE,3851316,717091,HEEG,3
10/20/2014,ALLIGATOR,3859179,718531,LBCU,2
10/20/2014,ANCHOR,3858840,718532,LBCU,7
10/20/2014,BOTTLELOG,3854218,717859,LBCU,1
10/20/2014,CHEST,3859063,718542,LBCU,20
10/20/2014,CLUB,3857270,718400,LBCU,35
10/20/2014,HOOF,3857060,718358,LBCU,1
10/20/2014,MINBORDER,3859611,718496,LBCU,25
10/20/2014,MINIDUMP,3855178,718020,LBCU,3
10/20/2014,MINOPEN,3860002,718408,LBCU,7
10/20/2014,MOLE,3854435,717887,LBCU,1
10/20/2014,NEEDLE,3858391,718537,LBCU,25
10/20/2014,PILLOW,3857398,718416,LBCU,12
10/20/2014,PIXIE,3857838,718485,LBCU,10
10/20/2014,RAINBOWSPIN,3855802,718134,LBCU,1
10/20/2014,ROLLINGROCK,3856186,718202,LBCU,15
10/20/2014,SEADRAGON,3857556,718440,LBCU,13
10/20/2014,SHCREEK,3858576,718559,LBCU,20
10/20/2014,SHSSTART,3856007,718184,LBCU,10
10/20/2014,THIRSTY,3856625,718262,LBCU,15
10/20/2014,TIRE,3856840,718299,LBCU,2
10/20/2014,TRILOG,3853967,717804,LBCU,1
10/20/2014,TUVU,3859327,718516,LBCU,5
10/20/2014,ANCHOR,3858840,718532,MAGO,1
10/20/2014,CHEST,3859063,718542,MAGO,2
10/20/2014,MINBORDER,3859611,718496,MAGO,3
10/20/2014,MINIDUMP,3855178,718020,MAGO,1
10/20/2014,SHSSTART,3856007,718184,MAGO,4
10/20/2014,THIRSTY,3856625,718262,MAGO,3
10/20/2014,SHCREEK,3858576,718559,NOHA,1
10/20/2014,ROLLINGROCK,3856186,718202,PEFA,1
10/20/2014,TIRE,3856840,718299,PEFA,1
10/20/2014,TREX,3853022,717614,ROTE,4
10/20/2014,ANCHOR,3858840,718532,SAND,10
10/20/2014,BOB,3856428,718233,SAND,500
10/20/2014,BOINGI,3858235,718523,SAND,50
10/20/2014,BOINGI,3858235,718523,SAND,100
10/20/2014,BOTTLEBUOY,3854682,717928,SAND,150
10/20/2014,BOTTLELOG,3854218,717859,SAND,15
10/20/2014,BUOYFARM,3855633,718084,SAND,100
10/20/2014,CHEST,3859063,718542,SAND,7
10/20/2014,MINIDUMP,3855178,718020,SAND,10
10/20/2014,MINIDUMP,3855178,718020,SAND,35
10/20/2014,MOLE,3854435,717887,SAND,50
10/20/2014,NEEDLE,3858391,718537,SAND,3
10/20/2014,OJ,3854912,717972,SAND,75
10/20/2014,RAINBOWSPIN,3855802,718134,SAND,150
10/20/2014,ROLLINGROCK,3856186,718202,SAND,500
10/20/2014,SCAFFOLDING,3858038,718508,SAND,100
10/20/2014,SHCREEK,3858576,718559,SAND,80
10/20/2014,SHSSTART,3856007,718184,SAND,300
10/20/2014,THIRSTY,3856625,718262,SAND,300
10/20/2014,TIRE,3856840,718299,SAND,1
10/20/2014,BOAT,3851145,717049,SAND,30
10/20/2014,DEADBUG,3852719,717540,SAND,5
10/20/2014,GEEK,3852870,717582,SAND,20
10/20/2014,NARROWS,3850988,717008,SAND,150
10/20/2014,POCKET1,3850211,716720,SAND,24
10/20/2014,POCKET2,3849377,716466,SAND,40
10/20/2014,TURTLE,3851316,717091,SAND,2
10/20/2014,MINIDUMP,3855178,718020,WEGU,1
10/20/2014,TRILOG,3853967,717804,WEGU,1
10/20/2014,BOAT,3851145,717049,WEGU,2
10/20/2014,GEEK,3852870,717582,WEGU,3
10/20/2014,NARROWS,3850988,717008,WEGU,7
10/20/2014,POCKET1,3850211,716720,WEGU,3
10/20/2014,POCKET2,3849377,716466,WEGU,1
10/20/2014,TEETER,3852589,717513,WEGU,5
10/20/2014,TREX,3853022,717614,WEGU,12
10/20/2014,CLUB,3857270,718400,WHIM,1
10/20/2014,NEEDLE,3858391,718537,WHIM,1
10/20/2014,AMPHITHEATRE,3837016,718345,BBPL,3
10/20/2014,BEACH FUZZ,3842584,719691,BBPL,4
10/20/2014,BORDER TRAIL,3838755,718855,BBPL,5
10/20/2014,BOWL,3841694,719611,BBPL,1
10/20/2014,CANON,3842742,719708,BBPL,1
10/20/2014,CIGAR,3841824,719587,BBPL,2
10/20/2014,DISC,3836454,718128,BBPL,5
10/20/2014,DRIFTWOOD,3838915,718901,BBPL,3
10/20/2014,ENDCOVE,3836133,718015,BBPL,3
10/20/2014,GRANDCANYON,3837280,718417,BBPL,4
10/20/2014,KNOT,3842471,719667,BBPL,1
10/20/2014,LOUNGE,3842113,719617,BBPL,1
10/20/2014,METEOR,3838680,718812,BBPL,3
10/20/2014,PEBBLE,3838422,718754,BBPL,6
10/20/2014,ROCKBLUE,3837587,718491,BBPL,7
10/20/2014,TIKI,3841635,719574,BBPL,1
10/20/2014,TIP,3841507,719554,BBPL,3
10/20/2014,WALL OPEN,3843549,719601,BBPL,2
10/20/2014,WALLBORDER,3843076,719727,BBPL,1
10/20/2014,BEACH FUZZ,3842584,719691,BLTU,1
10/20/2014,LOUNGE,3842113,719617,BLTU,1
10/20/2014,WILLOW,3842872,719716,BLTU,2
10/20/2014,NSURFOPEN,3840670,719336,CAGU,1
10/20/2014,TIKI,3841635,719574,CAGU,25
10/20/2014,LOUNGE,3842113,719617,DOWI,1
10/20/2014,CIGAR,3841824,719587,DUNL,1
10/20/2014,TIKI,3841635,719574,ELTE,30
10/20/2014,TIKI,3841635,719574,HEEG,10
10/20/2014,4303BUOY,3837695,718544,KILL,1
10/20/2014,WALL OPEN,3843549,719601,KILL,1
10/20/2014,AMPHITHEATRE,3837016,718345,LBCU,1
10/20/2014,ELEPHANTSEAL,3838186,718662,LBCU,1
10/20/2014,GRANDCANYON,3837280,718417,LBCU,1
10/20/2014,TIP,3841507,719554,LESA,2
10/20/2014,BEACH FUZZ,3842584,719691,MAGO,1
10/20/2014,CANON,3842742,719708,MAGO,1
10/20/2014,GRANDCANYON,3837280,718417,MAGO,1
10/20/2014,KNOT,3842471,719667,MAGO,2
10/20/2014,TP,3842238,719648,MAGO,20
10/20/2014,4303BUOY,3837695,718544,SAND,30
10/20/2014,AMPHITHEATRE,3837016,718345,SAND,5
10/20/2014,BEACH FUZZ,3842584,719691,SAND,10
10/20/2014,BOJUM,3841017,719410,SAND,4
10/20/2014,BORDER TRAIL,3838755,718855,SAND,15
10/20/2014,BOWL,3841694,719611,SAND,10
10/20/2014,CANON,3842742,719708,SAND,5
10/20/2014,CIGAR,3841824,719587,SAND,20
10/20/2014,DISC,3836454,718128,SAND,40
10/20/2014,DRIFTWOOD,3838915,718901,SAND,5
10/20/2014,DROOP,3839144,718961,SAND,20
10/20/2014,ENDCOVE,3836133,718015,SAND,4
10/20/2014,FINGER,3837396,718449,SAND,5
10/20/2014,FORK,3841223,719460,SAND,10
10/20/2014,GRANDCANYON,3837280,718417,SAND,20
10/20/2014,GRANDCANYON,3837280,718417,SAND,30
10/20/2014,ICELAVA,3836738,718243,SAND,55
10/20/2014,KNOT,3842471,719667,SAND,10
10/20/2014,LEG,3842340,719645,SAND,5
10/20/2014,LOUNGE,3842113,719617,SAND,5
10/20/2014,METEOR,3838680,718812,SAND,30
10/20/2014,OBVIOUSLOG,3837828,718577,SAND,20
10/20/2014,PEBBLE,3838422,718754,SAND,10
10/20/2014,PILE,3841380,719512,SAND,20
10/20/2014,ROCKBLUE,3837587,718491,SAND,20
10/20/2014,TIKI,3841635,719574,SAND,10
10/20/2014,TIP,3841507,719554,SAND,10
10/20/2014,TOTEM,3841109,719431,SAND,8
10/20/2014,TP,3842238,719648,SAND,10
10/20/2014,UTAH,3836881,718289,SAND,60
10/20/2014,WALL OPEN,3843549,719601,SAND,50
10/20/2014,WALLBORDER,3843076,719727,SAND,20
10/20/2014,WILLOW,3842872,719716,SAND,20
10/20/2014,WITCH,3838088,718652,SAND,20
10/20/2014,ICELAVA,3836738,718243,SEPL,1
10/20/2014,WALL OPEN,3843549,719601,SEPL,2
10/20/2014,DISC,3836454,718128,WEGU,2
10/20/2014,FINGER,3837396,718449,WEGU,1
10/20/2014,TIKI,3841635,719574,WEGU,25
10/20/2014,WALLBORDER,3843076,719727,WEGU,4
10/20/2014,CIGAR,3841824,719587,WILL,1
10/20/2014,FORK,3841223,719460,WILL,5
10/20/2014,LOUNGE,3842113,719617,WILL,1
10/20/2014,TP,3842238,719648,WILL,4
11/24/2014,BUOYFARM,3855633,718084,BBPL,20
11/24/2014,OJ,3854912,717972,BBPL,1
11/24/2014,BOTTLELOG,3854218,717859,CAGU,5
11/24/2014,BUOYFARM,3855633,718084,CAGU,7
11/24/2014,CLUB,3857270,718400,CAGU,2
11/24/2014,DEADBUG,3852719,717540,CAGU,100
11/24/2014,GEEK,3852870,717582,CAGU,1
11/24/2014,L13BUOY,3853403,717662,CAGU,1
11/24/2014,MINBORDER,3859611,718496,CAGU,5
11/24/2014,MINIDUMP,3855178,718020,CAGU,5
11/24/2014,NEEDLE,3858391,718537,CAGU,10
11/24/2014,NICEPERCH,3853294,717626,CAGU,1
11/24/2014,OJ,3854912,717972,CAGU,1
11/24/2014,PILLOW,3857398,718416,CAGU,10
11/24/2014,PIXIE,3857838,718485,CAGU,5
11/24/2014,SEADRAGON,3857556,718440,CAGU,4
11/24/2014,SHCREEK,3858576,718559,CAGU,15
11/24/2014,NEEDLE,3858391,718537,gull,5
11/24/2014,ALLIGATOR,3859179,718531,HEEG,60
11/24/2014,ANCHOR,3858840,718532,HEEG,55
11/24/2014,CHEST,3859063,718542,HEEG,20
11/24/2014,CLUB,3857270,718400,HEEG,15
11/24/2014,DEADBUG,3852719,717540,HEEG,50
11/24/2014,ELEPHGRAVE,3852313,717442,HEEG,3
11/24/2014,MINBORDER,3859611,718496,HEEG,65
11/24/2014,MINOPEN,3860002,718408,HEEG,10
11/24/2014,NEEDLE,3858391,718537,HEEG,300
11/24/2014,PILLOW,3857398,718416,HEEG,50
11/24/2014,PIXIE,3857838,718485,HEEG,120
11/24/2014,SHCREEK,3858576,718559,HEEG,200
11/24/2014,SHCREEK,3858576,718559,HEEG,50
11/24/2014,SHSEND,3853725,717760,HEEG,3
11/24/2014,TEETER,3852589,717513,HEEG,1
11/24/2014,NEEDLE,3858391,718537,KILL,1
11/24/2014,CHEST,3859063,718542,LBCU,2
11/24/2014,CLUB,3857270,718400,LBCU,3
11/24/2014,MINBORDER,3859611,718496,LBCU,1
11/24/2014,NEEDLE,3858391,718537,LBCU,1
11/24/2014,OJ,3854912,717972,LBCU,2
11/24/2014,PIXIE,3857838,718485,LBCU,1
11/24/2014,CHEST,3859063,718542,MAGO,1
11/24/2014,OJ,3854912,717972,MAGO,2
11/24/2014,TRILOG,3853967,717804,peeps,1
11/24/2014,ALLIGATOR,3859179,718531,ROTE,1
11/24/2014,DEADBUG,3852719,717540,ROTE,30
11/24/2014,SHCREEK,3858576,718559,ROTE,6
11/24/2014,BOTTLEBUOY,3854682,717928,SAND,100
11/24/2014,BOTTLELOG,3854218,717859,SAND,50
11/24/2014,BUOYFARM,3855633,718084,SAND,1000
11/24/2014,CLUB,3857270,718400,SAND,500
11/24/2014,MINIDUMP,3855178,718020,SAND,1
11/24/2014,OJ,3854912,717972,SAND,50
11/24/2014,PIXIE,3857838,718485,SAND,1000
11/24/2014,RAINBOWSPIN,3855802,718134,SAND,500
11/24/2014,SHSSTART,3856007,718184,SAND,200
11/24/2014,DEADBUG,3852719,717540,WEGU,5
11/24/2014,MINBORDER,3859611,718496,WEGU,3
11/24/2014,NEEDLE,3858391,718537,WEGU,10
11/24/2014,STIX,3852211,717408,WEGU,3
11/24/2014,MINOPEN,3860002,718408,WESA,1
11/24/2014,BEACH FUZZ,3842584,719691,BBPL,1
11/24/2014,COBBLE,3850478,716793,BBPL,4
11/24/2014,GROSS,3851508,717163,BBPL,3
11/24/2014,NARROWS,3850988,717008,BBPL,60
11/24/2014,POCKET1,3850211,716720,BBPL,30
11/24/2014,POCKET2,3849377,716466,BBPL,45
11/24/2014,TP,3842238,719648,BBPL,1
11/24/2014,TURTLE,3851316,717091,BBPL,50
11/24/2014,WALLBORDER,3843076,719727,BBPL,3
11/24/2014,AMPHITHEATRE,3837016,718345,BBPL,3
11/24/2014,BOJUM,3841017,719410,BBPL,1
11/24/2014,BUOY,3840890,719390,BBPL,2
11/24/2014,DROOP,3839144,718961,BBPL,2
11/24/2014,FORK,3841223,719460,BBPL,1
11/24/2014,PEBBLE,3838422,718754,BBPL,4
11/24/2014,SIGN,3839745,719129,BBPL,1
11/24/2014,KNOT,3842471,719667,BLTU,1
11/24/2014,LEG,3842340,719645,BLTU,2
11/24/2014,WALLBORDER,3843076,719727,BLTU,1
11/24/2014,BOAT,3851145,717049,CAGU,3
11/24/2014,GROSS,3851508,717163,CAGU,5
11/24/2014,STIX,3852211,717408,CAGU,10
11/24/2014,TURTLE,3851316,717091,CAGU,30
11/24/2014,BOAT,3851145,717049,HEEG,1
11/24/2014,STIX,3852211,717408,HEEG,1
11/24/2014,TURTLE,3851316,717091,HEEG,30
11/24/2014,TURTLE,3851316,717091,HERG,4
11/24/2014,COBBLE,3850478,716793,KILL,1
11/24/2014,STIX,3852211,717408,RTHA,1
11/24/2014,BOJUM,3841017,719410,RUTU,2
11/24/2014,BEACH FUZZ,3842584,719691,SAND,30
11/24/2014,BOAT,3851145,717049,SAND,20
11/24/2014,COBBLE,3850478,716793,SAND,50
11/24/2014,GROSS,3851508,717163,SAND,50
11/24/2014,KNOT,3842471,719667,SAND,20
11/24/2014,LEG,3842340,719645,SAND,10
11/24/2014,NARROWS,3850988,717008,SAND,200
11/24/2014,POCKET1,3850211,716720,SAND,30
11/24/2014,TP,3842238,719648,SAND,1
11/24/2014,TURTLE,3851316,717091,SAND,60
11/24/2014,WALLBORDER,3843076,719727,SAND,2
11/24/2014,4303BUOY,3837695,718544,SAND,35
11/24/2014,AMPHITHEATRE,3837016,718345,SAND,30
11/24/2014,DROOP,3839144,718961,SAND,2
11/24/2014,GRANDCANYON,3837280,718417,SAND,25
11/24/2014,OBVIOUSLOG,3837828,718577,SAND,10
11/24/2014,PEBBLE,3838422,718754,SAND,15
11/24/2014,SIGN,3839745,719129,SAND,5
11/24/2014,UTAH,3836881,718289,SAND,5
11/24/2014,BOJUM,3841017,719410,SURF,3
11/24/2014,TURTLE,3851316,717091,WEGU,3
11/24/2014,WALL OPEN,3843549,719601,WEGU,1
12/15/2014,SIGN,3839745,719129,BBPL,2
12/15/2014,BUOY,3840890,719390,BBPL,5
12/15/2014,LOUNGE,3842113,719617,BBPL,1
12/15/2014,TIKI,3841635,719574,BBPL,50
12/15/2014,WALL OPEN,3843549,719601,BBPL,1
12/15/2014,WALLBORDER,3843076,719727,BBPL,2
12/15/2014,TIKI,3841635,719574,CAGU,60
12/15/2014,BUOY,3840890,719390,MAGO,6
12/15/2014,STUMP,3838531,718776,RTHA,1
12/15/2014,WILLOW,3842872,719716,RTHA,1
12/15/2014,BOJUM,3841017,719410,RUTU,1
12/15/2014,TIKI,3841635,719574,RUTU,1
12/15/2014,SIGN,3839745,719129,SAND,1
12/15/2014,ICELAVA,3836738,718243,SEPL,1
12/15/2014,DISC,3836454,718128,WEGU,1
12/15/2014,TIKI,3841635,719574,WEGU,40
12/15/2014,TIKI,3841635,719574,WHIM,1
12/15/2014,TIKI,3841635,719574,YELL,1
12/22/2014,COBBLE,3850478,716793,BBPL,10
12/22/2014,GROSS,3851508,717163,BBPL,35
12/22/2014,NARROWS,3850988,717008,BBPL,6
12/22/2014,POCKET2,3849377,716466,BBPL,3
12/22/2014,GEEK,3852870,717582,CAGU,10
12/22/2014,TRASH,3851930,717290,CAGU,1
12/22/2014,ALLIGATOR,3859179,718531,CAGU,1
12/22/2014,ANCHOR,3858840,718532,CAGU,5
12/22/2014,SHCREEK,3858576,718559,CAGU,8
12/22/2014,TOMBSTONE,3853154,717631,CAGU,4
12/22/2014,TUVU,3859327,718516,CAGU,4
12/22/2014,GEEK,3852870,717582,GWGU,1
12/22/2014,ELEPHGRAVE,3852313,717442,HEEG,1
12/22/2014,GEEK,3852870,717582,HEEG,59
12/22/2014,STIX,3852211,717408,HEEG,5
12/22/2014,ALLIGATOR,3859179,718531,HEEG,45
12/22/2014,ANCHOR,3858840,718532,HEEG,50
12/22/2014,BOINGI,3858235,718523,HEEG,40
12/22/2014,CHEST,3859063,718542,HEEG,16
12/22/2014,NEEDLE,3858391,718537,HEEG,85
12/22/2014,PIXIE,3857838,718485,HEEG,5
12/22/2014,SCAFFOLDING,3858038,718508,HEEG,2
12/22/2014,SHCREEK,3858576,718559,HEEG,105
12/22/2014,TIRE,3856840,718299,HEEG,1
12/22/2014,TOMBSTONE,3853154,717631,HEEG,3
12/22/2014,TUVU,3859327,718516,HEEG,10
12/22/2014,RAINBOWSPIN,3855802,718134,LBCU,2
12/22/2014,NICEPERCH,3853294,717626,PEFA,1
12/22/2014,GEEK,3852870,717582,ROTE,9
12/22/2014,SHCREEK,3858576,718559,ROTE,3
12/22/2014,COBBLE,3850478,716793,SAND,3
12/22/2014,GROSS,3851508,717163,SAND,2
12/22/2014,NARROWS,3850988,717008,SAND,10
12/22/2014,POCKET2,3849377,716466,SAND,25
12/22/2014,BOB,3856428,718233,SAND,800
12/22/2014,HOOF,3857060,718358,SAND,200
12/22/2014,PIXIE,3857838,718485,SAND,300
12/22/2014,RAINBOWSPIN,3855802,718134,SAND,500
12/22/2014,ROLLINGROCK,3856186,718202,SAND,500
12/22/2014,SHSSTART,3856007,718184,SAND,500
12/22/2014,GEEK,3852870,717582,WEGU,15
12/22/2014,POCKET2,3849377,716466,WEGU,1
12/22/2014,ANCHOR,3858840,718532,WEGU,5
12/22/2014,SHCREEK,3858576,718559,WEGU,12
12/22/2014,TIRE,3856840,718299,WEGU,1
12/22/2014,TOMBSTONE,3853154,717631,WEGU,8
1/19/2015,DROOP,3839144,718961,AMKE,1
1/19/2015,TIKI,3841635,719574,BBPL,30
1/19/2015,NEEDLE,3858391,718537,CAGU,1
1/19/2015,BOWL,3841694,719611,CAGU,4
1/19/2015,TIKI,3841635,719574,CAGU,10
