ID_new,source,ID,Survey Week,Survey Date,Monitor Initials,Transect Block,Beach Section Initials,BEACH,Time,Males Individual,Females Individual,Unknown Individual,Pairs,Flock,Birds Checked,Banded,Juvenile,Chicks,Brood,Total,Sanity Check,Transect Block Notes,Poss Dup
5926,currentDB,6582,7/24/2017,7/24/2017,LAH,METEOR,SSO,SOUTH,12:00,2,0,0,1,0,4,0,0,0,1,4,FALSE,,
5927,currentDB,6583,7/24/2017,7/24/2017,LAH,STUMP,SSO,SOUTH,12:05,1,1,0,0,0,3,1,1,0,1,3,FALSE,,
5928,currentDB,6584,7/24/2017,7/24/2017,LAH,PEBBLE,SSO,SOUTH,12:15,0,0,1,1,0,2,1,0,0,1,3,FALSE,,
5929,currentDB,6585,7/24/2017,7/24/2017,LAH,SQUID,SSO,SOUTH,12:20,1,0,2,0,0,2,0,1,0,0,4,FALSE,,
5930,currentDB,6586,7/24/2017,7/24/2017,LAH,ELEPHANTSEAL,SSO,SOUTH,12:35,0,1,0,0,0,1,0,0,0,0,1,FALSE,,
5931,currentDB,6587,7/24/2017,7/24/2017,LAH,WITCH,SSO,SOUTH,12:45,0,0,0,0,0,0,0,0,0,0,0,FALSE,,
5932,currentDB,6588,7/24/2017,7/24/2017,LAH,CAMP,SSO,SOUTH,12:55,1,0,0,0,0,1,0,0,0,0,1,FALSE,,
5933,currentDB,6589,7/24/2017,7/24/2017,LAH,OBVIOUSLOG,SSO,SOUTH,13:00,0,0,0,0,0,0,0,0,0,0,0,FALSE,,
5934,currentDB,6590,7/24/2017,7/24/2017,LAH,4303BUOY,SSO,SOUTH,13:06,0,0,0,0,0,0,0,0,0,0,0,FALSE,,
5935,currentDB,6591,7/24/2017,7/24/2017,LAH,ROCKBLUE,SSO,SOUTH,13:10,0,0,0,0,0,0,0,0,0,0,0,FALSE,,
5936,currentDB,6592,7/24/2017,7/24/2017,LAH,FINGER,SSO,SOUTH,13:16,0,0,0,1,0,2,0,0,0,0,2,FALSE,,
5937,currentDB,6593,7/24/2017,7/24/2017,LAH,GRANDCANYON,SSO,SOUTH,13:30,1,0,0,0,4,1,0,0,0,0,1,TRUE,,
5938,currentDB,6594,7/24/2017,7/24/2017,LAH,AMPHITHEATRE,SSO,SOUTH,13:40,1,0,0,0,0,3,2,2,2,2,3,FALSE,,
5939,currentDB,6595,7/24/2017,7/24/2017,LAH,UTAH,SSO,SOUTH,14:00,3,1,0,1,0,6,4,1,0,2,7,FALSE,,
5940,currentDB,6596,7/24/2017,7/24/2017,LAH,ICELAVA,SSO,SOUTH,14:11,1,0,0,0,0,1,0,0,0,0,1,FALSE,,
5941,currentDB,6597,7/24/2017,7/24/2017,LAH,DISC,SSO,SOUTH,14:25,2,1,0,1,0,5,1,0,2,1,5,FALSE,,
5942,currentDB,6598,7/24/2017,7/24/2017,LAH,ENDCOVE,SSO,SOUTH,14:30,0,0,0,0,0,0,0,0,0,0,0,FALSE,,
5943,currentDB,6273,7/31/2017,8/2/2017,LAH,MINOPEN,MIN,NORTH,13:40,0,0,0,0,0,0,0,0,0,0,0,FALSE,,
5944,currentDB,6274,7/31/2017,8/2/2017,LAH,MINBORDER,MIN,NORTH,13:34,0,0,0,0,0,0,0,0,0,0,0,FALSE,,
5945,currentDB,6275,7/31/2017,8/2/2017,LAH,TUVU,MIN,NORTH,13:30,0,0,0,0,0,0,0,0,0,0,0,FALSE,,
5946,currentDB,6276,7/31/2017,8/2/2017,LAH,ALLIGATOR,MIN,NORTH,13:23,0,0,0,0,0,0,0,0,0,0,0,FALSE,,
5947,currentDB,6277,7/31/2017,8/2/2017,LAH,CHEST,MIN,NORTH,13:20,0,0,0,0,0,0,0,0,0,0,0,FALSE,,
5948,currentDB,6278,7/31/2017,8/2/2017,LAH,ANCHOR,MIN,NORTH,13:17,0,0,0,0,0,0,0,0,0,0,0,FALSE,,
5949,currentDB,6279,7/31/2017,8/2/2017,LAH,SHCREEK,SHN,NORTH,13:13,0,0,0,0,0,0,0,0,0,0,0,FALSE,,
5950,currentDB,6280,7/31/2017,8/2/2017,LAH,NEEDLE,SHN,NORTH,13:09,0,0,0,0,0,0,0,0,0,0,0,FALSE,,
5951,currentDB,6281,7/31/2017,8/2/2017,LAH,BOINGI,SHN,NORTH,13:06,0,0,0,0,0,0,0,0,0,0,0,FALSE,,
5952,currentDB,6282,7/31/2017,8/2/2017,LAH,SCAFFOLDING,SHN,NORTH,13:00,0,0,0,0,0,0,0,0,0,0,0,FALSE,,
5953,currentDB,6283,7/31/2017,8/2/2017,LAH,PIXIE,SHN,NORTH,12:54,0,2,0,0,0,2,1,0,0,0,2,FALSE,,
5954,currentDB,6284,7/31/2017,8/2/2017,LAH,SEADRAGON,SHN,NORTH,12:49,0,0,0,0,0,0,0,0,0,0,0,FALSE,,
5955,currentDB,6285,7/31/2017,8/2/2017,LAH,PILLOW,SHN,NORTH,12:46,0,0,0,0,0,0,0,0,0,0,0,FALSE,,
5956,currentDB,6286,7/31/2017,8/2/2017,LAH,CLUB,SHN,NORTH,12:40,0,0,0,0,0,0,0,0,0,0,0,FALSE,,
5957,currentDB,6287,7/31/2017,8/2/2017,LAH,HOOF,SHN,NORTH,12:30,1,0,1,0,0,2,2,2,0,1,4,FALSE,SHN003,
5958,currentDB,6288,7/31/2017,8/2/2017,LAH,TIRE,SHN,NORTH,12:09,0,0,3,0,3,0,0,0,0,0,3,FALSE,,
5959,currentDB,6289,7/31/2017,8/2/2017,LAH,THIRSTY,SHN,NORTH,12:00,0,0,0,0,0,0,0,0,0,0,0,FALSE,,
5960,currentDB,6290,7/31/2017,8/2/2017,LAH,BOB,SHN,NORTH,11:54,0,0,0,0,0,0,0,0,0,0,0,FALSE,,
5961,currentDB,6291,7/31/2017,8/2/2017,LAH,ROLLINGROCK,SHN,NORTH,11:45,0,0,0,0,0,0,0,0,0,0,0,FALSE,,
5962,currentDB,6292,7/31/2017,8/2/2017,LAH,SHSSTART,SHS,NORTH,11:39,0,0,0,0,0,0,0,0,0,0,0,FALSE,,
5963,currentDB,6293,7/31/2017,8/2/2017,LAH,RAINBOWSPIN,SHS,NORTH,11:35,0,0,0,0,0,0,0,0,0,0,0,FALSE,,
5964,currentDB,6294,7/31/2017,8/2/2017,LAH,BUOYFARM,SHS,NORTH,11:25,0,0,0,0,0,0,0,0,0,0,0,FALSE,,
5965,currentDB,6295,7/31/2017,8/2/2017,LAH,RUPAUL,SHS,NORTH,11:15,1,0,0,0,0,4,0,3,0,1,4,FALSE,SHS014,
5966,currentDB,6296,7/31/2017,8/2/2017,LAH,MINIDUMP,SHS,NORTH,11:00,0,0,0,0,0,0,0,0,0,0,0,FALSE,,
5967,currentDB,6297,7/31/2017,8/2/2017,LAH,OJ,SHS,NORTH,10:50,1,0,0,0,0,0,0,0,2,1,1,FALSE,SHS017,
5968,currentDB,6298,7/31/2017,8/2/2017,LAH,BOTTLEBUOY,SHS,NORTH,10:45,0,0,0,0,0,0,0,0,0,0,0,FALSE,,
5969,currentDB,6299,7/31/2017,8/2/2017,LAH,MOLE,SHS,NORTH,10:35,0,0,0,0,0,0,0,0,0,0,0,FALSE,,
5970,currentDB,6300,7/31/2017,8/2/2017,LAH,BOTTLELOG,SHS,NORTH,10:25,1,0,0,0,0,3,0,2,0,1,3,FALSE,SHS013,
5971,currentDB,6301,7/31/2017,8/2/2017,LAH,TRILOG,SHS,NORTH,10:00,0,0,0,0,0,0,0,0,0,0,0,FALSE,,
5972,currentDB,6302,7/31/2017,8/2/2017,LAH,SHSEND,SAN,NORTH,9:55,2,2,0,0,0,4,2,0,1,1,4,FALSE,SAN092,
5973,currentDB,6303,7/31/2017,8/2/2017,LAH,ARROWHEAD,SAN,NORTH,9:50,1,0,0,0,0,0,0,0,0,1,1,FALSE,,
5974,currentDB,6304,7/31/2017,8/2/2017,LAH,L13BUOY,SAN,NORTH,9:45,0,0,0,0,0,0,0,0,0,0,0,FALSE,,
5975,currentDB,6305,7/31/2017,8/2/2017,LAH,NICEPERCH,SAN,NORTH,9:35,1,0,0,0,0,0,0,1,0,1,2,FALSE,,
5976,currentDB,6306,7/31/2017,8/2/2017,LAH,TOMBSTONE,SAN,NORTH,9:20,2,0,0,0,0,4,1,2,0,2,4,FALSE,"SAN070, SAN072",
5977,currentDB,6307,7/31/2017,8/2/2017,LAH,TREX,SAN,NORTH,9:00,1,0,0,0,0,1,0,0,1,1,1,FALSE,,
5978,currentDB,6308,7/31/2017,8/2/2017,LAH,GEEK,SAN,NORTH,8:35,1,0,0,0,0,2,2,1,0,1,2,FALSE,SAN071,
5979,currentDB,6383,7/31/2017,8/2/2017,ELR,DEADBUG,SAN,NORTH,10:38,1,0,0,0,0,3,2,2,0,1,3,FALSE,,
5980,currentDB,6384,7/31/2017,8/2/2017,ELR,TEETER,SAN,NORTH,11:00,3,2,5,0,12,8,3,3,1,1,13,FALSE,,
5981,currentDB,6385,7/31/2017,8/2/2017,ELR,SHORTRIBS,SAN,NORTH,11:20,1,0,0,0,0,1,0,0,2,1,1,FALSE,,
5982,currentDB,6386,7/31/2017,8/2/2017,ELR,ELEPHGRAVE,SAN,NORTH,11:35,0,1,0,0,0,1,1,0,0,0,1,FALSE,,
5983,currentDB,6387,7/31/2017,8/2/2017,ELR,STIX,SAN,NORTH,11:40,1,0,0,0,0,1,0,0,1,1,1,FALSE,,
5984,currentDB,6388,7/31/2017,8/2/2017,ELR,JUGHEAD,SAN,NORTH,11:47,0,0,0,0,0,3,1,2,0,0,2,FALSE,,
5985,currentDB,6389,7/31/2017,8/2/2017,ELR,TRASH,SAN,NORTH,12:00,1,0,0,0,0,1,0,1,0,0,2,FALSE,,
5986,currentDB,6390,7/31/2017,8/2/2017,ELR,PICKUPSTIX,SAN,NORTH,12:06,1,0,0,0,0,3,2,2,0,1,3,FALSE,,
5987,currentDB,6391,7/31/2017,8/2/2017,JKM,WISHBONE,SAN,NORTH,12:15,1,0,0,0,0,1,0,0,1,1,1,FALSE,,
5988,currentDB,6392,7/31/2017,8/2/2017,JKM,GROSS,SAN,NORTH,12:05,1,0,0,0,0,1,0,0,3,2,1,FALSE,,
5989,currentDB,6393,7/31/2017,8/2/2017,JKM,TURTLE,SAN,NORTH,11:55,1,0,0,0,0,3,0,2,0,1,3,FALSE,,
5990,currentDB,6394,7/31/2017,8/2/2017,JKM,BOAT,SAN,NORTH,11:44,1,0,0,0,0,1,0,0,2,1,1,FALSE,,
5991,currentDB,6395,7/31/2017,8/2/2017,JKM,NARROWS,SAN,NORTH,10:50,5,2,0,0,4,11,4,8,3,4,15,FALSE,,
5992,currentDB,6396,7/31/2017,8/2/2017,JKM,COBBLE,PNO,PURISIMA,10:40,1,0,0,0,0,1,0,0,0,0,1,FALSE,,
5993,currentDB,6397,7/31/2017,8/2/2017,JKM,POCKET1,PNO,PURISIMA,9:30,2,1,0,0,0,5,1,2,2,1,5,FALSE,dead csl,
5994,currentDB,6398,7/31/2017,8/2/2017,JKM,POCKET2,PNO,PURISIMA,9:00,0,0,0,0,0,0,0,0,0,0,0,FALSE,,
5995,currentDB,6399,7/31/2017,8/2/2017,ELR,PURISIMACOL,PCO,PURISIMA,8:40,1,0,0,0,0,0,0,1,0,0,2,FALSE,,
5996,currentDB,6325,7/31/2017,8/4/2017,ELR,JALAMA BEACH,JAL,JALAMA,8:30,0,0,58,0,65,29,4,6,0,0,64,TRUE,,
5997,currentDB,6327,8/7/2017,8/7/2017,ELR,BORDER TRAIL,SSO,SOUTH,11:37,0,0,0,0,0,,,0,0,0,0,FALSE,,
5998,currentDB,6328,8/7/2017,8/7/2017,ELR,METEOR,SSO,SOUTH,11:13,2,0,3,0,0,2,0,1,2,2,6,FALSE,,
5999,currentDB,6329,8/7/2017,8/7/2017,ELR,STUMP,SSO,SOUTH,11:05,1,0,1,0,0,1,0,0,2,1,2,FALSE,,
6000,currentDB,6330,8/7/2017,8/7/2017,ELR,PEBBLE,SSO,SOUTH,11:01,0,0,0,0,0,,,0,0,0,0,FALSE,,
6001,currentDB,6331,8/7/2017,8/7/2017,ELR,SQUID,SSO,SOUTH,10:55,1,0,0,0,0,1,1,0,1,1,1,FALSE,,
6002,currentDB,6332,8/7/2017,8/7/2017,ELR,ELEPHANTSEAL,SSO,SOUTH,10:50,1,0,0,0,0,1,0,0,2,1,1,FALSE,,
6003,currentDB,6333,8/7/2017,8/7/2017,ELR,WITCH,SSO,SOUTH,10:40,0,0,0,0,0,,,0,0,0,0,FALSE,,
6004,currentDB,6334,8/7/2017,8/7/2017,ELR,CAMP,SSO,SOUTH,10:35,0,0,0,0,0,,,0,0,0,0,FALSE,,
6005,currentDB,6335,8/7/2017,8/7/2017,ELR,OBVIOUSLOG,SSO,SOUTH,10:20,1,0,1,0,0,6,4,4,0,1,6,FALSE,,
6006,currentDB,6336,8/7/2017,8/7/2017,ELR,4303BUOY,SSO,SOUTH,10:15,0,0,0,0,0,,,0,0,0,0,FALSE,,
6007,currentDB,6337,8/7/2017,8/7/2017,ELR,ROCKBLUE,SSO,SOUTH,10:10,1,0,0,0,0,0,,0,2,1,1,FALSE,,
6008,currentDB,6338,8/7/2017,8/7/2017,ELR,FINGER,SSO,SOUTH,10:04,0,0,0,0,0,,,0,0,0,0,FALSE,,
6009,currentDB,6339,8/7/2017,8/7/2017,ELR,GRANDCANYON,SSO,SOUTH,9:50,0,0,0,0,0,,,0,0,0,0,FALSE,,
6010,currentDB,6340,8/7/2017,8/7/2017,ELR,AMPHITHEATRE,SSO,SOUTH,9:41,1,1,0,0,0,3,1,1,0,0,3,FALSE,,
6011,currentDB,6341,8/7/2017,8/7/2017,ELR,UTAH,SSO,SOUTH,9:30,2,0,0,0,0,2,1,0,4,2,2,FALSE,,
6012,currentDB,6342,8/7/2017,8/7/2017,ELR,ICELAVA,SSO,SOUTH,9:10,3,0,0,0,0,7,3,4,0,1,7,FALSE,,
6013,currentDB,6343,8/7/2017,8/7/2017,ELR,DISC,SSO,SOUTH,8:50,1,0,0,0,0,,,0,1,1,1,FALSE,,
6014,currentDB,6344,8/7/2017,8/7/2017,ELR,ENDCOVE,SSO,SOUTH,9:00,0,0,0,0,0,,,0,0,0,0,FALSE,,
6015,currentDB,6345,8/7/2017,8/7/2017,LAH,DRIFTWOOD,SNO,SOUTH,8:55,2,1,0,0,0,6,2,3,2,1,6,FALSE,SNO104,
6016,currentDB,6346,8/7/2017,8/7/2017,LAH,DROOP,SNO,SOUTH,9:20,3,2,3,0,8,10,1,2,0,0,10,FALSE,,
6017,currentDB,6347,8/7/2017,8/7/2017,LAH,STOOL,SNO,SOUTH,9:28,1,0,2,0,0,5,3,2,0,1,5,FALSE,SNO093,
6018,currentDB,6348,8/7/2017,8/7/2017,LAH,PTRASH,SNO,SOUTH,9:40,1,0,0,0,0,2,1,1,1,1,2,FALSE,SNO126,
6019,currentDB,6349,8/7/2017,8/7/2017,LAH,FORT,SNO,SOUTH,9:47,1,0,0,0,0,1,0,0,2,1,1,FALSE,SNO120,
6020,currentDB,6350,8/7/2017,8/7/2017,LAH,PAINT,SNO,SOUTH,10:00,0,0,0,0,0,0,0,0,0,0,0,FALSE,,
6021,currentDB,6351,8/7/2017,8/7/2017,LAH,SIGN,SNO,SOUTH,10:15,0,1,9,0,16,18,7,8,0,0,18,FALSE,,
6022,currentDB,6352,8/7/2017,8/7/2017,LAH,SSURFCLOSED,SNO,SOUTH,10:30,0,0,2,0,0,2,2,0,0,0,2,FALSE,,
6023,currentDB,6353,8/7/2017,8/7/2017,LAH,NSURFOPEN,SNO,SOUTH,10:45,7,0,17,0,35,30,9,12,2,1,36,FALSE,SNO109,
6024,currentDB,6354,8/7/2017,8/7/2017,LAH,BUOY,SNO,SOUTH,11:40,1,0,0,0,0,1,0,0,2,1,1,FALSE,SNO125,
6025,currentDB,6355,8/7/2017,8/7/2017,LAH,BOJUM,SNO,SOUTH,11:54,1,0,1,0,0,2,0,0,0,1,2,FALSE,SNO117,
6026,currentDB,6356,8/7/2017,8/7/2017,LAH,TOTEM,SNO,SOUTH,12:00,1,0,7,0,7,3,0,0,2,1,8,FALSE,SNO124,
6027,currentDB,6357,8/7/2017,8/7/2017,LAH,FORK,SNO,SOUTH,12:10,2,0,2,0,9,13,1,7,0,1,11,FALSE,SNO099,
6028,currentDB,6358,8/7/2017,8/7/2017,LAH,PILE,SNO,SOUTH,12:20,2,0,0,0,7,4,2,9,3,2,11,FALSE,"WAL085, SNO114",
6029,currentDB,6599,8/7/2017,8/7/2017,JKM,WALL OPEN,WAL,SOUTH,12:30,2,0,0,0,0,2,2,0,3,2,2,FALSE,,
6030,currentDB,6600,8/7/2017,8/7/2017,JKM,WALLBORDER,WAL,SOUTH,12:12,7,0,0,0,0,9,4,3,3,2,10,FALSE,,
6031,currentDB,6601,8/7/2017,8/7/2017,JKM,WILLOW,WAL,SOUTH,12:03,2,0,0,0,0,1,0,0,2,1,2,FALSE,,
6032,currentDB,6602,8/7/2017,8/7/2017,JKM,CANON,WAL,SOUTH,11:50,2,0,0,0,0,1,1,0,1,1,2,FALSE,,
6033,currentDB,6603,8/7/2017,8/7/2017,JKM,BEACH FUZZ,WAL,SOUTH,11:40,1,0,0,0,0,0,0,0,1,1,1,FALSE,,
6034,currentDB,6604,8/7/2017,8/7/2017,JKM,KNOT,WAL,SOUTH,11:30,1,0,0,0,0,1,1,0,2,1,1,FALSE,,
6035,currentDB,6605,8/7/2017,8/7/2017,JKM,LEG,WAL,SOUTH,11:17,2,0,0,0,0,3,1,1,1,1,3,FALSE,,
6036,currentDB,6606,8/7/2017,8/7/2017,JKM,TP,WAL,SOUTH,11:05,1,0,0,0,0,1,1,0,1,1,1,FALSE,,
6037,currentDB,6607,8/7/2017,8/7/2017,JKM,LOUNGE,WAL,SOUTH,10:40,4,0,0,0,0,1,1,1,3,3,5,FALSE,,
6038,currentDB,6608,8/7/2017,8/7/2017,JKM,SPLITLOG,WAL,SOUTH,10:35,1,0,0,0,0,1,1,1,0,0,2,FALSE,,
6039,currentDB,6609,8/7/2017,8/7/2017,JKM,CIGAR,WAL,SOUTH,10:30,0,0,0,0,0,0,0,0,0,0,0,FALSE,,
6040,currentDB,6610,8/7/2017,8/7/2017,JKM,BOWL,WAL,SOUTH,10:20,0,0,0,0,0,1,1,1,0,0,1,FALSE,,
6041,currentDB,6611,8/7/2017,8/7/2017,JKM,TIKI,WAL,SOUTH,9:55,0,0,0,0,0,1,1,1,0,0,1,FALSE,,
6042,currentDB,6612,8/7/2017,8/7/2017,JKM,TIP,SNO,SOUTH,9:45,2,0,0,0,0,0,0,0,0,1,2,FALSE,,
6043,currentDB,6364,8/14/2017,8/15/2017,LAH,TREX,SAN,NORTH,10:00,1,1,1,0,4,4,1,1,0,0,4,FALSE,,
6044,currentDB,6365,8/14/2017,8/15/2017,LAH,GEEK,SAN,NORTH,10:15,0,0,0,0,0,0,0,0,0,0,0,FALSE,,
6045,currentDB,6366,8/14/2017,8/15/2017,LAH,DEADBUG,SAN,NORTH,10:20,2,0,18,0,20,8,4,6,0,0,26,FALSE,,
6046,currentDB,6367,8/14/2017,8/15/2017,LAH,TEETER,SAN,NORTH,10:30,2,1,0,0,5,5,3,2,0,0,5,FALSE,,
6047,currentDB,6368,8/14/2017,8/15/2017,LAH,SHORTRIBS,SAN,NORTH,11:00,1,0,0,0,0,0,0,0,1,1,1,FALSE,,
6048,currentDB,6369,8/14/2017,8/15/2017,LAH,ELEPHGRAVE,SAN,NORTH,11:15,0,0,0,0,0,0,0,0,0,0,0,FALSE,,
6049,currentDB,6370,8/14/2017,8/15/2017,LAH,STIX,SAN,NORTH,11:20,0,0,0,0,0,0,0,0,0,0,0,FALSE,,
6050,currentDB,6371,8/14/2017,8/15/2017,LAH,JUGHEAD,SAN,NORTH,11:35,0,0,0,0,0,0,0,0,0,0,0,FALSE,,
6051,currentDB,6372,8/14/2017,8/15/2017,LAH,TRASH,SAN,NORTH,11:40,0,0,0,0,2,2,0,2,0,0,2,FALSE,,
6052,currentDB,6373,8/14/2017,8/15/2017,LAH,PICKUPSTIX,SAN,NORTH,11:45,0,0,0,0,0,1,1,1,0,0,1,FALSE,,
6053,currentDB,6374,8/14/2017,8/15/2017,LAH,WISHBONE,SAN,NORTH,11:50,0,0,0,0,0,0,0,0,0,0,0,FALSE,,
6054,currentDB,6375,8/14/2017,8/15/2017,LAH,GROSS,SAN,NORTH,12:00,1,0,0,0,0,1,0,0,2,1,1,FALSE,,
6055,currentDB,6376,8/14/2017,8/15/2017,LAH,TURTLE,SAN,NORTH,12:15,1,0,4,0,4,3,2,2,0,1,7,FALSE,,
6056,currentDB,6504,8/14/2017,8/15/2017,ELR,MINOPEN,MIN,NORTH,8:50,0,0,0,0,0,,,0,0,0,0,FALSE,,
6057,currentDB,6505,8/14/2017,8/15/2017,ELR,MINBORDER,MIN,NORTH,9:00,0,0,0,0,0,,,0,0,0,0,FALSE,,
6058,currentDB,6506,8/14/2017,8/15/2017,ELR,TUVU,MIN,NORTH,9:08,0,0,0,0,0,,,0,0,0,0,FALSE,,
6059,currentDB,6507,8/14/2017,8/15/2017,ELR,ALLIGATOR,MIN,NORTH,9:12,0,0,0,0,0,,,0,0,0,0,FALSE,,
6060,currentDB,6508,8/14/2017,8/15/2017,ELR,CHEST,MIN,NORTH,9:15,0,0,0,0,0,,,0,0,0,0,FALSE,,
6061,currentDB,6509,8/14/2017,8/15/2017,ELR,ANCHOR,MIN,NORTH,9:20,0,0,0,0,0,,,0,0,0,0,FALSE,,
6062,currentDB,6510,8/14/2017,8/15/2017,ELR,SHCREEK,SHN,NORTH,9:25,0,0,0,0,0,,,0,0,0,0,FALSE,,
6063,currentDB,6511,8/14/2017,8/15/2017,ELR,NEEDLE,SHN,NORTH,9:32,0,0,0,0,0,,,0,0,0,0,FALSE,,
6064,currentDB,6512,8/14/2017,8/15/2017,ELR,BOINGI,SHN,NORTH,9:38,0,0,0,0,0,,,0,0,0,0,FALSE,,
6065,currentDB,6513,8/14/2017,8/15/2017,ELR,SCAFFOLDING,SHN,NORTH,9:43,0,0,0,0,0,,,0,0,0,0,FALSE,,
6066,currentDB,6514,8/14/2017,8/15/2017,ELR,PIXIE,SHN,NORTH,9:52,0,0,0,0,4,4,1,4,0,0,4,FALSE,,
6067,currentDB,6515,8/14/2017,8/15/2017,ELR,SEADRAGON,SHN,NORTH,10:00,0,0,0,0,0,,,0,0,0,0,FALSE,,
6068,currentDB,6516,8/14/2017,8/15/2017,ELR,PILLOW,SHN,NORTH,10:08,0,0,1,0,0,2,1,1,0,0,2,FALSE,,
6069,currentDB,6517,8/14/2017,8/15/2017,ELR,CLUB,SHN,NORTH,10:20,0,0,0,0,0,,,0,0,0,0,FALSE,,
6070,currentDB,6518,8/14/2017,8/15/2017,ELR,HOOF,SHN,NORTH,10:23,0,0,0,0,0,,,0,0,0,0,FALSE,,
6071,currentDB,6519,8/14/2017,8/15/2017,ELR,TIRE,SHN,NORTH,10:35,0,0,0,0,0,,,0,0,0,0,FALSE,,
6072,currentDB,6520,8/14/2017,8/15/2017,ELR,THIRSTY,SHN,NORTH,10:40,0,0,0,0,0,,,0,0,0,0,FALSE,,
6073,currentDB,6521,8/14/2017,8/15/2017,ELR,BOB,SHN,NORTH,10:46,0,0,0,0,0,,,0,0,0,0,FALSE,,
6074,currentDB,6522,8/14/2017,8/15/2017,ELR,ROLLINGROCK,SHN,NORTH,10:52,0,0,0,0,0,,,0,0,0,0,FALSE,,
6075,currentDB,6523,8/14/2017,8/15/2017,ELR,SHSSTART,SHS,NORTH,11:04,0,0,0,0,0,,,0,0,0,0,FALSE,,
6076,currentDB,6524,8/14/2017,8/15/2017,ELR,RAINBOWSPIN,SHS,NORTH,11:14,0,0,0,0,0,,,0,0,0,0,FALSE,,
6077,currentDB,6525,8/14/2017,8/15/2017,ELR,BUOYFARM,SHS,NORTH,11:20,0,0,0,0,0,,,0,0,0,0,FALSE,,
6078,currentDB,6526,8/14/2017,8/15/2017,ELR,RUPAUL,SHS,NORTH,11:30,1,0,0,0,0,1,0,0,0,0,1,FALSE,,
6079,currentDB,6527,8/14/2017,8/15/2017,ELR,MINIDUMP,SHS,NORTH,11:50,0,0,0,0,0,,,0,0,0,0,FALSE,,
6080,currentDB,6528,8/14/2017,8/15/2017,ELR,OJ,SHS,NORTH,12:03,0,0,0,0,0,,,0,0,0,0,FALSE,,
6081,currentDB,6529,8/14/2017,8/15/2017,ELR,BOTTLEBUOY,SHS,NORTH,12:10,0,0,0,0,0,,,0,0,0,0,FALSE,,
6082,currentDB,6530,8/14/2017,8/15/2017,ELR,MOLE,SHS,NORTH,12:20,0,0,0,0,0,,,0,0,0,0,FALSE,,
6083,currentDB,6531,8/14/2017,8/15/2017,ELR,BOTTLELOG,SHS,NORTH,12:35,1,0,1,0,12,12,6,10,0,0,12,FALSE,,
6084,currentDB,6532,8/14/2017,8/15/2017,ELR,TRILOG,SHS,NORTH,15:22,1,0,0,0,0,1,0,0,1,1,1,FALSE,,
6085,currentDB,6533,8/14/2017,8/15/2017,ELR,SHSEND,SAN,NORTH,13:07,0,0,0,0,0,,,0,0,0,0,FALSE,,
6086,currentDB,6534,8/14/2017,8/15/2017,ELR,ARROWHEAD,SAN,NORTH,13:15,1,0,0,0,0,1,1,0,0,1,1,FALSE,,
6087,currentDB,6535,8/14/2017,8/15/2017,ELR,L13BUOY,SAN,NORTH,13:21,0,0,0,0,0,,,0,0,0,0,FALSE,,
6088,currentDB,6536,8/14/2017,8/15/2017,ELR,NICEPERCH,SAN,NORTH,13:25,0,0,0,0,0,1,1,1,0,0,1,FALSE,,
6089,currentDB,6537,8/14/2017,8/15/2017,ELR,TOMBSTONE,SAN,NORTH,13:30,0,0,0,0,0,,,0,0,0,0,FALSE,,
6090,currentDB,6857,8/14/2017,8/15/2017,JKM,BOAT,SAN,NORTH,12:30,1,0,0,0,0,0,,1,2,1,2,FALSE,,
6091,currentDB,6858,8/14/2017,8/15/2017,JKM,NARROWS,SAN,NORTH,11:30,3,0,0,0,0,4,2,1,5,3,4,FALSE,,
6092,currentDB,6859,8/14/2017,8/15/2017,JKM,COBBLE,PNO,PURISIMA,11:19,0,0,0,0,0,,,0,0,0,0,FALSE,,
6093,currentDB,6860,8/14/2017,8/15/2017,JKM,POCKET1,PNO,PURISIMA,11:05,2,0,3,0,5,6,2,1,1,1,6,FALSE,,
6094,currentDB,6861,8/14/2017,8/15/2017,JKM,POCKET2,PNO,PURISIMA,10:06,0,0,0,0,0,1,1,1,0,0,1,FALSE,,
6095,currentDB,6722,8/21/2017,8/21/2017,LAH,ENDCOVE,SSO,SOUTH,11:17,0,0,0,0,0,0,0,0,0,0,0,FALSE,,
6096,currentDB,6723,8/21/2017,8/21/2017,LAH,DISC,SSO,SOUTH,11:15,0,0,0,0,0,0,0,0,0,0,0,FALSE,,
6097,currentDB,6724,8/21/2017,8/21/2017,LAH,ICELAVA,SSO,SOUTH,11:20,2,0,0,0,0,2,0,0,4,2,2,FALSE,,
6098,currentDB,6725,8/21/2017,8/21/2017,LAH,UTAH,SSO,SOUTH,11:25,1,0,0,0,0,1,1,0,1,1,1,FALSE,,
6099,currentDB,6726,8/21/2017,8/21/2017,LAH,AMPHITHEATRE,SSO,SOUTH,11:35,0,0,0,0,0,0,0,0,0,0,0,FALSE,,
6100,currentDB,6727,8/21/2017,8/21/2017,LAH,GRANDCANYON,SSO,SOUTH,11:40,0,0,0,0,0,0,0,0,0,0,0,FALSE,,
6101,currentDB,6728,8/21/2017,8/21/2017,LAH,FINGER,SSO,SOUTH,11:54,0,0,0,0,0,0,0,0,0,0,0,FALSE,,
