ID,Survey Date,Monitor Initials,Transect Block,Time,Males Individual,Total Male,Females Individual,Total Female,Unknown Individual,Pairs,Flock,Birds Checked,Banded,Juvenile,Chicks,Brood,Coyote Tracks,Pig Tracks,Raccoon Tracks,Wrack,Seagrass,Wrack Assessed,Wrack Exclude,Transect Block Notes,Proofed
2024,6/24/2015,LAH,TRASH,11:55,0,0,0,0,0,0,0,,,0,0,0,TRUE,FALSE,FALSE,1-2,TRUE,FALSE,FALSE,,TRUE
2025,6/24/2015,LAH,PICKUPSTIX,12:01,1,1,1,1,0,0,0,,,0,0,0,TRUE,FALSE,FALSE,1-2,TRUE,FALSE,FALSE,,TRUE
2026,6/22/2015,LAH,WISHBONE,12:12,3,3,2,2,1,0,0,,,0,0,2,TRUE,FALSE,FALSE,1,TRUE,FALSE,FALSE,,TRUE
2027,6/22/2015,LAH,GROSS,11:50,1,1,0,0,4,0,0,,,0,2,1,FALSE,FALSE,FALSE,1,TRUE,FALSE,FALSE,,TRUE
2028,6/22/2015,LAH,TURTLE,11:35,1,1,1,1,0,0,0,,,0,0,0,TRUE,FALSE,FALSE,2,TRUE,FALSE,FALSE,,TRUE
2029,6/22/2015,LAH,BOAT,11:15,3,3,1,1,0,0,0,,,0,2,1,TRUE,FALSE,FALSE,2,TRUE,FALSE,FALSE,,TRUE
2030,6/22/2015,LAH,NARROWS,10:15,3,3,2,2,0,0,0,,,0,2,1,TRUE,FALSE,FALSE,2,TRUE,FALSE,FALSE,,TRUE
2031,6/22/2015,LAH,COBBLE,10:00,0,0,0,0,0,0,0,,,0,0,0,TRUE,FALSE,FALSE,1,TRUE,FALSE,FALSE,,TRUE
2032,6/22/2015,LAH,POCKET1,9:40,1,1,0,0,0,0,0,,,0,0,1,TRUE,FALSE,FALSE,1,TRUE,FALSE,FALSE,,TRUE
2033,6/22/2015,LAH,POCKET2,8:45,2,2,2,2,0,0,0,,,0,4,2,TRUE,FALSE,FALSE,3,TRUE,FALSE,FALSE,,TRUE
2034,6/22/2015,LAH,PURISIMACOL,8:30,0,0,0,0,1,0,0,,,1,1,2,TRUE,FALSE,FALSE,,FALSE,FALSE,FALSE,,TRUE
2035,7/7/2015,LAH,GROSS,12:55,1,1,1,1,0,0,0,,,2,3,2,TRUE,FALSE,FALSE,1,TRUE,FALSE,FALSE,,TRUE
2036,7/7/2015,LAH,TURTLE,12:35,1,1,1,1,0,0,0,,,0,0,0,TRUE,FALSE,FALSE,1,TRUE,FALSE,FALSE,,TRUE
2037,7/7/2015,LAH,BOAT,12:15,3,4,0,1,0,1,0,,,0,4,3,TRUE,FALSE,FALSE,2,TRUE,FALSE,FALSE,,TRUE
2038,7/7/2015,LAH,NARROWS,11:10,4,5,1,2,1,1,0,,,3,3,2,TRUE,FALSE,FALSE,2,TRUE,FALSE,FALSE,,TRUE
2039,7/7/2015,LAH,COBBLE,10:45,0,0,0,0,0,0,0,,,0,0,0,TRUE,FALSE,FALSE,2,TRUE,FALSE,FALSE,,TRUE
2040,7/7/2015,LAH,POCKET1,10:25,1,1,1,1,0,0,4,,,2,0,0,TRUE,FALSE,FALSE,2,TRUE,FALSE,FALSE,,TRUE
2041,7/7/2015,LAH,POCKET2,9:50,4,4,1,1,0,0,0,,,3,2,1,TRUE,FALSE,FALSE,3,TRUE,FALSE,FALSE,,TRUE
2042,7/7/2015,LAH,PURISIMACOL,9:30,0,0,0,0,0,0,0,,,0,0,0,TRUE,FALSE,FALSE,,FALSE,FALSE,FALSE,,TRUE
2043,7/24/2015,ELR,DEADBUG,9:50,6,6,0,0,6,0,27,,,18,0,0,TRUE,FALSE,FALSE,1,TRUE,FALSE,FALSE,,TRUE
2044,7/24/2015,ELR,TEETER,10:55,0,0,0,0,0,0,0,,,0,1,1,FALSE,FALSE,FALSE,2,TRUE,FALSE,FALSE,,TRUE
2045,7/24/2015,ELR,SHORTRIBS,11:05,1,1,0,0,0,0,0,,,0,0,0,TRUE,FALSE,FALSE,2,TRUE,FALSE,FALSE,,TRUE
2046,7/24/2015,ELR,ELEPHGRAVE,11:15,0,0,0,0,0,0,0,,,0,0,0,TRUE,FALSE,FALSE,1,TRUE,FALSE,FALSE,,TRUE
2047,7/24/2015,ELR,STIX,11:26,0,0,0,0,0,0,0,,,0,0,0,TRUE,FALSE,FALSE,1,TRUE,FALSE,FALSE,,TRUE
2048,7/24/2015,ELR,JUGHEAD,11:37,1,1,0,0,0,0,0,,,0,0,0,TRUE,FALSE,FALSE,1,TRUE,FALSE,FALSE,,TRUE
2049,7/24/2015,ELR,TRASH,11:52,1,1,0,0,0,0,0,,,0,0,1,TRUE,FALSE,FALSE,1,TRUE,FALSE,FALSE,,TRUE
2050,7/24/2015,ELR,PICKUPSTIX,11:59,0,0,0,0,0,0,0,,,0,0,0,FALSE,FALSE,FALSE,1,TRUE,FALSE,FALSE,,TRUE
2051,7/24/2015,ELR,WISHBONE,12:06,2,3,0,1,0,1,0,,,0,5,2,FALSE,FALSE,FALSE,1,TRUE,FALSE,FALSE,,TRUE
2060,7/24/2015,LAH,GROSS,12:20,1,1,0,0,0,0,0,,,0,0,1,TRUE,FALSE,FALSE,1,TRUE,FALSE,FALSE,,TRUE
2061,7/24/2015,LAH,TURTLE,12:05,2,2,0,0,0,0,0,,,1,1,2,TRUE,FALSE,FALSE,1,TRUE,FALSE,FALSE,,TRUE
2062,7/24/2015,LAH,BOAT,11:40,2,2,0,0,8,0,10,,,3,2,1,TRUE,FALSE,FALSE,1,TRUE,FALSE,FALSE,,TRUE
2063,7/24/2015,LAH,NARROWS,10:30,4,6,2,4,1,2,0,,,2,8,5,TRUE,FALSE,FALSE,1-2,TRUE,FALSE,FALSE,,TRUE
2064,7/24/2015,LAH,COBBLE,10:24,0,0,0,0,2,0,0,,,0,0,0,TRUE,FALSE,FALSE,1,TRUE,FALSE,FALSE,,TRUE
2065,7/24/2015,LAH,POCKET1,10:05,1,1,0,0,4,0,0,,,0,0,1,TRUE,FALSE,FALSE,1-2,TRUE,FALSE,FALSE,,TRUE
2066,7/24/2015,LAH,POCKET2,9:10,3,3,2,2,2,0,6,,,4,2,1,TRUE,FALSE,FALSE,3,TRUE,FALSE,FALSE,,TRUE
2067,7/24/2015,LAH,PURISIMACOL,8:30,0,0,0,0,,,0,,,0,0,0,TRUE,FALSE,FALSE,0,FALSE,FALSE,FALSE,,TRUE
2068,6/22/2015,ELR,TIRE,12:37,0,0,0,0,0,0,0,,,0,0,0,TRUE,FALSE,FALSE,0-1,TRUE,FALSE,FALSE,,TRUE
2069,6/22/2015,ELR,THIRSTY,12:31,0,0,0,0,0,0,0,,,0,0,0,TRUE,FALSE,FALSE,0-1,TRUE,FALSE,FALSE,,TRUE
2070,6/22/2015,ELR,BOB,12:25,0,0,0,0,0,0,0,,,0,0,0,TRUE,FALSE,FALSE,0-1,TRUE,FALSE,FALSE,,TRUE
2071,6/22/2015,ELR,ROLLINGROCK,12:17,1,1,0,0,0,0,0,,,0,0,0,TRUE,FALSE,FALSE,0-1,TRUE,FALSE,FALSE,,TRUE
2072,6/22/2015,ELR,SHSSTART,12:10,0,0,0,0,0,0,0,,,0,0,0,TRUE,FALSE,FALSE,0-1,TRUE,FALSE,FALSE,,TRUE
2073,6/22/2015,ELR,RAINBOWSPIN,12:05,0,0,0,0,0,0,0,,,0,0,0,TRUE,FALSE,FALSE,0-1,TRUE,FALSE,FALSE,,TRUE
2074,6/22/2015,ELR,BUOYFARM,12:00,0,0,0,0,0,0,0,,,0,0,0,TRUE,FALSE,FALSE,0-1,TRUE,FALSE,FALSE,,TRUE
2075,6/22/2015,ELR,RUPAUL,11:54,0,0,0,0,0,0,0,,,0,0,0,TRUE,FALSE,FALSE,1,TRUE,FALSE,FALSE,,TRUE
2076,6/22/2015,ELR,MINIDUMP,11:45,0,0,1,1,0,0,0,,,0,0,0,TRUE,FALSE,FALSE,1,TRUE,FALSE,FALSE,,TRUE
2077,6/22/2015,ELR,OJ,11:24,0,0,0,0,0,0,0,,,1,0,0,TRUE,FALSE,FALSE,1,TRUE,FALSE,FALSE,,TRUE
2078,6/22/2015,ELR,BOTTLEBUOY,11:00,1,1,1,1,0,0,0,,,2,0,0,TRUE,FALSE,FALSE,1,TRUE,FALSE,FALSE,,TRUE
2079,6/22/2015,ELR,MOLE,10:50,0,0,0,0,0,0,0,,,0,0,0,TRUE,FALSE,FALSE,1,TRUE,FALSE,FALSE,,TRUE
2080,6/22/2015,ELR,BOTTLELOG,10:37,1,1,0,0,0,0,0,,,0,1,1,TRUE,FALSE,FALSE,0-1,TRUE,FALSE,FALSE,,TRUE
2081,6/22/2015,ELR,TRILOG,10:30,0,0,0,0,1,0,0,,,0,0,0,TRUE,FALSE,FALSE,0-1,TRUE,FALSE,FALSE,,TRUE
2082,6/22/2015,ELR,SHSEND,10:21,1,1,1,1,0,0,0,,,0,0,0,TRUE,FALSE,FALSE,0-1,TRUE,FALSE,FALSE,,TRUE
2083,6/22/2015,ELR,ARROWHEAD,10:10,3,3,1,1,0,0,0,,,0,2,1,TRUE,FALSE,FALSE,0-1,TRUE,FALSE,FALSE,,TRUE
2084,6/22/2015,ELR,L13BUOY,10:04,0,0,0,0,0,0,0,,,0,0,0,TRUE,FALSE,FALSE,0-1,TRUE,FALSE,FALSE,,TRUE
2085,6/22/2015,ELR,NICEPERCH,10:00,0,0,0,0,0,0,0,,,0,0,0,TRUE,FALSE,FALSE,1,TRUE,FALSE,FALSE,,TRUE
2086,6/22/2015,ELR,TOMBSTONE,9:50,1,1,0,0,0,0,0,,,0,0,0,TRUE,FALSE,FALSE,0-1,TRUE,FALSE,FALSE,,TRUE
2087,6/22/2015,ELR,TREX,9:40,0,1,1,2,0,1,0,,,0,0,0,TRUE,FALSE,TRUE,1,TRUE,FALSE,FALSE,,TRUE
2089,6/24/2015,ELR,MINOPEN,9:02,0,0,0,0,0,0,0,,,0,0,0,TRUE,FALSE,FALSE,1,TRUE,FALSE,FALSE,,TRUE
2090,6/24/2015,ELR,MINBORDER,9:15,0,0,1,1,0,0,0,,,0,0,0,TRUE,FALSE,FALSE,1,TRUE,FALSE,FALSE,,TRUE
2091,6/24/2015,ELR,TUVU,9:30,0,0,0,0,0,0,0,,,0,0,0,TRUE,FALSE,FALSE,1,TRUE,FALSE,FALSE,,TRUE
2092,6/24/2015,ELR,ALLIGATOR,9:35,0,0,0,0,0,0,0,,,0,0,0,TRUE,FALSE,FALSE,1,TRUE,FALSE,FALSE,,TRUE
2093,6/24/2015,ELR,CHEST,9:38,0,0,0,0,0,0,0,,,0,0,0,TRUE,FALSE,FALSE,1,TRUE,FALSE,FALSE,,TRUE
2094,6/24/2015,ELR,ANCHOR,9:43,0,0,0,0,0,0,0,,,0,0,0,TRUE,FALSE,FALSE,1,TRUE,FALSE,FALSE,,TRUE
2095,6/24/2015,ELR,SHCREEK,9:43,0,0,0,0,0,0,0,,,0,0,0,TRUE,FALSE,FALSE,1,TRUE,FALSE,FALSE,,TRUE
2096,6/24/2015,ELR,NEEDLE,9:53,0,0,0,0,0,0,0,,,0,0,0,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,wrack not recorded,TRUE
2097,6/26/2015,LAH,BOINGI,10:33,0,0,0,0,0,0,0,,,0,0,0,TRUE,FALSE,FALSE,1,TRUE,FALSE,FALSE,,TRUE
2098,6/26/2015,LAH,SCAFFOLDING,10:37,0,0,0,0,0,0,0,,,0,0,0,TRUE,FALSE,FALSE,1,TRUE,FALSE,FALSE,,TRUE
2099,6/26/2015,LAH,PIXIE,10:42,0,0,0,0,0,0,0,,,0,0,0,TRUE,FALSE,FALSE,2,TRUE,FALSE,FALSE,,TRUE
2100,6/26/2015,LAH,SEADRAGON,10:47,0,0,0,0,0,0,0,,,0,0,0,TRUE,FALSE,FALSE,1,TRUE,FALSE,FALSE,,TRUE
2101,6/26/2015,LAH,PILLOW,10:52,0,0,0,0,0,0,0,,,0,0,0,TRUE,FALSE,FALSE,2,TRUE,FALSE,FALSE,,TRUE
2102,6/26/2015,LAH,CLUB,10:55,0,0,0,0,0,0,0,,,0,0,0,TRUE,FALSE,FALSE,2,TRUE,FALSE,FALSE,,TRUE
2103,6/26/2015,LAH,HOOF,11:00,0,0,0,0,0,0,0,,,0,0,0,TRUE,FALSE,FALSE,2,TRUE,FALSE,FALSE,,TRUE
2105,7/7/2015,ELR,SHSEND,11:10,0,0,2,2,0,0,0,,,0,0,0,TRUE,FALSE,FALSE,1,TRUE,FALSE,FALSE,,TRUE
2106,7/7/2015,ELR,ARROWHEAD,10:57,2,2,1,1,0,0,0,,,0,3,1,TRUE,FALSE,FALSE,0-1,TRUE,FALSE,FALSE,,TRUE
2107,7/7/2015,ELR,L13BUOY,10:50,1,1,1,1,0,0,0,,,0,2,1,TRUE,FALSE,FALSE,0-1,TRUE,FALSE,FALSE,,TRUE
2108,7/7/2015,ELR,NICEPERCH,10:45,0,0,0,0,0,0,0,,,0,0,0,TRUE,FALSE,FALSE,0-1,TRUE,FALSE,FALSE,,TRUE
2109,7/7/2015,ELR,TOMBSTONE,10:40,0,0,0,0,0,0,0,,,0,0,0,TRUE,FALSE,FALSE,0-1,TRUE,FALSE,FALSE,,TRUE
2110,7/7/2015,ELR,TREX,11:50,0,0,0,0,0,0,0,,,0,0,0,TRUE,FALSE,TRUE,1,TRUE,FALSE,FALSE,,TRUE
2111,7/7/2015,ELR,GEEK,11:54,0,0,0,0,0,0,0,,,0,0,0,TRUE,FALSE,FALSE,1,TRUE,FALSE,FALSE,,TRUE
2112,7/7/2015,ELR,DEADBUG,12:01,1,1,0,0,0,0,0,,,0,0,1,TRUE,FALSE,FALSE,1,TRUE,FALSE,FALSE,,TRUE
2113,7/7/2015,ELR,TEETER,12:15,0,0,1,1,0,0,0,,,0,0,0,TRUE,FALSE,FALSE,1,TRUE,FALSE,FALSE,,TRUE
2143,7/9/2015,ELR,MINOPEN,8:30,0,0,0,0,0,0,0,,,0,0,0,TRUE,FALSE,FALSE,2,TRUE,FALSE,FALSE,,TRUE
2144,7/9/2015,ELR,MINBORDER,8:41,0,0,0,0,0,0,0,,,0,0,0,TRUE,FALSE,FALSE,1,TRUE,FALSE,FALSE,,TRUE
2145,7/9/2015,ELR,TUVU,8:50,0,0,0,0,0,0,0,,,0,0,0,TRUE,FALSE,FALSE,1,TRUE,FALSE,FALSE,,TRUE
2146,7/9/2015,ELR,ALLIGATOR,8:54,0,0,0,0,0,0,0,,,0,0,0,TRUE,FALSE,FALSE,2,TRUE,FALSE,FALSE,,TRUE
2147,7/9/2015,ELR,CHEST,8:58,0,0,0,0,0,0,0,,,0,0,0,TRUE,FALSE,FALSE,2,TRUE,FALSE,FALSE,,TRUE
2148,7/9/2015,ELR,ANCHOR,9:04,0,0,0,0,0,0,0,,,0,0,0,TRUE,FALSE,FALSE,1,TRUE,FALSE,FALSE,,TRUE
2149,7/9/2015,ELR,SHCREEK,9:10,0,0,0,0,0,0,0,,,0,0,0,TRUE,FALSE,FALSE,1,TRUE,FALSE,FALSE,,TRUE
2150,7/9/2015,ELR,NEEDLE,9:16,0,0,0,0,0,0,0,,,0,0,0,TRUE,FALSE,FALSE,1,TRUE,FALSE,FALSE,,TRUE
2151,7/9/2015,ELR,BOINGI,9:22,0,0,0,0,0,0,0,,,0,0,0,FALSE,FALSE,FALSE,1,TRUE,FALSE,FALSE,,TRUE
2152,7/9/2015,ELR,SCAFFOLDING,9:26,0,0,0,0,0,0,0,,,0,0,0,FALSE,FALSE,FALSE,0-1,TRUE,FALSE,FALSE,,TRUE
2153,7/9/2015,ELR,PIXIE,9:34,0,0,0,0,0,0,0,,,0,0,0,TRUE,FALSE,FALSE,0-1,TRUE,FALSE,FALSE,,TRUE
2154,7/9/2015,ELR,SEADRAGON,9:42,0,0,0,0,0,0,0,,,0,0,0,TRUE,FALSE,FALSE,0-1,TRUE,FALSE,FALSE,,TRUE
2155,7/9/2015,ELR,PILLOW,9:46,0,0,0,0,0,0,0,,,0,0,0,TRUE,FALSE,FALSE,1,TRUE,FALSE,FALSE,,TRUE
2156,7/9/2015,ELR,CLUB,9:53,0,0,0,0,0,0,0,,,0,0,0,TRUE,FALSE,FALSE,1,TRUE,FALSE,FALSE,,TRUE
2157,7/9/2015,ELR,HOOF,10:00,0,0,0,0,0,0,0,,,0,0,0,TRUE,FALSE,FALSE,0-1,TRUE,FALSE,FALSE,,TRUE
2158,7/9/2015,ELR,TIRE,10:09,0,0,0,0,0,0,0,,,0,0,0,TRUE,FALSE,FALSE,0-1,TRUE,FALSE,FALSE,,TRUE
2159,7/9/2015,ELR,THIRSTY,10:16,0,0,0,0,0,0,0,,,0,0,0,TRUE,FALSE,FALSE,0-1,TRUE,FALSE,FALSE,,TRUE
2160,7/9/2015,ELR,BOB,10:26,0,0,0,0,0,0,0,,,0,0,0,TRUE,FALSE,FALSE,0-1,TRUE,FALSE,FALSE,,TRUE
2161,7/9/2015,ELR,ROLLINGROCK,10:38,0,0,0,0,0,0,0,,,0,0,0,TRUE,FALSE,FALSE,0-1,TRUE,FALSE,FALSE,,TRUE
2162,7/9/2015,ELR,SHSSTART,10:46,0,0,0,0,0,0,0,,,0,0,0,TRUE,FALSE,FALSE,1,TRUE,FALSE,FALSE,,TRUE
2163,7/9/2015,ELR,RAINBOWSPIN,10:54,0,0,0,0,0,0,0,,,0,0,0,TRUE,FALSE,FALSE,1,TRUE,FALSE,FALSE,,TRUE
2164,7/9/2015,ELR,BUOYFARM,11:01,0,0,0,0,0,0,0,,,0,0,0,TRUE,FALSE,FALSE,1,TRUE,FALSE,FALSE,,TRUE
2165,7/9/2015,ELR,RUPAUL,11:09,0,0,0,0,0,0,0,,,0,0,0,TRUE,FALSE,FALSE,1,TRUE,FALSE,FALSE,,TRUE
2166,7/9/2015,ELR,MINIDUMP,11:15,0,0,0,0,0,0,0,,,0,0,0,TRUE,FALSE,FALSE,1,TRUE,FALSE,FALSE,,TRUE
2167,7/9/2015,ELR,OJ,11:30,1,1,0,0,0,0,0,,,0,0,0,TRUE,FALSE,FALSE,1,TRUE,FALSE,FALSE,,TRUE
2168,7/9/2015,ELR,BOTTLEBUOY,11:40,0,1,1,2,0,1,0,,,0,2,1,TRUE,FALSE,FALSE,1,TRUE,FALSE,FALSE,,TRUE
2169,7/9/2015,ELR,MOLE,11:55,0,0,1,1,0,0,0,,,0,0,0,TRUE,FALSE,FALSE,1,TRUE,FALSE,FALSE,,TRUE
2170,7/9/2015,ELR,BOTTLELOG,12:25,1,1,1,1,0,0,0,,,0,2,1,TRUE,FALSE,FALSE,1,TRUE,FALSE,FALSE,,TRUE
2171,7/9/2015,ELR,TRILOG,12:40,1,1,0,0,0,0,0,,,0,1,1,TRUE,FALSE,FALSE,1,TRUE,FALSE,FALSE,,TRUE
2174,7/24/2015,JKM,MINOPEN,16:15,0,0,0,0,0,0,0,,,0,0,0,FALSE,FALSE,FALSE,3,TRUE,FALSE,FALSE,,TRUE
2175,7/24/2015,JKM,MINBORDER,16:10,0,0,0,0,0,0,0,,,0,0,0,FALSE,FALSE,FALSE,2,TRUE,FALSE,FALSE,,TRUE
2176,7/24/2015,JKM,TUVU,16:05,0,0,0,0,0,0,0,,,0,0,0,FALSE,FALSE,FALSE,1,TRUE,FALSE,FALSE,,TRUE
2177,7/24/2015,JKM,ALLIGATOR,16:00,0,0,0,0,0,0,0,,,0,0,0,FALSE,FALSE,FALSE,1,TRUE,FALSE,FALSE,,TRUE
2178,7/24/2015,JKM,CHEST,15:56,0,0,0,0,0,0,0,,,0,0,0,FALSE,FALSE,FALSE,1,TRUE,FALSE,FALSE,,TRUE
2179,7/24/2015,JKM,ANCHOR,15:30,0,0,0,0,0,0,0,,,0,0,0,FALSE,FALSE,FALSE,1,TRUE,FALSE,FALSE,,TRUE
2180,7/24/2015,JKM,SHCREEK,15:24,0,0,0,0,0,0,0,,,1,0,0,FALSE,FALSE,FALSE,1,TRUE,FALSE,FALSE,,TRUE
2181,7/24/2015,JKM,NEEDLE,15:20,0,0,0,0,0,0,0,,,0,0,0,TRUE,FALSE,FALSE,1,TRUE,FALSE,FALSE,,TRUE
2182,7/24/2015,JKM,BOINGI,15:17,0,0,0,0,0,0,0,,,0,0,0,TRUE,FALSE,FALSE,1,TRUE,FALSE,FALSE,,TRUE
2183,7/24/2015,JKM,SCAFFOLDING,15:12,0,0,0,0,0,0,0,,,0,0,0,TRUE,FALSE,FALSE,1,TRUE,FALSE,FALSE,,TRUE
2184,7/24/2015,JKM,PIXIE,15:05,0,0,0,0,0,0,0,,,0,0,0,TRUE,FALSE,FALSE,1,TRUE,FALSE,FALSE,,TRUE
2185,7/24/2015,JKM,SEADRAGON,15:03,0,0,0,0,0,0,0,,,0,0,0,TRUE,FALSE,FALSE,1,TRUE,FALSE,FALSE,,TRUE
2186,7/24/2015,JKM,PILLOW,14:59,0,0,0,0,0,0,0,,,0,0,0,TRUE,FALSE,FALSE,1,TRUE,FALSE,FALSE,,TRUE
2187,7/24/2015,JKM,CLUB,14:40,1,1,0,0,1,0,0,,,0,0,0,TRUE,FALSE,FALSE,0-1,TRUE,FALSE,FALSE,otter carcass,TRUE
2188,7/24/2015,JKM,HOOF,14:30,0,0,0,0,0,0,0,,,0,0,0,TRUE,FALSE,FALSE,0-1,TRUE,FALSE,FALSE,,TRUE
2189,7/24/2015,JKM,TIRE,14:25,0,0,0,0,0,0,0,,,0,0,0,TRUE,FALSE,FALSE,0-1,TRUE,FALSE,FALSE,,TRUE
2190,7/24/2015,JKM,THIRSTY,14:20,0,0,0,0,0,0,0,,,0,0,0,TRUE,FALSE,FALSE,0-1,TRUE,FALSE,FALSE,,TRUE
2191,7/24/2015,JKM,BOB,14:12,0,0,0,0,0,0,0,,,0,0,0,TRUE,FALSE,FALSE,0-1,TRUE,FALSE,FALSE,,TRUE
2192,7/24/2015,JKM,ROLLINGROCK,14:07,0,0,0,0,0,0,0,,,0,0,0,TRUE,FALSE,FALSE,0-1,TRUE,FALSE,FALSE,,TRUE
2193,7/24/2015,JKM,SHSSTART,14:03,0,0,0,0,0,0,0,,,0,0,0,TRUE,FALSE,FALSE,1,TRUE,FALSE,FALSE,,TRUE
2194,7/24/2015,JKM,RAINBOWSPIN,13:59,0,0,0,0,0,0,0,,,0,0,0,TRUE,FALSE,FALSE,1,TRUE,FALSE,FALSE,,TRUE
2195,7/24/2015,JKM,BUOYFARM,13:48,0,0,0,0,0,0,0,,,0,0,0,TRUE,FALSE,FALSE,1,TRUE,FALSE,FALSE,,TRUE
2196,7/24/2015,JKM,RUPAUL,13:30,0,0,0,0,0,0,0,,,0,0,0,TRUE,FALSE,FALSE,2,TRUE,FALSE,FALSE,,TRUE
2197,7/24/2015,JKM,MINIDUMP,13:06,0,0,0,0,2,0,0,,,0,0,0,TRUE,FALSE,FALSE,1,TRUE,FALSE,FALSE,,TRUE
2198,7/24/2015,JKM,OJ,13:00,0,0,0,0,0,0,0,,,1,0,0,TRUE,FALSE,FALSE,1,TRUE,FALSE,FALSE,,TRUE
2199,7/24/2015,JKM,BOTTLEBUOY,12:30,2,2,0,0,0,0,0,,,0,6,2,TRUE,FALSE,FALSE,1,TRUE,FALSE,FALSE,CSL carcass w/20-30 TUVU,TRUE
2200,7/24/2015,JKM,MOLE,11:50,4,5,1,2,1,1,9,,,8,3,3,TRUE,FALSE,FALSE,1,TRUE,FALSE,FALSE,,TRUE
2201,7/24/2015,JKM,BOTTLELOG,11:35,1,1,1,1,1,0,7,,,4,0,0,TRUE,FALSE,FALSE,1,TRUE,FALSE,FALSE,,TRUE
2202,7/24/2015,JKM,TRILOG,11:20,0,0,1,1,0,0,0,,,0,0,0,TRUE,FALSE,FALSE,1,TRUE,FALSE,FALSE,,TRUE
2203,7/24/2015,JKM,SHSEND,11:15,0,0,0,0,0,0,0,,,0,0,0,TRUE,FALSE,FALSE,1,TRUE,FALSE,FALSE,,TRUE
2204,7/24/2015,JKM,ARROWHEAD,11:00,1,1,1,1,0,0,0,,,0,2,1,TRUE,FALSE,FALSE,1,TRUE,FALSE,FALSE,,TRUE
2205,7/24/2015,JKM,L13BUOY,10:53,0,0,0,0,0,0,0,,,0,0,0,TRUE,FALSE,FALSE,1,TRUE,FALSE,FALSE,,TRUE
2206,7/24/2015,JKM,NICEPERCH,10:49,0,0,0,0,0,0,0,,,0,0,0,TRUE,FALSE,FALSE,1,TRUE,FALSE,FALSE,,TRUE
2207,7/24/2015,JKM,TOMBSTONE,10:45,0,0,0,0,0,0,0,,,0,0,0,TRUE,FALSE,FALSE,1,TRUE,FALSE,FALSE,,TRUE
2208,7/24/2015,JKM,TREX,10:40,0,0,0,0,0,0,0,,,0,0,0,TRUE,FALSE,FALSE,1,TRUE,FALSE,FALSE,,TRUE
2209,7/24/2015,JKM,GEEK,9:35,0,1,0,1,0,1,0,,,2,2,1,TRUE,FALSE,FALSE,2,TRUE,FALSE,FALSE,,TRUE
2210,8/4/2015,JKM,GROSS,14:07,0,1,0,1,1,1,0,,,0,0,1,TRUE,FALSE,FALSE,1,TRUE,FALSE,FALSE,,TRUE
2211,8/4/2015,JKM,TURTLE,13:46,1,1,0,0,0,0,0,,,0,1,1,TRUE,FALSE,FALSE,1,TRUE,FALSE,FALSE,,TRUE
2212,8/4/2015,JKM,BOAT,13:08,1,1,1,1,0,0,0,,,5,0,0,TRUE,FALSE,FALSE,2,TRUE,FALSE,FALSE,,TRUE
2213,8/4/2015,JKM,NARROWS,10:55,4,4,0,0,0,0,0,,,0,10,5,TRUE,FALSE,FALSE,2,TRUE,FALSE,FALSE,,TRUE
2214,8/4/2015,JKM,COBBLE,10:45,0,0,0,0,0,0,0,,,0,0,0,TRUE,FALSE,FALSE,1,TRUE,FALSE,FALSE,,TRUE
2215,8/4/2015,JKM,POCKET1,10:20,4,4,2,2,0,0,8,,,4,1,1,TRUE,FALSE,FALSE,1,TRUE,FALSE,FALSE,,TRUE
2216,8/4/2015,JKM,POCKET2,9:00,2,2,1,1,1,0,0,,,0,5,2,TRUE,FALSE,FALSE,2,TRUE,FALSE,FALSE,,TRUE
2217,8/4/2015,JKM,WISHBONE,14:27,1,1,2,2,0,0,0,,,1,1,1,TRUE,FALSE,FALSE,1,TRUE,FALSE,FALSE,,TRUE
2218,8/18/2015,JKM,BOAT,12:15,1,1,0,0,0,0,0,,,3,0,0,TRUE,FALSE,FALSE,1,TRUE,FALSE,FALSE,,TRUE
2219,8/18/2015,JKM,NARROWS,11:00,3,3,0,0,2,0,0,,,0,5,2,TRUE,FALSE,FALSE,1,TRUE,FALSE,FALSE,,TRUE
2220,8/18/2015,JKM,COBBLE,10:44,1,1,0,0,0,0,0,,,0,2,1,TRUE,FALSE,FALSE,2,TRUE,FALSE,FALSE,,TRUE
2221,8/18/2015,JKM,POCKET1,10:10,2,2,0,0,11,0,16,,,3,0,0,TRUE,FALSE,FALSE,2,TRUE,FALSE,FALSE,,TRUE
2222,8/18/2015,JKM,POCKET2,9:00,3,3,0,0,7,0,0,,,3,2,2,TRUE,FALSE,FALSE,2,TRUE,FALSE,FALSE,,TRUE
2223,8/20/2015,JKM,ARROWHEAD,13:05,0,0,0,0,0,0,0,,,0,0,0,TRUE,FALSE,FALSE,1,TRUE,FALSE,FALSE,,TRUE
2224,8/20/2015,JKM,L13BUOY,13:02,0,0,0,0,0,0,0,,,0,0,0,TRUE,FALSE,FALSE,1,TRUE,FALSE,FALSE,,TRUE
2225,8/20/2015,JKM,NICEPERCH,12:59,0,0,0,0,0,0,0,,,0,0,0,TRUE,FALSE,FALSE,1,TRUE,FALSE,FALSE,,TRUE
2226,8/20/2015,JKM,TOMBSTONE,12:55,0,0,0,0,0,0,0,,,0,0,0,TRUE,FALSE,FALSE,1-2,TRUE,FALSE,FALSE,,TRUE
