ID,Survey_week,Survey Date,Monitor Initials,Transect Block,Time,Coyote Tracks,Pig Tracks,Raccoon Tracks,Wrack,Seagrass,Wrack Assessed,Wrack Exclude
5584,3/18/2013,3/19/2013,JKM,WITCH,11:16,Yes,No,No,1,,,
5583,3/18/2013,3/19/2013,JKM,ELEPHANTSEAL,11:20,Yes,No,No,2,,,
5582,3/18/2013,3/19/2013,JKM,SQUID,11:25,Yes,No,No,2,,,
5581,3/18/2013,3/19/2013,JKM,PEBBLE,11:35,Yes,No,No,1,,,
5580,3/18/2013,3/19/2013,JKM,STUMP,11:50,Yes,No,No,1,,,
5579,3/18/2013,3/19/2013,JKM,METEOR,11:59,Yes,No,No,1,,,
5578,3/18/2013,3/19/2013,JKM,BORDER TRAIL,12:04,Yes,No,No,1,,,
5577,3/18/2013,3/19/2013,JKM,DRIFTWOOD,12:09,Yes,No,No,1,,,
5576,3/18/2013,3/19/2013,JKM,DROOP,12:20,Yes,No,No,1,,,
5575,3/18/2013,3/19/2013,JKM,STOOL,12:31,Yes,No,No,1,,,
5574,3/18/2013,3/19/2013,JKM,PTRASH,12:34,Yes,No,No,1,,,
5573,3/18/2013,3/19/2013,JKM,FORT,12:41,Yes,No,No,0.5,,,
5572,3/18/2013,3/19/2013,JKM,PAINT,12:44,Yes,No,No,1,,,
5571,3/18/2013,3/19/2013,JKM,SIGN,12:49,Yes,No,No,1,,,
5570,3/18/2013,3/19/2013,JKM,SSURFCLOSED,13:08,Yes,No,No,1,,,
5567,3/18/2013,3/19/2013,JKM,NSURFOPEN,13:13,Yes,No,No,1,,,
5565,3/18/2013,3/19/2013,JKM,BUOY,13:44,Yes,No,No,1,,,
5564,3/18/2013,3/19/2013,JKM,BOJUM,13:58,Yes,No,No,1,,,
5563,3/18/2013,3/19/2013,JKM,TOTEM,14:02,Yes,No,No,1,,,
5562,3/18/2013,3/19/2013,JKM,FORK,14:04,Yes,No,No,2,,,
5561,3/18/2013,3/19/2013,JKM,PILE,14:07,Yes,No,No,1.5,,,
5559,3/18/2013,3/19/2013,JKM,TIP,14:25,Yes,No,No,1.5,,,
5558,3/18/2013,3/19/2013,JKM,TIKI,14:33,Yes,No,No,1,,,
5557,3/18/2013,3/19/2013,JKM,BOWL,14:39,Yes,No,No,1,,,
5556,3/18/2013,3/19/2013,JKM,CIGAR,14:40,Yes,No,No,1,,,
5555,3/18/2013,3/19/2013,JKM,SPLITLOG,14:52,Yes,No,No,1,,,
5554,3/18/2013,3/19/2013,JKM,LOUNGE,14:55,Yes,No,No,1,,,
5553,3/18/2013,3/19/2013,JKM,TP,15:06,Yes,No,No,1,,,
5552,3/18/2013,3/19/2013,JKM,LEG,15:10,Yes,No,No,1,,,
5551,3/18/2013,3/19/2013,JKM,KNOT,15:12,Yes,No,No,0.5,,,
5550,3/18/2013,3/19/2013,JKM,BEACH FUZZ,15:15,Yes,No,No,1,,,
5549,3/18/2013,3/19/2013,JKM,CANON,15:18,Yes,No,No,1,,,
5548,3/18/2013,3/19/2013,JKM,WILLOW,15:30,Yes,No,No,1,,,
5547,3/18/2013,3/19/2013,JKM,WALLBORDER,15:39,Yes,No,No,0,,,
5546,3/18/2013,3/19/2013,JKM,WALL OPEN,15:50,Yes,No,No,0.5,,,
5505,3/18/2013,3/20/2013,LAH,JALAMA BEACH,12:30,Yes,No,No,1,,,
5508,3/18/2013,3/20/2013,LAH,JALAMA BEACH,13:00,No,No,No,1,,,
5602,3/25/2013,3/25/2013,RBB,MINOPEN,7:15,Yes,No,No,0,,,
5603,3/25/2013,3/25/2013,RBB,MINBORDER,7:20,No,No,No,0.5,,,
5604,3/25/2013,3/25/2013,RBB,TUVU,7:25,No,No,No,0,,,
5605,3/25/2013,3/25/2013,RBB,ALLIGATOR,7:30,No,No,No,0,,,
5606,3/25/2013,3/25/2013,RBB,CHEST,7:35,No,No,No,0,,,
5607,3/25/2013,3/25/2013,RBB,ANCHOR,7:40,No,No,No,0.5,,,
5608,3/25/2013,3/25/2013,RBB,SHCREEK,7:45,No,No,No,0.5,,,
5609,3/25/2013,3/25/2013,RBB,NEEDLE,8:00,No,No,No,1,,,
5610,3/25/2013,3/25/2013,RBB,BOINGI,8:15,Yes,No,No,0,,,
5611,3/25/2013,3/25/2013,RBB,SCAFFOLDING,8:20,No,No,No,0,,,
5612,3/25/2013,3/25/2013,RBB,PIXIE,8:25,Yes,No,No,0,,,
5613,3/25/2013,3/25/2013,RBB,SEADRAGON,8:40,No,No,No,0,,,
5614,3/25/2013,3/25/2013,RBB,PILLOW,8:45,No,No,No,1,,,
5615,3/25/2013,3/25/2013,RBB,CLUB,8:59,No,No,No,1,,,
5616,3/25/2013,3/25/2013,RBB,HOOF,9:15,No,No,No,0.5,,,
5617,3/25/2013,3/25/2013,RBB,TIRE,9:25,No,No,No,1,,,
5618,3/25/2013,3/25/2013,RBB,THIRSTY,9:38,No,Yes,No,1,,,
5619,3/25/2013,3/25/2013,RBB,BOB,9:45,No,No,No,2,,,
5620,3/25/2013,3/25/2013,RBB,ROLLINGROCK,9:50,No,No,No,0.5,,,
5621,3/25/2013,3/25/2013,RBB,SHSSTART,9:54,No,No,No,0,,,
5622,3/25/2013,3/25/2013,RBB,RAINBOWSPIN,10:00,No,No,No,0,,,
5623,3/25/2013,3/25/2013,RBB,BUOYFARM,10:05,No,No,No,0.5,,,
5624,3/25/2013,3/25/2013,RBB,RUPAUL,10:16,No,No,No,0,,,
5625,3/25/2013,3/25/2013,RBB,MINIDUMP,10:30,No,No,No,0,,,
5626,3/25/2013,3/25/2013,RBB,OJ,10:35,No,No,No,0.5,,,
5627,3/25/2013,3/25/2013,RBB,BOTTLEBUOY,10:38,No,No,No,0,,,
5628,3/25/2013,3/25/2013,RBB,MOLE,10:40,No,No,No,0.5,,,
5629,3/25/2013,3/25/2013,RBB,BOTTLELOG,10:45,No,No,No,1,,,
5630,3/25/2013,3/25/2013,RBB,TRILOG,10:50,No,No,No,0,,,
5632,3/25/2013,3/26/2013,JKM,SHSEND,8:14,Yes,No,No,0.5,,,
5633,3/25/2013,3/26/2013,JKM,ARROWHEAD,8:16,Yes,No,No,1,,,
5657,3/25/2013,3/26/2013,JKM,L13BUOY,8:18,Yes,No,No,1,,,
5634,3/25/2013,3/26/2013,JKM,NICEPERCH,8:24,Yes,No,No,0.5,,,
5635,3/25/2013,3/26/2013,JKM,TOMBSTONE,8:27,Yes,No,Yes,1,,,
5636,3/25/2013,3/26/2013,JKM,TREX,8:31,Yes,No,Yes,1,,,
5637,3/25/2013,3/26/2013,JKM,GEEK,8:35,Yes,No,No,1,,,
5638,3/25/2013,3/26/2013,JKM,DEADBUG,8:43,Yes,No,No,1,,,
5639,3/25/2013,3/26/2013,JKM,TEETER,8:53,Yes,No,No,1,,,
5641,3/25/2013,3/26/2013,JKM,SHORTRIBS,9:01,Yes,No,No,1,,,
5642,3/25/2013,3/26/2013,JKM,ELEPHGRAVE,9:10,Yes,No,No,1,,,
5643,3/25/2013,3/26/2013,JKM,STIX,9:27,Yes,No,No,1.5,,,
5644,3/25/2013,3/26/2013,JKM,JUGHEAD,9:33,Yes,No,No,1,,,
5645,3/25/2013,3/26/2013,JKM,TRASH,9:37,Yes,No,No,1,,,
5646,3/25/2013,3/26/2013,JKM,PICKUPSTIX,9:42,Yes,No,No,1.5,,,
5647,3/25/2013,3/26/2013,JKM,WISHBONE,9:49,Yes,No,No,1,,,
5648,3/25/2013,3/26/2013,JKM,GROSS,9:54,Yes,No,No,1,,,
5649,3/25/2013,3/26/2013,JKM,TURTLE,10:02,Yes,No,No,1,,,
5650,3/25/2013,3/26/2013,JKM,BOAT,10:09,Yes,No,No,1,,,
5651,3/25/2013,3/26/2013,JKM,NARROWS,10:18,Yes,No,No,1,,,
5653,3/25/2013,3/26/2013,JKM,COBBLE,10:40,Yes,No,No,1,,,
5658,3/25/2013,3/26/2013,JKM,SLC10,10:40,Yes,No,No,-9,,,
5654,3/25/2013,3/26/2013,JKM,POCKET1,11:12,Yes,No,No,1,,,
5655,3/25/2013,3/26/2013,JKM,POCKET2,11:33,Yes,Yes,No,3,,,
5656,3/25/2013,3/26/2013,JKM,PURISIMACOL,11:55,No,No,No,-9,,,
5660,3/25/2013,3/27/2013,JKM,WALL OPEN,8:24,Yes,No,No,1,,,
5661,3/25/2013,3/27/2013,JKM,WALLBORDER,8:34,No,No,No,0,,,
5662,3/25/2013,3/27/2013,JKM,WILLOW,8:50,Yes,No,No,2.5,,,
5663,3/25/2013,3/27/2013,JKM,CANON,8:54,No,No,No,2,,,
5664,3/25/2013,3/27/2013,JKM,BEACH FUZZ,9:02,No,No,No,2,,,
5665,3/25/2013,3/27/2013,JKM,KNOT,9:07,Yes,No,No,1,,,
5666,3/25/2013,3/27/2013,JKM,LEG,9:12,No,No,No,1,,,
5667,3/25/2013,3/27/2013,JKM,TP,9:14,Yes,No,No,1.5,,,
5668,3/25/2013,3/27/2013,JKM,LOUNGE,9:18,No,No,No,2,,,
5669,3/25/2013,3/27/2013,JKM,SPLITLOG,9:25,No,No,No,2,,,
5670,3/25/2013,3/27/2013,JKM,CIGAR,9:28,No,No,No,1,,,
5671,3/25/2013,3/27/2013,JKM,BOWL,9:30,Yes,No,No,1,,,
5672,3/25/2013,3/27/2013,JKM,TIKI,9:31,Yes,No,No,1,,,
5673,3/25/2013,3/27/2013,JKM,TIP,9:37,Yes,No,No,1.5,,,
5675,3/25/2013,3/27/2013,JKM,PILE,9:41,Yes,No,No,3,,,
5676,3/25/2013,3/27/2013,JKM,FORK,9:46,Yes,No,No,3,,,
5677,3/25/2013,3/27/2013,JKM,TOTEM,9:50,No,No,No,2.5,,,
5678,3/25/2013,3/27/2013,JKM,BOJUM,9:52,No,No,No,1.5,,,
5679,3/25/2013,3/27/2013,JKM,BUOY,10:01,No,No,No,1,,,
5681,3/25/2013,3/27/2013,JKM,NSURFOPEN,10:27,No,No,No,1.5,,,
5684,3/25/2013,3/27/2013,JKM,SSURFCLOSED,11:11,Yes,No,No,2,,,
5685,3/25/2013,3/27/2013,JKM,SIGN,11:27,Yes,No,No,1.5,,,
5686,3/25/2013,3/27/2013,JKM,PAINT,11:29,No,No,No,2,,,
5687,3/25/2013,3/27/2013,JKM,FORT,11:33,Yes,No,No,0.5,,,
5688,3/25/2013,3/27/2013,JKM,PTRASH,11:36,No,No,No,2,,,
5689,3/25/2013,3/27/2013,JKM,STOOL,11:41,No,No,No,1,,,
5690,3/25/2013,3/27/2013,JKM,DROOP,11:46,No,No,No,1,,,
5691,3/25/2013,3/27/2013,JKM,DRIFTWOOD,11:56,No,No,No,1,,,
5692,3/25/2013,3/27/2013,JKM,BORDER TRAIL,12:01,No,No,No,1,,,
5693,3/25/2013,3/27/2013,JKM,METEOR,12:03,Yes,No,No,1,,,
5694,3/25/2013,3/27/2013,JKM,STUMP,12:05,No,No,No,1,,,
5695,3/25/2013,3/27/2013,JKM,PEBBLE,12:10,No,No,No,1,,,
5696,3/25/2013,3/27/2013,JKM,SQUID,12:20,No,No,No,1,,,
5697,3/25/2013,3/27/2013,JKM,ELEPHANTSEAL,12:25,No,No,No,1,,,
5698,3/25/2013,3/27/2013,JKM,WITCH,12:28,Yes,No,No,1,,,
5699,3/25/2013,3/27/2013,JKM,CAMP,12:44,Yes,No,No,1,,,
5700,3/25/2013,3/27/2013,JKM,OBVIOUSLOG,12:46,Yes,No,No,1.5,,,
5701,3/25/2013,3/27/2013,JKM,4303BUOY,12:48,No,No,No,1,,,
5702,3/25/2013,3/27/2013,JKM,ROCKBLUE,12:50,No,No,No,1,,,
5703,3/25/2013,3/27/2013,JKM,FINGER,12:54,No,No,No,1,,,
5704,3/25/2013,3/27/2013,JKM,GRANDCANYON,13:04,Yes,No,No,2,,,
5705,3/25/2013,3/27/2013,JKM,AMPHITHEATRE,13:11,No,No,No,1,,,
5706,3/25/2013,3/27/2013,JKM,UTAH,13:13,No,No,No,1,,,
5707,3/25/2013,3/27/2013,JKM,ICELAVA,13:18,No,No,No,1,,,
5708,3/25/2013,3/27/2013,JKM,DISC,13:24,No,No,No,0.5,,,
5709,3/25/2013,3/27/2013,JKM,ENDCOVE,13:30,No,No,No,1,,,
5792,4/1/2013,4/1/2013,JKM,WALL OPEN,8:20,Yes,No,No,1,,,
5793,4/1/2013,4/1/2013,JKM,WALLBORDER,8:32,Yes,No,No,0.5,,,
5794,4/1/2013,4/1/2013,JKM,WILLOW,8:39,Yes,No,No,1,,,
5795,4/1/2013,4/1/2013,JKM,CANON,8:45,Yes,No,No,1,,,
5796,4/1/2013,4/1/2013,JKM,BEACH FUZZ,9:38,Yes,No,No,2,,,
5797,4/1/2013,4/1/2013,JKM,KNOT,9:41,Yes,No,No,1,,,
5798,4/1/2013,4/1/2013,JKM,LEG,9:44,Yes,No,No,1,,,
5799,4/1/2013,4/1/2013,JKM,TP,9:57,Yes,No,No,1,,,
5800,4/1/2013,4/1/2013,JKM,LOUNGE,10:00,Yes,No,No,2,,,
5801,4/1/2013,4/1/2013,JKM,SPLITLOG,10:14,Yes,No,No,1,,,
5802,4/1/2013,4/1/2013,JKM,CIGAR,10:20,Yes,No,No,1,,,
5803,4/1/2013,4/1/2013,JKM,BOWL,10:27,Yes,No,No,1,,,
5804,4/1/2013,4/1/2013,JKM,TIKI,10:30,Yes,No,No,1,,,
5805,4/1/2013,4/1/2013,JKM,TIP,10:33,Yes,No,No,1,,,
5806,4/1/2013,4/1/2013,JKM,PILE,10:40,No,No,No,2,,,
5807,4/1/2013,4/1/2013,JKM,FORK,10:45,No,No,No,2,,,
5808,4/1/2013,4/1/2013,JKM,TOTEM,10:49,Yes,No,No,1,,,
5809,4/1/2013,4/1/2013,JKM,BOJUM,10:52,Yes,No,No,1,,,
5810,4/1/2013,4/1/2013,JKM,BUOY,11:00,Yes,No,No,1,,,
5811,4/1/2013,4/1/2013,JKM,NSURFOPEN,11:16,Yes,No,No,2.5,,,
5813,4/1/2013,4/1/2013,JKM,SSURFCLOSED,11:51,Yes,No,No,2,,,
5814,4/1/2013,4/1/2013,JKM,SIGN,12:07,Yes,No,No,1,,,
5815,4/1/2013,4/1/2013,JKM,PAINT,12:12,No,No,No,1,,,
5816,4/1/2013,4/1/2013,JKM,FORT,12:16,Yes,No,No,1,,,
5817,4/1/2013,4/1/2013,JKM,PTRASH,12:20,Yes,No,No,1,,,
5818,4/1/2013,4/1/2013,JKM,STOOL,12:24,Yes,No,No,0.5,,,
5819,4/1/2013,4/1/2013,JKM,DROOP,12:28,Yes,No,No,1,,,
5821,4/1/2013,4/1/2013,JKM,DRIFTWOOD,12:43,No,No,No,1,,,
5822,4/1/2013,4/1/2013,JKM,BORDER TRAIL,12:47,Yes,No,No,1,,,
5823,4/1/2013,4/1/2013,JKM,METEOR,12:53,Yes,No,No,1,,,
5824,4/1/2013,4/1/2013,JKM,STUMP,12:57,Yes,No,No,1,,,
5825,4/1/2013,4/1/2013,JKM,PEBBLE,13:00,Yes,No,No,1,,,
5826,4/1/2013,4/1/2013,JKM,SQUID,13:04,Yes,No,No,1,,,
5828,4/1/2013,4/1/2013,JKM,ELEPHANTSEAL,13:10,Yes,No,No,1,,,
5829,4/1/2013,4/1/2013,JKM,WITCH,13:13,Yes,No,No,1,,,
5830,4/1/2013,4/1/2013,JKM,CAMP,13:16,No,No,No,1,,,
5831,4/1/2013,4/1/2013,JKM,OBVIOUSLOG,13:18,No,No,No,1,,,
5832,4/1/2013,4/1/2013,JKM,4303BUOY,13:22,No,No,No,1,,,
5833,4/1/2013,4/1/2013,JKM,ROCKBLUE,13:24,No,No,No,1,,,
5834,4/1/2013,4/1/2013,JKM,FINGER,13:28,No,No,No,1,,,
5835,4/1/2013,4/1/2013,JKM,GRANDCANYON,13:32,No,No,No,1,,,
5836,4/1/2013,4/1/2013,JKM,AMPHITHEATRE,13:43,No,No,No,1,,,
5837,4/1/2013,4/1/2013,JKM,UTAH,13:48,No,No,No,1,,,
5838,4/1/2013,4/1/2013,JKM,ICELAVA,13:54,No,No,No,1,,,
5839,4/1/2013,4/1/2013,JKM,DISC,14:08,No,No,No,1,,,
5840,4/1/2013,4/1/2013,JKM,ENDCOVE,14:14,No,No,No,1,,,
5753,4/1/2013,4/1/2013,LAH,MINOPEN,7:44,Yes,No,No,2,,,
5742,4/1/2013,4/1/2013,LAH,MINBORDER,7:57,Yes,No,No,2,,,
5764,4/1/2013,4/1/2013,LAH,TUVU,8:07,Yes,No,No,1,,,
5763,4/1/2013,4/1/2013,LAH,ALLIGATOR,8:11,Yes,No,No,2,,,
5762,4/1/2013,4/1/2013,LAH,CHEST,8:14,Yes,No,No,2.5,,,
5761,4/1/2013,4/1/2013,LAH,ANCHOR,8:18,Yes,No,No,1.5,,,
5760,4/1/2013,4/1/2013,LAH,SHCREEK,8:25,Yes,No,No,2,,,
5759,4/1/2013,4/1/2013,LAH,NEEDLE,8:32,No,No,No,2,,,
5788,4/1/2013,4/1/2013,LAH,BOINGI,8:40,No,No,No,2,,,
5758,4/1/2013,4/1/2013,LAH,SCAFFOLDING,8:52,Yes,No,No,2,,,
5757,4/1/2013,4/1/2013,LAH,PIXIE,9:57,Yes,No,No,1.5,,,
5756,4/1/2013,4/1/2013,LAH,SEADRAGON,10:04,Yes,No,No,1.5,,,
5766,4/1/2013,4/1/2013,LAH,PILLOW,10:11,Yes,No,No,2,,,
5754,4/1/2013,4/1/2013,LAH,CLUB,10:19,Yes,No,No,3,,,
5767,4/1/2013,4/1/2013,LAH,HOOF,10:48,Yes,No,No,2,,,
5752,4/1/2013,4/1/2013,LAH,TIRE,10:53,Yes,No,No,3,,,
5751,4/1/2013,4/1/2013,LAH,THIRSTY,10:58,Yes,No,No,2.5,,,
5750,4/1/2013,4/1/2013,LAH,BOB,11:05,Yes,No,No,2,,,
5749,4/1/2013,4/1/2013,LAH,ROLLINGROCK,11:11,Yes,No,No,2,,,
5748,4/1/2013,4/1/2013,LAH,SHSSTART,11:18,No,No,No,1.5,,,
5747,4/1/2013,4/1/2013,LAH,RAINBOWSPIN,11:24,No,No,No,1,,,
5746,4/1/2013,4/1/2013,LAH,BUOYFARM,11:31,Yes,No,No,2,,,
5745,4/1/2013,4/1/2013,LAH,RUPAUL,11:43,No,No,No,1,,,
5744,4/1/2013,4/1/2013,LAH,MINIDUMP,11:49,Yes,No,No,2,,,
5743,4/1/2013,4/1/2013,LAH,OJ,11:55,Yes,No,No,1.5,,,
5755,4/1/2013,4/1/2013,LAH,BOTTLEBUOY,12:12,No,No,No,2,,,
5778,4/1/2013,4/1/2013,LAH,MOLE,12:18,Yes,No,No,1,,,
5790,4/1/2013,4/1/2013,LAH,BOTTLELOG,12:29,Yes,No,No,1.5,,,
5789,4/1/2013,4/1/2013,LAH,TRILOG,12:50,Yes,No,No,1,,,
6123,4/1/2013,4/4/2013,JKM,TREX,8:35,No,No,No,1,,,
6122,4/1/2013,4/4/2013,JKM,TOMBSTONE,8:49,Yes,Yes,Yes,1,,,
6121,4/1/2013,4/4/2013,JKM,NICEPERCH,8:54,Yes,No,No,1,,,
6120,4/1/2013,4/4/2013,JKM,L13BUOY,8:56,Yes,No,No,1,,,
6119,4/1/2013,4/4/2013,JKM,ARROWHEAD,8:59,Yes,No,No,1,,,
6118,4/1/2013,4/4/2013,JKM,SHSEND,9:05,No,No,No,1,,,
6124,4/1/2013,4/4/2013,JKM,GEEK,9:35,No,No,No,1,,,
6125,4/1/2013,4/4/2013,JKM,DEADBUG,9:40,No,No,No,1,,,
6126,4/1/2013,4/4/2013,JKM,TEETER,9:46,No,No,No,1,,,
6127,4/1/2013,4/4/2013,JKM,SHORTRIBS,9:55,Yes,No,No,0.5,,,
6128,4/1/2013,4/4/2013,JKM,ELEPHGRAVE,10:00,Yes,No,No,0.5,,,
6129,4/1/2013,4/4/2013,JKM,STIX,10:05,Yes,No,No,1.5,,,
6130,4/1/2013,4/4/2013,JKM,JUGHEAD,10:11,Yes,No,No,1,,,
6131,4/1/2013,4/4/2013,JKM,TRASH,10:17,Yes,No,No,1.5,,,
6132,4/1/2013,4/4/2013,JKM,PICKUPSTIX,10:29,No,No,No,1,,,
6133,4/1/2013,4/4/2013,JKM,WISHBONE,11:00,No,No,No,0,,,
6134,4/1/2013,4/4/2013,JKM,GROSS,11:06,No,No,No,1.5,,,
6135,4/1/2013,4/4/2013,JKM,TURTLE,11:20,Yes,No,No,1,,,
6136,4/1/2013,4/4/2013,JKM,BOAT,11:37,Yes,No,No,1,,,
6137,4/1/2013,4/4/2013,JKM,NARROWS,11:53,Yes,No,No,1.5,,,
6138,4/1/2013,4/4/2013,JKM,COBBLE,12:30,Yes,No,No,2,,,
6139,4/1/2013,4/4/2013,JKM,POCKET1,12:42,Yes,Yes,No,1,,,
6141,4/1/2013,4/4/2013,JKM,SLC10,12:46,No,No,No,-9,,,
6140,4/1/2013,4/4/2013,JKM,POCKET2,16:38,No,No,No,2,,,
6142,4/1/2013,4/4/2013,JKM,PURISIMACOL,17:00,No,No,No,-9,,,
5858,4/8/2013,4/10/2013,LAH,MINOPEN,9:00,No,No,No,1,,,
5859,4/8/2013,4/10/2013,LAH,MINBORDER,9:06,Yes,No,No,2,,,
5860,4/8/2013,4/10/2013,LAH,TUVU,9:19,Yes,No,No,2,,,
5861,4/8/2013,4/10/2013,LAH,ALLIGATOR,9:26,Yes,No,No,1,,,
5862,4/8/2013,4/10/2013,LAH,CHEST,9:29,No,No,No,1.5,,,
5863,4/8/2013,4/10/2013,LAH,ANCHOR,9:34,No,No,No,1,,,
5864,4/8/2013,4/10/2013,LAH,SHCREEK,9:43,No,No,No,1.5,,,
5865,4/8/2013,4/10/2013,LAH,NEEDLE,9:51,No,No,No,2,,,
5866,4/8/2013,4/10/2013,LAH,BOINGI,9:56,Yes,No,No,1.5,,,
5867,4/8/2013,4/10/2013,LAH,SCAFFOLDING,10:03,Yes,No,No,1,,,
5868,4/8/2013,4/10/2013,LAH,PIXIE,10:10,Yes,No,No,2,,,
5869,4/8/2013,4/10/2013,LAH,SEADRAGON,10:47,Yes,No,No,1,,,
5870,4/8/2013,4/10/2013,LAH,PILLOW,10:53,Yes,No,No,2.5,,,
5871,4/8/2013,4/10/2013,LAH,CLUB,11:01,Yes,No,No,2,,,
5872,4/8/2013,4/10/2013,LAH,HOOF,11:17,Yes,No,No,1.5,,,
5873,4/8/2013,4/10/2013,LAH,TIRE,11:26,Yes,No,No,2,,,
5874,4/8/2013,4/10/2013,LAH,THIRSTY,11:33,Yes,No,No,2,,,
5875,4/8/2013,4/10/2013,LAH,BOB,11:43,Yes,No,No,2.5,,,
5876,4/8/2013,4/10/2013,LAH,ROLLINGROCK,11:57,Yes,No,No,3,,,
5877,4/8/2013,4/10/2013,LAH,SHSSTART,12:07,Yes,No,No,1.5,,,
5878,4/8/2013,4/10/2013,LAH,RAINBOWSPIN,12:13,Yes,No,No,0.5,,,
5879,4/8/2013,4/10/2013,LAH,BUOYFARM,12:19,Yes,No,No,2.5,,,
5880,4/8/2013,4/10/2013,LAH,RUPAUL,12:30,No,No,No,1,,,
5881,4/8/2013,4/10/2013,LAH,MINIDUMP,12:46,Yes,No,No,1,,,
5882,4/8/2013,4/10/2013,LAH,OJ,12:59,Yes,No,No,2,,,
5883,4/8/2013,4/10/2013,LAH,BOTTLEBUOY,13:10,Yes,No,No,1.5,,,
5884,4/8/2013,4/10/2013,LAH,MOLE,13:17,Yes,No,No,1.5,,,
5885,4/8/2013,4/10/2013,LAH,BOTTLELOG,13:26,Yes,No,No,1,,,
5886,4/8/2013,4/10/2013,LAH,TRILOG,13:35,Yes,No,No,1.5,,,
5887,4/8/2013,4/10/2013,LAH,SHSEND,13:47,Yes,No,No,1,,,
5842,4/8/2013,4/11/2013,JKM,WALL OPEN,8:10,Yes,No,No,1,,,
5843,4/8/2013,4/11/2013,JKM,WALLBORDER,8:27,No,No,No,1,,,
5844,4/8/2013,4/11/2013,JKM,WILLOW,8:33,Yes,No,No,3,,,
5845,4/8/2013,4/11/2013,JKM,CANON,8:38,Yes,No,No,2,,,
5846,4/8/2013,4/11/2013,JKM,BEACH FUZZ,8:53,No,No,No,2,,,
5857,4/8/2013,4/11/2013,JKM,JALAMA BEACH,10:55,No,No,No,3.5,,,
5849,4/8/2013,4/11/2013,LAH,SHSEND,8:25,Yes,No,No,1.5,,,
5850,4/8/2013,4/11/2013,LAH,ARROWHEAD,8:29,Yes,No,No,1,,,
5851,4/8/2013,4/11/2013,LAH,L13BUOY,8:31,Yes,No,No,2.5,,,
5852,4/8/2013,4/11/2013,LAH,NICEPERCH,8:35,Yes,No,No,2,,,
5853,4/8/2013,4/11/2013,LAH,TOMBSTONE,8:38,No,No,No,2,,,
5854,4/8/2013,4/11/2013,LAH,TREX,8:41,Yes,No,No,2,,,
5855,4/8/2013,4/11/2013,LAH,GEEK,8:45,No,No,No,2.5,,,
5856,4/8/2013,4/11/2013,LAH,DEADBUG,8:57,No,No,No,3,,,
5913,4/8/2013,4/12/2013,JKM,WALL OPEN,7:50,No,No,No,2,,,
5914,4/8/2013,4/12/2013,JKM,WALLBORDER,7:52,Yes,No,No,2,,,
5915,4/8/2013,4/12/2013,JKM,WILLOW,7:56,Yes,No,No,2,,,
5916,4/8/2013,4/12/2013,JKM,CANON,8:00,Yes,No,No,1,,,
5917,4/8/2013,4/12/2013,JKM,BEACH FUZZ,8:13,Yes,No,No,1,,,
5918,4/8/2013,4/12/2013,JKM,KNOT,8:19,Yes,No,No,1,,,
5919,4/8/2013,4/12/2013,JKM,LEG,8:25,Yes,No,No,1,,,
5920,4/8/2013,4/12/2013,JKM,TP,8:28,Yes,No,No,1,,,
5921,4/8/2013,4/12/2013,JKM,LOUNGE,8:39,Yes,No,No,4,,,
5922,4/8/2013,4/12/2013,JKM,SPLITLOG,8:53,Yes,No,No,2,,,
5923,4/8/2013,4/12/2013,JKM,CIGAR,8:56,Yes,No,No,2,,,
5924,4/8/2013,4/12/2013,JKM,BOWL,9:05,No,No,No,1,,,
5925,4/8/2013,4/12/2013,JKM,TIKI,9:10,No,No,No,1,,,
5926,4/8/2013,4/12/2013,JKM,TIP,9:12,Yes,No,No,3,,,
5927,4/8/2013,4/12/2013,JKM,PILE,9:17,Yes,No,No,4,,,
5928,4/8/2013,4/12/2013,JKM,FORK,9:25,No,No,No,3,,,
5929,4/8/2013,4/12/2013,JKM,TOTEM,9:31,No,No,No,3,,,
5930,4/8/2013,4/12/2013,JKM,BOJUM,9:40,Yes,No,No,2.5,,,
5931,4/8/2013,4/12/2013,JKM,BUOY,9:46,Yes,No,No,3,,,
5932,4/8/2013,4/12/2013,JKM,NSURFOPEN,9:55,Yes,No,No,3.5,,,
5933,4/8/2013,4/12/2013,JKM,SSURFCLOSED,10:52,Yes,No,No,1,,,
5934,4/8/2013,4/12/2013,JKM,SIGN,11:07,Yes,No,No,2,,,
5935,4/8/2013,4/12/2013,JKM,PAINT,11:23,Yes,No,No,3,,,
5936,4/8/2013,4/12/2013,JKM,FORT,11:28,No,No,No,1,,,
5937,4/8/2013,4/12/2013,JKM,PTRASH,11:31,No,No,No,1,,,
5938,4/8/2013,4/12/2013,JKM,STOOL,11:35,No,No,No,1,,,
5939,4/8/2013,4/12/2013,JKM,DROOP,11:45,Yes,No,No,1,,,
5940,4/8/2013,4/12/2013,JKM,DRIFTWOOD,12:08,No,No,No,1.5,,,
5941,4/8/2013,4/12/2013,JKM,BORDER TRAIL,12:15,No,No,No,2,,,
5942,4/8/2013,4/12/2013,JKM,METEOR,12:23,Yes,No,No,1,,,
5943,4/8/2013,4/12/2013,JKM,STUMP,12:30,No,No,No,3,,,
5944,4/8/2013,4/12/2013,JKM,PEBBLE,12:35,No,No,No,2,,,
