beach,species,survey_week,beach_section_initials,species_2,total,mean_wrack
NORTH,WEGU,2012-08-13,SHN,Gull,1,1.5384615384615385
NORTH,HEEG,2012-08-13,SHS,Gull,51,0.8
NORTH,SAND,2012-08-13,SHS,SAND,16,0.8
NORTH,SNPL,2012-08-13,SHS,SNPL,16,0.8
NORTH,WEGU,2012-08-13,SHS,Gull,2,0.8
SOUTH,HEEG,2012-08-13,SNO,Gull,2,1.9
SOUTH,SAND,2012-08-13,SNO,SAND,62,1.9
SOUTH,SNPL,2012-08-13,SNO,SNPL,91,1.9
SOUTH,WEGU,2012-08-13,SNO,Gull,1,1.9
SOUTH,SNPL,2012-08-13,SSO,SNPL,79,1.6388888888888888
SOUTH,WEGU,2012-08-13,SSO,Gull,1,1.6388888888888888
SOUTH,HEEG,2012-08-13,WAL,Gull,5,4.269230769230769
SOUTH,SAND,2012-08-13,WAL,SAND,193,4.269230769230769
SOUTH,SNPL,2012-08-13,WAL,SNPL,42,4.269230769230769
SOUTH,WEGU,2012-08-13,WAL,Gull,6,4.269230769230769
NORTH,CAGU,2012-08-20,MIN,Gull,16,1.8333333333333333
NORTH,HEEG,2012-08-20,MIN,Gull,266,1.8333333333333333
NORTH,WEGU,2012-08-20,MIN,Gull,17,1.8333333333333333
PURISIMA,CAGU,2012-08-20,PNO,Gull,20,2.6666666666666665
PURISIMA,HEEG,2012-08-20,PNO,Gull,80,2.6666666666666665
PURISIMA,SAND,2012-08-20,PNO,SAND,104,2.6666666666666665
PURISIMA,SNPL,2012-08-20,PNO,SNPL,25,2.6666666666666665
PURISIMA,WEGU,2012-08-20,PNO,Gull,22,2.6666666666666665
NORTH,CAGU,2012-08-20,SAN,Gull,14,1.9
NORTH,HEEG,2012-08-20,SAN,Gull,122,1.9
NORTH,SAND,2012-08-20,SAN,SAND,102,1.9
NORTH,SNPL,2012-08-20,SAN,SNPL,101,1.9
NORTH,WEGU,2012-08-20,SAN,Gull,15,1.9
NORTH,CAGU,2012-08-20,SHN,Gull,4,1.3846153846153846
NORTH,gull,2012-08-20,SHN,NA,10,1.3846153846153846
NORTH,HEEG,2012-08-20,SHN,Gull,55,1.3846153846153846
NORTH,SAND,2012-08-20,SHN,SAND,4,1.3846153846153846
NORTH,SNPL,2012-08-20,SHN,SNPL,44,1.3846153846153846
NORTH,WEGU,2012-08-20,SHN,Gull,3,1.3846153846153846
NORTH,CAGU,2012-08-20,SHS,Gull,5,1.05
NORTH,HEEG,2012-08-20,SHS,Gull,140,1.05
NORTH,SNPL,2012-08-20,SHS,SNPL,18,1.05
NORTH,WEGU,2012-08-20,SHS,Gull,5,1.05
SOUTH,SAND,2012-08-20,SNO,SAND,86,2.466666666666667
SOUTH,SNPL,2012-08-20,SNO,SNPL,97,2.466666666666667
SOUTH,CAGU,2012-08-20,SSO,Gull,2,2.0277777777777777
SOUTH,HEEG,2012-08-20,SSO,Gull,20,2.0277777777777777
SOUTH,SNPL,2012-08-20,SSO,SNPL,70,2.0277777777777777
SOUTH,WEGU,2012-08-20,SSO,Gull,5,2.0277777777777777
SOUTH,CAGU,2012-08-20,WAL,Gull,1,2.8846153846153846
SOUTH,gull,2012-08-20,WAL,NA,130,2.8846153846153846
SOUTH,SAND,2012-08-20,WAL,SAND,190,2.8846153846153846
SOUTH,SNPL,2012-08-20,WAL,SNPL,42,2.8846153846153846
NORTH,CAGU,2012-08-27,MIN,Gull,22,2.0833333333333335
NORTH,HEEG,2012-08-27,MIN,Gull,116,2.0833333333333335
NORTH,RBGU,2012-08-27,MIN,NA,2,2.0833333333333335
NORTH,WEGU,2012-08-27,MIN,Gull,5,2.0833333333333335
PURISIMA,CAGU,2012-08-27,PNO,Gull,39,2.5
PURISIMA,HEEG,2012-08-27,PNO,Gull,100,2.5
PURISIMA,SAND,2012-08-27,PNO,SAND,72,2.5
PURISIMA,SNPL,2012-08-27,PNO,SNPL,2,2.5
PURISIMA,WEGU,2012-08-27,PNO,Gull,29,2.5
NORTH,CAGU,2012-08-27,SAN,Gull,1,1.525
NORTH,gull,2012-08-27,SAN,NA,200,1.525
NORTH,HEEG,2012-08-27,SAN,Gull,41,1.525
NORTH,RBGU,2012-08-27,SAN,NA,1,1.525
NORTH,SAND,2012-08-27,SAN,SAND,1,1.525
NORTH,SNPL,2012-08-27,SAN,SNPL,134,1.525
NORTH,WEGU,2012-08-27,SAN,Gull,3,1.525
NORTH,HEEG,2012-08-27,SHN,Gull,260,2.1538461538461537
NORTH,SNPL,2012-08-27,SHN,SNPL,9,2.1538461538461537
NORTH,CAGU,2012-08-27,SHS,Gull,30,1.5
NORTH,gull,2012-08-27,SHS,NA,55,1.5
NORTH,HEEG,2012-08-27,SHS,Gull,216,1.5
NORTH,SNPL,2012-08-27,SHS,SNPL,39,1.5
NORTH,WEGU,2012-08-27,SHS,Gull,17,1.5
SOUTH,gull,2012-08-27,SNO,NA,130,2.3
SOUTH,SAND,2012-08-27,SNO,SAND,330,2.3
SOUTH,SNPL,2012-08-27,SNO,SNPL,133,2.3
SOUTH,gull,2012-08-27,SSO,NA,1,1.8611111111111112
SOUTH,SNPL,2012-08-27,SSO,SNPL,65,1.8611111111111112
SOUTH,gull,2012-08-27,WAL,NA,111,3
SOUTH,SAND,2012-08-27,WAL,SAND,49,3
SOUTH,SNPL,2012-08-27,WAL,SNPL,18,3
SOUTH,SAND,2012-09-03,SNO,SAND,1069,2.3333333333333335
SOUTH,SNPL,2012-09-03,SNO,SNPL,192,2.3333333333333335
SOUTH,SNPL,2012-09-03,SSO,SNPL,48,1.7777777777777777
SOUTH,SAND,2012-09-03,WAL,SAND,20,2.8076923076923075
SOUTH,SNPL,2012-09-03,WAL,SNPL,14,2.8076923076923075
SOUTH,RBGU,2012-09-10,SNO,NA,1,2.566666666666667
SOUTH,SAND,2012-09-10,SNO,SAND,2147,2.566666666666667
SOUTH,SNPL,2012-09-10,SNO,SNPL,172,2.566666666666667
SOUTH,CAGU,2012-09-10,SSO,Gull,3,2.25
SOUTH,gull,2012-09-10,SSO,NA,1,2.25
SOUTH,HEEG,2012-09-10,SSO,Gull,20,2.25
SOUTH,SAND,2012-09-10,SSO,SAND,28,2.25
SOUTH,SNPL,2012-09-10,SSO,SNPL,22,2.25
SOUTH,WEGU,2012-09-10,SSO,Gull,3,2.25
SOUTH,CAGU,2012-09-10,WAL,Gull,14,2.9615384615384617
SOUTH,HEEG,2012-09-10,WAL,Gull,90,2.9615384615384617
SOUTH,RBGU,2012-09-10,WAL,NA,10,2.9615384615384617
SOUTH,SAND,2012-09-10,WAL,SAND,562,2.9615384615384617
SOUTH,SNPL,2012-09-10,WAL,SNPL,25,2.9615384615384617
SOUTH,WEGU,2012-09-10,WAL,Gull,5,2.9615384615384617
NORTH,CAGU,2012-09-17,MIN,Gull,2,2.5
NORTH,HEEG,2012-09-17,MIN,Gull,422,2.5
NORTH,SNPL,2012-09-17,MIN,SNPL,1,2.5
PURISIMA,CAGU,2012-09-17,PNO,Gull,20,1.5
PURISIMA,HEEG,2012-09-17,PNO,Gull,26,1.5
PURISIMA,SAND,2012-09-17,PNO,SAND,2012,1.5
PURISIMA,WEGU,2012-09-17,PNO,Gull,40,1.5
NORTH,HEEG,2012-09-17,SAN,Gull,112,1.8
NORTH,SNPL,2012-09-17,SAN,SNPL,71,1.8
NORTH,WEGU,2012-09-17,SAN,Gull,35,1.8
NORTH,HEEG,2012-09-17,SHN,Gull,61,1.7307692307692308
NORTH,SAND,2012-09-17,SHN,SAND,110,1.7307692307692308
NORTH,SNPL,2012-09-17,SHN,SNPL,76,1.7307692307692308
NORTH,CAGU,2012-09-17,SHS,Gull,10,1.2
NORTH,HEEG,2012-09-17,SHS,Gull,126,1.2
NORTH,SNPL,2012-09-17,SHS,SNPL,32,1.2
NORTH,SNPL,2013-03-11,SAN,SNPL,70,1.3157894736842106
NORTH,CAGU,2013-03-11,SHN,Gull,1,1.4230769230769231
NORTH,SAND,2013-03-11,SHN,SAND,501,1.4230769230769231
NORTH,SNPL,2013-03-11,SHN,SNPL,28,1.4230769230769231
NORTH,SNPL,2013-03-11,SHS,SNPL,2,1
SOUTH,SAND,2013-03-11,SNO,SAND,933,0.9666666666666667
SOUTH,SNPL,2013-03-11,SNO,SNPL,54,0.9666666666666667
SOUTH,SAND,2013-03-11,SSO,SAND,1038,1.0833333333333333
SOUTH,SNPL,2013-03-11,SSO,SNPL,37,1.0833333333333333
SOUTH,SAND,2013-03-11,WAL,SAND,377,1.0384615384615385
SOUTH,SNPL,2013-03-11,WAL,SNPL,18,1.0384615384615385
NORTH,CAGU,2013-03-18,MIN,Gull,1,1
NORTH,SNPL,2013-03-18,MIN,SNPL,2,1
NORTH,SAND,2013-03-18,SAN,SAND,1000,0.8571428571428571
NORTH,SNPL,2013-03-18,SAN,SNPL,7,0.8571428571428571
NORTH,SAND,2013-03-18,SHN,SAND,25,0.8846153846153846
NORTH,SNPL,2013-03-18,SHN,SNPL,34,0.8846153846153846
NORTH,SNPL,2013-03-18,SHS,SNPL,2,0.5
NORTH,WEGU,2013-03-18,SHS,Gull,2,0.5
SOUTH,SAND,2013-03-18,SNO,SAND,1470,1.1
SOUTH,SNPL,2013-03-18,SNO,SNPL,62,1.1
SOUTH,WEGU,2013-03-18,SNO,Gull,1,1.1
SOUTH,SAND,2013-03-18,SSO,SAND,2400,1.1111111111111112
SOUTH,SNPL,2013-03-18,SSO,SNPL,37,1.1111111111111112
SOUTH,CAGU,2013-03-18,WAL,Gull,140,0.8461538461538461
SOUTH,SAND,2013-03-18,WAL,SAND,130,0.8461538461538461
SOUTH,SNPL,2013-03-18,WAL,SNPL,29,0.8461538461538461
SOUTH,WEGU,2013-03-18,WAL,Gull,14,0.8461538461538461
NORTH,SNPL,2013-03-25,MIN,SNPL,2,0.16666666666666666
PURISIMA,SNPL,2013-03-25,PNO,SNPL,1,1.6666666666666667
NORTH,SNPL,2013-03-25,SAN,SNPL,15,1
NORTH,SNPL,2013-03-25,SHN,SNPL,15,0.6538461538461539
NORTH,SNPL,2013-03-25,SHS,SNPL,10,0.25
SOUTH,SNPL,2013-03-25,SNO,SNPL,50,1.6666666666666667
SOUTH,SAND,2013-03-25,SSO,SAND,401,1.0555555555555556
SOUTH,SNPL,2013-03-25,SSO,SNPL,31,1.0555555555555556
SOUTH,CAGU,2013-03-25,WAL,Gull,2,1.3846153846153846
SOUTH,SAND,2013-03-25,WAL,SAND,5,1.3846153846153846
SOUTH,SNPL,2013-03-25,WAL,SNPL,16,1.3846153846153846
NORTH,SNPL,2013-04-01,MIN,SNPL,2,1.8333333333333333
PURISIMA,SAND,2013-04-01,PNO,SAND,2,1.6666666666666667
NORTH,SAND,2013-04-01,SAN,SAND,1,1
NORTH,SNPL,2013-04-01,SAN,SNPL,54,1
NORTH,SNPL,2013-04-01,SHN,SNPL,24,2.1153846153846154
NORTH,SNPL,2013-04-01,SHS,SNPL,9,1.45
SOUTH,SAND,2013-04-01,SNO,SAND,2007,1.2666666666666666
SOUTH,SNPL,2013-04-01,SNO,SNPL,61,1.2666666666666666
SOUTH,SNPL,2013-04-01,SSO,SNPL,32,1
SOUTH,CAGU,2013-04-01,WAL,Gull,90,1.1153846153846154
SOUTH,gull,2013-04-01,WAL,NA,100,1.1153846153846154
SOUTH,HERG,2013-04-01,WAL,NA,1,1.1153846153846154
SOUTH,SAND,2013-04-01,WAL,SAND,450,1.1153846153846154
SOUTH,SNPL,2013-04-01,WAL,SNPL,18,1.1153846153846154
NORTH,SNPL,2013-04-08,MIN,SNPL,5,1.4166666666666667
PURISIMA,SNPL,2013-04-08,PNO,SNPL,2,2.8333333333333335
NORTH,SAND,2013-04-08,SAN,SAND,230,2.1551724137931036
NORTH,SNPL,2013-04-08,SAN,SNPL,82,2.1551724137931036
NORTH,SAND,2013-04-08,SHN,SAND,200,1.8846153846153846
NORTH,SNPL,2013-04-08,SHN,SNPL,24,1.8846153846153846
SOUTH,CAGU,2013-04-08,SNO,Gull,135,2.2333333333333334
SOUTH,SAND,2013-04-08,SNO,SAND,10113,2.2333333333333334
SOUTH,SNPL,2013-04-08,SNO,SNPL,47,2.2333333333333334
SOUTH,WEGU,2013-04-08,SNO,Gull,1,2.2333333333333334
SOUTH,CAGU,2013-04-08,SSO,Gull,1,2.3055555555555554
SOUTH,SAND,2013-04-08,SSO,SAND,1390,2.3055555555555554
SOUTH,SNPL,2013-04-08,SSO,SNPL,30,2.3055555555555554
SOUTH,CAGU,2013-04-08,WAL,Gull,80,1.6666666666666667
SOUTH,HERG,2013-04-08,WAL,NA,1,1.6666666666666667
SOUTH,SAND,2013-04-08,WAL,SAND,1000,1.6666666666666667
SOUTH,SNPL,2013-04-08,WAL,SNPL,26,1.6666666666666667
SOUTH,WEGU,2013-04-08,WAL,Gull,3,1.6666666666666667
NORTH,SNPL,2013-04-15,MIN,SNPL,3,1
PURISIMA,SAND,2013-04-15,PNO,SAND,120,2.5
PURISIMA,SNPL,2013-04-15,PNO,SNPL,2,2.5
PURISIMA,WEGU,2013-04-15,PNO,Gull,2,2.5
NORTH,SAND,2013-04-15,SAN,SAND,145,1.875
NORTH,SNPL,2013-04-15,SAN,SNPL,36,1.875
NORTH,SAND,2013-04-15,SHN,SAND,1,1.1153846153846154
NORTH,SNPL,2013-04-15,SHN,SNPL,34,1.1153846153846154
NORTH,SNPL,2013-04-15,SHS,SNPL,8,1.15
SOUTH,CAGU,2013-04-15,SNO,Gull,2,1.9
SOUTH,SAND,2013-04-15,SNO,SAND,4030,1.9
SOUTH,SNPL,2013-04-15,SNO,SNPL,45,1.9
SOUTH,WEGU,2013-04-15,SNO,Gull,3,1.9
SOUTH,SAND,2013-04-15,SSO,SAND,1500,2.4166666666666665
SOUTH,SNPL,2013-04-15,SSO,SNPL,24,2.4166666666666665
SOUTH,CAGU,2013-04-15,WAL,Gull,31,1.5769230769230769
SOUTH,gull,2013-04-15,WAL,NA,30,1.5769230769230769
SOUTH,RBGU,2013-04-15,WAL,NA,30,1.5769230769230769
SOUTH,SAND,2013-04-15,WAL,SAND,1200,1.5769230769230769
SOUTH,SNPL,2013-04-15,WAL,SNPL,34,1.5769230769230769
NORTH,SNPL,2013-04-22,MIN,SNPL,1,1.25
PURISIMA,SNPL,2013-04-22,PNO,SNPL,3,0.5
NORTH,SAND,2013-04-22,SAN,SAND,2,1.15
NORTH,SNPL,2013-04-22,SAN,SNPL,57,1.15
NORTH,SAND,2013-04-22,SHN,SAND,130,2.3076923076923075
NORTH,SNPL,2013-04-22,SHN,SNPL,19,2.3076923076923075
NORTH,SNPL,2013-04-22,SHS,SNPL,10,1.7
SOUTH,SAND,2013-04-22,SNO,SAND,2935,1.4
SOUTH,SNPL,2013-04-22,SNO,SNPL,45,1.4
SOUTH,SAND,2013-04-22,SSO,SAND,50,1.3
SOUTH,SNPL,2013-04-22,SSO,SNPL,4,1.3
SOUTH,BOGU,2013-04-22,WAL,NA,6,1.8846153846153846
SOUTH,CAGU,2013-04-22,WAL,Gull,50,1.8846153846153846
SOUTH,SAND,2013-04-22,WAL,SAND,237,1.8846153846153846
SOUTH,SNPL,2013-04-22,WAL,SNPL,30,1.8846153846153846
NORTH,BOGU,2013-04-29,MIN,NA,1,2.25
NORTH,SNPL,2013-04-29,MIN,SNPL,2,2.25
NORTH,WEGU,2013-04-29,MIN,Gull,3,2.25
PURISIMA,SNPL,2013-04-29,PNO,SNPL,2,2.1666666666666665
NORTH,CAGU,2013-04-29,SAN,Gull,5,1.475
NORTH,SAND,2013-04-29,SAN,SAND,4,1.475
NORTH,SNPL,2013-04-29,SAN,SNPL,64,1.475
NORTH,WEGU,2013-04-29,SAN,Gull,17,1.475
NORTH,SNPL,2013-04-29,SHN,SNPL,17,2.3461538461538463
NORTH,SAND,2013-04-29,SHS,SAND,5,1.45
SOUTH,SNPL,2013-04-29,SNO,SNPL,36,2.4285714285714284
SOUTH,SNPL,2013-04-29,SSO,SNPL,27,2.4166666666666665
SOUTH,SNPL,2013-04-29,WAL,SNPL,30,2.576923076923077
NORTH,SNPL,2013-05-06,MIN,SNPL,3,1.6666666666666667
PURISIMA,SNPL,2013-05-06,PNO,SNPL,8,2.1666666666666665
NORTH,SAND,2013-05-06,SAN,SAND,2,1.2
NORTH,SNPL,2013-05-06,SAN,SNPL,65,1.2
NORTH,SNPL,2013-05-06,SHN,SNPL,6,1.8846153846153846
NORTH,SNPL,2013-05-06,SHS,SNPL,12,1.8
SOUTH,SAND,2013-05-06,SNO,SAND,3,2.1
SOUTH,SNPL,2013-05-06,SNO,SNPL,39,2.1
SOUTH,SNPL,2013-05-06,SSO,SNPL,21,1.9444444444444444
SOUTH,SAND,2013-05-06,WAL,SAND,52,2.3846153846153846
SOUTH,SNPL,2013-05-06,WAL,SNPL,17,2.3846153846153846
SOUTH,WEGU,2013-05-06,WAL,Gull,3,2.3846153846153846
NORTH,SAND,2013-05-13,MIN,SAND,1,1.8333333333333333
NORTH,SNPL,2013-05-13,MIN,SNPL,1,1.8333333333333333
PURISIMA,SNPL,2013-05-13,PNO,SNPL,6,1
NORTH,gull,2013-05-13,SAN,NA,1,1.2
NORTH,SAND,2013-05-13,SAN,SAND,3,1.2
NORTH,SNPL,2013-05-13,SAN,SNPL,89,1.2
NORTH,SNPL,2013-05-13,SHN,SNPL,9,1.6923076923076923
NORTH,SNPL,2013-05-13,SHS,SNPL,3,1.6
SOUTH,SAND,2013-05-13,SNO,SAND,500,1.7333333333333334
SOUTH,SNPL,2013-05-13,SNO,SNPL,55,1.7333333333333334
SOUTH,SNPL,2013-05-13,SSO,SNPL,29,1.1388888888888888
SOUTH,CAGU,2013-05-13,WAL,Gull,1,3.0384615384615383
SOUTH,SAND,2013-05-13,WAL,SAND,50,3.0384615384615383
SOUTH,SNPL,2013-05-13,WAL,SNPL,22,3.0384615384615383
NORTH,WEGU,2013-05-20,MIN,Gull,2,2.5
PURISIMA,SAND,2013-05-20,PNO,SAND,300,2.5
PURISIMA,SNPL,2013-05-20,PNO,SNPL,4,2.5
PURISIMA,WEGU,2013-05-20,PNO,Gull,1,2.5
NORTH,SAND,2013-05-20,SAN,SAND,800,1.25
NORTH,SNPL,2013-05-20,SAN,SNPL,73,1.25
NORTH,WEGU,2013-05-20,SAN,Gull,1,1.25
NORTH,SNPL,2013-05-20,SHN,SNPL,9,2.076923076923077
NORTH,SNPL,2013-05-20,SHS,SNPL,6,1.4
NORTH,WEGU,2013-05-20,SHS,Gull,3,1.4
SOUTH,SNPL,2013-05-20,SNO,SNPL,53,2.5
SOUTH,SNPL,2013-05-20,SSO,SNPL,21,2.3055555555555554
SOUTH,SNPL,2013-05-20,WAL,SNPL,38,3.076923076923077
PURISIMA,CAGU,2013-06-03,PNO,Gull,15,3
PURISIMA,SNPL,2013-06-03,PNO,SNPL,12,3
PURISIMA,WEGU,2013-06-03,PNO,Gull,2,3
NORTH,CAGU,2013-06-03,SAN,Gull,15,1.525
NORTH,SAND,2013-06-03,SAN,SAND,10,1.525
NORTH,SNPL,2013-06-03,SAN,SNPL,94,1.525
NORTH,CAGU,2013-06-03,SHN,Gull,2,2.4615384615384617
NORTH,SNPL,2013-06-03,SHN,SNPL,8,2.4615384615384617
NORTH,CAGU,2013-06-03,SHS,Gull,12,2
NORTH,SNPL,2013-06-03,SHS,SNPL,4,2
NORTH,WEGU,2013-06-03,SHS,Gull,6,2
SOUTH,CAGU,2013-06-03,SNO,Gull,1,1.8
SOUTH,gull,2013-06-03,SNO,NA,1,1.8
SOUTH,SAND,2013-06-03,SNO,SAND,5,1.8
SOUTH,SNPL,2013-06-03,SNO,SNPL,86,1.8
SOUTH,SNPL,2013-06-03,SSO,SNPL,42,1.2777777777777777
SOUTH,CAGU,2013-06-03,WAL,Gull,30,2.923076923076923
SOUTH,SAND,2013-06-03,WAL,SAND,20,2.923076923076923
SOUTH,SNPL,2013-06-03,WAL,SNPL,46,2.923076923076923
SOUTH,WEGU,2013-06-03,WAL,Gull,20,2.923076923076923
NORTH,CAGU,2013-06-10,MIN,Gull,1,2.5
PURISIMA,SNPL,2013-06-10,PNO,SNPL,10,2
NORTH,CAGU,2013-06-10,SAN,Gull,12,1.5238095238095237
NORTH,SNPL,2013-06-10,SAN,SNPL,64,1.5238095238095237
NORTH,SNPL,2013-06-10,SHN,SNPL,10,2.769230769230769
NORTH,SNPL,2013-06-10,SHS,SNPL,5,2.3
SOUTH,CAGU,2013-06-10,SNO,Gull,2,2.7857142857142856
SOUTH,SNPL,2013-06-10,SNO,SNPL,56,2.7857142857142856
SOUTH,CAGU,2013-06-10,SSO,Gull,6,2.111111111111111
SOUTH,SNPL,2013-06-10,SSO,SNPL,37,2.111111111111111
SOUTH,CAGU,2013-06-10,WAL,Gull,5,2.5
SOUTH,SNPL,2013-06-10,WAL,SNPL,60,2.5
SOUTH,WEGU,2013-06-10,WAL,Gull,3,2.5
SOUTH,SNPL,2013-06-17,SNO,SNPL,4,4
SOUTH,CAGU,2013-06-17,WAL,Gull,1,3.3846153846153846
SOUTH,HEEG,2013-06-17,WAL,Gull,28,3.3846153846153846
SOUTH,SNPL,2013-06-17,WAL,SNPL,44,3.3846153846153846
SOUTH,WEGU,2013-06-17,WAL,Gull,7,3.3846153846153846
PURISIMA,SNPL,2013-06-24,PNO,SNPL,17,2.6666666666666665
PURISIMA,WEGU,2013-06-24,PNO,Gull,8,2.6666666666666665
NORTH,SNPL,2013-06-24,SAN,SNPL,98,2
NORTH,WEGU,2013-06-24,SAN,Gull,2,2
NORTH,SNPL,2013-06-24,SHN,SNPL,5,1.9230769230769231
NORTH,SNPL,2013-06-24,SHS,SNPL,8,1.7
SOUTH,CAGU,2013-06-24,SNO,Gull,1,2.533333333333333
SOUTH,SNPL,2013-06-24,SNO,SNPL,61,2.533333333333333
SOUTH,CAGU,2013-06-24,SSO,Gull,1,2
SOUTH,SNPL,2013-06-24,SSO,SNPL,20,2
SOUTH,HEEG,2013-06-24,WAL,Gull,1,2.923076923076923
SOUTH,SNPL,2013-06-24,WAL,SNPL,49,2.923076923076923
PURISIMA,SNPL,2013-07-01,PNO,SNPL,7,3.3333333333333335
NORTH,SNPL,2013-07-01,SAN,SNPL,104,1.8571428571428572
NORTH,SNPL,2013-07-01,SHN,SNPL,7,2.230769230769231
NORTH,SNPL,2013-07-01,SHS,SNPL,10,2
SOUTH,SNPL,2013-07-01,SSO,SNPL,25,1.9444444444444444
PURISIMA,SNPL,2013-07-08,PNO,SNPL,8,2.6666666666666665
NORTH,SNPL,2013-07-08,SAN,SNPL,78,1.55
NORTH,SNPL,2013-07-08,SHN,SNPL,9,1.6153846153846154
NORTH,SNPL,2013-07-08,SHS,SNPL,3,1
SOUTH,SNPL,2013-07-08,SNO,SNPL,95,2.8
SOUTH,SNPL,2013-07-08,SSO,SNPL,43,2.4722222222222223
SOUTH,WEGU,2013-07-08,SSO,Gull,1,2.4722222222222223
SOUTH,SNPL,2013-07-08,WAL,SNPL,55,2.8846153846153846
NORTH,CAGU,2013-07-15,MIN,Gull,1,1.5
NORTH,WEGU,2013-07-15,MIN,Gull,1,1.5
PURISIMA,HEEG,2013-07-15,PNO,Gull,1,2.6666666666666665
PURISIMA,SAND,2013-07-15,PNO,SAND,15,2.6666666666666665
PURISIMA,SNPL,2013-07-15,PNO,SNPL,8,2.6666666666666665
PURISIMA,WEGU,2013-07-15,PNO,Gull,25,2.6666666666666665
NORTH,CAGU,2013-07-15,SAN,Gull,2,1.8
NORTH,HEEG,2013-07-15,SAN,Gull,1,1.8
NORTH,SAND,2013-07-15,SAN,SAND,1,1.8
NORTH,SNPL,2013-07-15,SAN,SNPL,88,1.8
NORTH,WEGU,2013-07-15,SAN,Gull,1,1.8
NORTH,CAGU,2013-07-15,SHN,Gull,2,1.1923076923076923
NORTH,HEEG,2013-07-15,SHN,Gull,1,1.1923076923076923
NORTH,SNPL,2013-07-15,SHN,SNPL,8,1.1923076923076923
NORTH,CAGU,2013-07-15,SHS,Gull,1,1.05
NORTH,SNPL,2013-07-15,SHS,SNPL,4,1.05
SOUTH,SNPL,2013-07-15,SNO,SNPL,73,1.7
SOUTH,SNPL,2013-07-15,SSO,SNPL,37,1.75
SOUTH,SAND,2013-07-15,WAL,SAND,21,2.1153846153846154
SOUTH,SNPL,2013-07-15,WAL,SNPL,23,2.1153846153846154
NORTH,HEEG,2013-07-22,MIN,Gull,86,1
NORTH,WEGU,2013-07-22,MIN,Gull,20,1
PURISIMA,HEEG,2013-07-22,PNO,Gull,2,1.3333333333333333
PURISIMA,SAND,2013-07-22,PNO,SAND,11,1.3333333333333333
PURISIMA,SNPL,2013-07-22,PNO,SNPL,9,1.3333333333333333
PURISIMA,WEGU,2013-07-22,PNO,Gull,4,1.3333333333333333
NORTH,SAND,2013-07-22,SAN,SAND,35,1.65
NORTH,SNPL,2013-07-22,SAN,SNPL,98,1.65
NORTH,WEGU,2013-07-22,SAN,Gull,9,1.65
NORTH,HEEG,2013-07-22,SHN,Gull,3,2
NORTH,SAND,2013-07-22,SHN,SAND,7,2
NORTH,SNPL,2013-07-22,SHN,SNPL,6,2
NORTH,WEGU,2013-07-22,SHN,Gull,1,2
NORTH,HEEG,2013-07-22,SHS,Gull,30,1.9
NORTH,SNPL,2013-07-22,SHS,SNPL,7,1.9
NORTH,WEGU,2013-07-22,SHS,Gull,20,1.9
SOUTH,CAGU,2013-07-22,SNO,Gull,2,2.2666666666666666
SOUTH,SAND,2013-07-22,SNO,SAND,142,2.2666666666666666
SOUTH,SNPL,2013-07-22,SNO,SNPL,45,2.2666666666666666
SOUTH,WEGU,2013-07-22,SNO,Gull,15,2.2666666666666666
SOUTH,CAGU,2013-07-22,SSO,Gull,4,1.8888888888888888
SOUTH,HEEG,2013-07-22,SSO,Gull,21,1.8888888888888888
SOUTH,SAND,2013-07-22,SSO,SAND,33,1.8888888888888888
SOUTH,SNPL,2013-07-22,SSO,SNPL,46,1.8888888888888888
SOUTH,WEGU,2013-07-22,SSO,Gull,118,1.8888888888888888
SOUTH,SAND,2013-07-22,WAL,SAND,20,2.5
SOUTH,SNPL,2013-07-22,WAL,SNPL,105,2.5
NORTH,CAGU,2013-07-29,MIN,Gull,12,2.3333333333333335
NORTH,HEEG,2013-07-29,MIN,Gull,303,2.3333333333333335
NORTH,WEGU,2013-07-29,MIN,Gull,11,2.3333333333333335
PURISIMA,SAND,2013-07-29,PNO,SAND,1040,2
PURISIMA,SNPL,2013-07-29,PNO,SNPL,25,2
PURISIMA,WEGU,2013-07-29,PNO,Gull,71,2
NORTH,CAGU,2013-07-29,SAN,Gull,22,1.85
NORTH,HEEG,2013-07-29,SAN,Gull,60,1.85
NORTH,SAND,2013-07-29,SAN,SAND,125,1.85
NORTH,SNPL,2013-07-29,SAN,SNPL,61,1.85
NORTH,WEGU,2013-07-29,SAN,Gull,80,1.85
NORTH,CAGU,2013-07-29,SHN,Gull,1,2.423076923076923
NORTH,SNPL,2013-07-29,SHN,SNPL,14,2.423076923076923
NORTH,HEEG,2013-07-29,SHS,Gull,1,1.7
NORTH,SNPL,2013-07-29,SHS,SNPL,5,1.7
SOUTH,HEEG,2013-07-29,SSO,Gull,22,1.9411764705882353
SOUTH,SNPL,2013-07-29,SSO,SNPL,51,1.9411764705882353
SOUTH,WEGU,2013-07-29,SSO,Gull,37,1.9411764705882353
SOUTH,CAGU,2013-07-29,WAL,Gull,1,3.5
SOUTH,HEEG,2013-07-29,WAL,Gull,7,3.5
SOUTH,SAND,2013-07-29,WAL,SAND,370,3.5
SOUTH,SNPL,2013-07-29,WAL,SNPL,28,3.5
SOUTH,WEGU,2013-07-29,WAL,Gull,10,3.5
PURISIMA,SAND,2013-08-05,PNO,SAND,700,2.6666666666666665
